NAURU,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
b,"For 2011, data are from the Nauru 2011 Census. For 2013, figures are preliminary data from the Nauru Household Income and Expenditure Survey 2012/2013. Thus, data for 2011 and 2013 may not be directly comparable.",,,,,,,,,,,,,,,,,,,
c,Includes other services and imputed rent of owner-occupied dwellings.,,,,,,,,,,,,,,,,,,,
d,Refers to alcoholic beverages and tobacco.,,,,,,,,,,,,,,,,,,,
e,Refers to housing rent and maintenance.,,,,,,,,,,,,,,,,,,,
f,"Refers to household operations such as bills, appliances, furniture, and supplies.",,,,,,,,,,,,,,,,,,,
g,"Refers to health, education, recreation, personal products, and miscellaneous.",,,,,,,,,,,,,,,,,,,
h,"For 2002–2015,  data were taken from the media release on International Merchandise Trade Statistics (IMTS Release No. 01/2016) of the Nauru Bureau of Statistics, published on 3 November 2016.",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Sources:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,"For 2000–2005 and 2011: Secretariat of the Pacific Community. Official website:  http://www.spc.int/nmdi/population (accessed 24 May 2016).
For 2006–2010:  Nauru Bureau of Statistics (NBS). Official communication, 13 June 2013.
For 2012–2013: International Monetary Fund (IMF). Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).
For 2014–2018: NBS. Official communication, 20 May 2019.",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Urban Population,"For 2000–2007: United Nations. World Urbanization Prospects: The 2018 Revision, Online Edition. https://population.un.org/wup/DataQuery/ (accessed 2 July 2019).
For 2008–2018: NBS. Official communication, 20 May 2019; past communication.
",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Labor Force,"For 2011: NBS. Census 2011. https://nauru.prism.spc.int/selected-survey-tables/census-2011-population-by-all-ages/census-2011-labour-force-1 (accessed 2 July 2019).
For 2013: NBS. Nauru Household Income and Expenditure Survey 2012/2013. https://nauru.prism.spc.int/ (accessed 2 July 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,National Accounts,"For 2004–2015: NBS. Economic Statistics/National Accounts/GDP Tables. https://nauru.prism.spc.int/economic/national-accounts/gdp-table (accessed 10 June 2019).
For 2016–2018: IMF. Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Production Indexes,,,,,,,,,,,,,,,,,,,
,     Agriculture,Food and Agriculture Organization of the United Nations. FAOSTAT. http://www.fao.org/faostat/en/#data (accessed 20 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Energy,United Nations. Energy Statistics Database (updated 28 January 2019). http://data.un.org/Data.aspx?q=electricity&d=EDATA&f=cmID%3aEL (accessed 6 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Price Indexes,"For 2000–2007: NBS. Official communication, 11 June 2014. 
For 2008-2013:  NBS. Consumer Price Index Series Latest Y2013. http://nauru.prism.spc.int/economic/consumer-price-index/cpi-major-groups (accessed 22 June 2019).
For 2014–2018: IMF. Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,"     Consumer Price Index by Classification of Individual Consumption According    
          to Purpose","For 2008-2013:  NBS. Consumer Price Index Series Latest Y2013. http://nauru.prism.spc.int/economic/consumer-price-index/cpi-major-groups (accessed 22 June 2019).
",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Consumer price index (national) annual change,"For 2000–2007: NBS. Official communication, 11 June 2014. 
For 2008-2013:  NBS. Consumer Price Index Series Latest Y2013. http://nauru.prism.spc.int/economic/consumer-price-index/cpi-major-groups (accessed 22 June 2019).
For 2014–2018: IMF. Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Government Finance,"For 2005–2010: Government of Nauru, Ministry of Finance and Economic Planning. http://www.naurugov.nr/pages/NSDS.html 
For 2012–2018: IMF. Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,External Trade,"For 2002-2015: NBS. Media Release on International Merchandise Trade Statistics, IMTS Release No. 01/2016, 3 November 2016. https://nauru.prism.spc.int/PublicDocuments/Annual%20Press%20Release_Nauru.pdf (accessed 10 June 2019).
For 2016–2017: IMF. Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,     Direction of Trade,IMF. Direction of Trade Statistics. http://data.imf.org/?sk=9D6028D4-F14A-464C-A2F2-59B2CD424B85 (accessed 20 May 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Balance of Payment,IMF. Staff Country Reports. Republic of Nauru: 2017 Article IV. http://www.imf.org/en/Publications/CR/Issues/2017/04/03/Republic-of-Nauru-2017-Article-IV-Consultation-Press-Release-Staff-Report-and-Statement-by-44794 (accessed 6 June 2019).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Exchange Rates            ,IMF. International Financial Statistics. http://data.imf.org/ (accessed 27 March 2019). ,,,,,,,,,,,,,,,,,,
