SOLOMON ISLANDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,          Claims on private sector,197.9,177.6,197.1,241.6,262.2,415.2,658.5,"1,009.9","1,276.1","1,223.9","1,166.4","1,221.5","1,271.2","1,463.5","1,702.5","1,987.5","2,228.6","2,371.7","2,468.9"
,          Claims on state and local government units,...,0.2,0.8,0.7,0.4,–,0.0,0.0,0.1,0.1,–,–,0.5,–,0.0,0.0,–,–,-14.0
,          Claims on public nonfinancial institutions,...,5.2,4.0,2.7,0.7,–,–,–,–,–,–,–,35.8,32.3,40.8,35.1,32.1,26.7,42.3
,          Claims on other financial institutions,–,0.2,–,–,–,–,13.2,13.2,13.2,12.9,12.2,12.2,12.9,12.5,13.6,12.8,12.5,13.7,1.3
,     Other items,-141.2,-148.6,-206.0,-229.1,-288.3,-273.1,-328.1,-487.8,-604.6,-612.6,-789.6,-624.2,-638.6,-520.7,-539.7,-660.0,-656.7,-859.9,-975.0
,,,,,,,,,,,,,,,,,,,,
,          Money Supply  (M3)   (% annual change),0.4,-9.5,6.4,23.8,17.7,46.1,26.4,21.7,8.0,16.8,13.3,25.8,17.4,12.4,5.1,15.5,13.4,3.5,6.8
,          M3   (% of GDP at current market prices),32.0,27.3,24.7,22.6,23.8,29.2,32.8,35.2,33.6,36.4,37.0,41.4,45.4,46.5,46.9,51.4,54.6,53.8,53.2
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks,,,,,,,,,,,,,,,,,,,
,Demand deposits,160.0,162.9,164.6,230.3,252.3,446.8,614.0,761.5,745.3,822.3,892.0,"1,391.7","1,863.0","2,167.3","2,078.0","2,616.8","2,778.7","2,826.8","3,431.9"
,Savings deposits,82.2,79.6,67.4,67.5,76.0,88.1,98.9,122.4,133.2,132.6,260.9,110.4,88.7,137.9,111.0,175.1,304.9,295.0,191.5
,Time deposits,129.5,73.0,100.4,124.8,173.9,238.8,289.2,320.9,417.4,570.6,509.9,626.6,579.2,606.8,854.3,733.2,916.5,925.4,"1,264.0"
,Domestic credits outstanding,223.8,179.7,198.9,232.4,243.0,395.8,659.2,968.9,"1,327.2","1,219.5","1,162.7","1,216.4","1,265.7","1,456.6","1,688.9","1,959.6","2,191.7","2,325.4","2,424.7"
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE  fiscal year ending 31 December (SI$ million),,,,,,,,,,,,,,,,,,,
,Central Government,,,,,,,,,,,,,,,,,,,
,Revenue,…,…,…,…,…,…,…,…,"1,565.1","1,611.2","2,045.9","2,668.5","2,963.7","3,316.0","3,289.3","3,636.0","3,371.1","3,579.8","4,068.2"
,     Taxes,…,…,…,…,…,…,…,…,"1,229.7","1,320.5","1,592.3","2,045.3","2,282.0","2,498.3","2,521.3","2,664.4","2,629.9","2,876.5","3,279.6"
,"          Taxes on income, profits, and capital gains",…,…,…,…,…,…,…,…,435.5,528.6,622.7,683.4,772.5,908.5,834.3,955.3,919.9,991.6,"1,037.5"
,               Payable by individuals,…,…,…,…,…,…,…,…,180.9,223.9,283.7,335.1,384.7,408.8,403.0,433.2,405.1,479.8,501.8
,               Payable by corporations and other enterprises,…,…,…,…,…,…,…,…,254.6,304.7,339.0,348.3,387.8,499.7,431.3,522.1,514.8,511.8,535.7
,"               Other taxes on income, profits, and capital gains",…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,          Taxes on payroll and workforce,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,          Taxes on property,…,…,…,…,…,…,…,…,8.9,12.1,15.1,17.1,21.4,23.6,24.1,29.3,31.3,35.6,41.9
,          Taxes on goods and services,…,…,…,…,…,…,…,…,328.2,343.8,407.4,542.5,549.1,582.8,642.1,585.4,569.4,609.2,689.3
,          Taxes on international trade and transaction,…,…,…,…,…,…,…,…,457.1,436.0,547.1,802.3,939.0,983.4,"1,020.7","1,094.4","1,109.3","1,240.2","1,510.8"
,          Other taxes,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,     Social contributions,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,     Grants,…,…,…,…,…,…,…,…,202.1,141.6,279.6,434.2,432.1,497.2,409.8,436.2,298.5,214.4,317.2
,     Other revenue,…,…,…,…,…,…,…,…,133.3,149.1,174.0,189.0,249.6,320.5,358.2,535.4,442.7,488.9,471.4
,Expense,…,…,…,…,…,…,…,…,"1,417.4","1,421.8","1,605.1","2,032.3","2,204.9","2,438.6","2,529.0","2,757.5","2,899.4","3,039.2","3,273.1"
,     Compensation of employees,…,…,…,…,…,…,…,…,491.8,547.8,652.9,717.1,771.0,890.8,952.5,"1,066.5","1,145.9","1,215.0","1,317.1"
,     Use of goods and services,…,…,…,…,…,…,…,…,776.2,719.8,810.0,"1,059.1","1,125.4","1,072.1","1,132.8","1,094.8","1,189.6","1,302.8","1,420.2"
,     Consumption of fixed capital,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,     Interest,…,…,…,…,…,…,…,…,45.9,31.1,23.7,22.6,18.3,14.7,13.4,11.5,10.8,13.7,10.5
,     Subsidies,…,…,…,…,…,…,…,…,–,–,–,–,–,1.8,0.1,20.0,1.0,6.1,12.5
,     Grants,…,…,…,…,…,…,…,…,80.6,78.7,80.1,117.7,155.5,228.4,183.0,161.5,188.1,174.6,170.5
,     Social benefits,…,…,…,…,…,…,…,…,8.2,5.8,18.5,8.9,15.0,15.7,37.0,101.2,38.5,30.8,53.5
,     Other expense,…,…,…,…,…,…,…,…,14.6,38.6,19.9,106.9,119.7,215.0,210.2,301.9,325.6,296.2,288.8
,Net operating balanceo,…,…,…,…,…,…,…,…,147.8,189.4,440.8,636.2,758.7,877.5,760.2,878.5,471.7,540.5,795.1
,Gross operating balancep,…,…,…,…,…,…,…,…,147.8,189.4,440.8,636.2,758.7,877.5,760.2,878.5,471.7,540.5,795.1
,Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,Net/gross investment in nonfinancial assets,…,…,…,…,…,…,…,…,41.4,49.3,29.7,136.8,354.8,541.9,550.7,794.8,824.5,802.8,604.0
,     Fixed assets,…,…,…,…,…,…,…,…,39.0,47.7,26.3,134.0,343.0,532.8,541.4,756.3,812.0,782.1,585.9
,     Inventories,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,     Valuables,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–,–
,     Nonproduced assets,…,…,…,…,…,…,…,…,2.4,1.6,3.3,2.8,11.8,9.2,9.2,38.6,12.6,20.7,18.1
,Expenditure,…,…,…,…,…,…,…,…,"1,458.8","1,471.2","1,634.8","2,169.1","2,559.7","2,980.5","3,079.7","3,552.4","3,723.9","3,842.0","3,877.1"
,Net lending/Net borrowing,…,…,…,…,…,…,…,…,106.3,140.0,411.1,499.4,403.9,335.5,209.5,83.7,-352.8,-262.3,191.1
,Primary balance,…,…,…,…,…,…,…,…,152.2,171.1,434.8,522.0,422.3,350.3,223.0,95.2,-342.0,-248.6,201.6
,Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,Net acquisition of financial assets,…,…,…,…,…,…,…,…,-118.0,59.3,270.3,524.2,120.1,260.0,88.7,-167.0,-300.1,178.3,64.0
,Domestic,…,…,…,…,…,…,…,…,-99.3,69.9,269.3,467.1,148.6,239.4,123.2,-163.1,-353.7,113.4,53.4
,External ,…,…,…,…,…,…,…,…,-18.7,-10.6,1.0,57.1,-28.4,20.6,-34.6,-3.9,53.7,64.9,10.6
,Net incurrence of liabilities,…,…,…,…,…,…,…,…,-115.7,-73.4,-86.0,-88.8,-133.7,-82.5,-78.5,-175.4,35.2,219.9,20.5
,     Domestic,…,…,…,…,…,…,…,…,-32.5,-20.2,-29.7,-39.2,-85.1,-35.5,-28.6,-132.7,-1.7,154.6,10.9
,     External,…,…,…,…,…,…,…,…,-83.2,-53.2,-56.2,-49.7,-48.6,-47.0,-49.8,-42.7,36.8,65.3,9.6
,,,,,,,,,,,,,,,,,,,,
,                Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,…,…,…,…,…,…,…,…,33.6,32.0,36.5,42.4,43.9,44.8,42.6,44.7,38.8,39.3,41.3
,               Taxes,…,…,…,…,…,…,…,…,26.4,26.3,28.4,32.5,33.8,33.7,32.7,32.8,30.3,31.6,33.3
,               Taxes payable by individuals,…,…,…,…,…,…,…,…,3.9,4.5,5.1,5.3,5.7,5.5,5.2,5.3,4.7,5.3,5.1
,               Taxes payable by corporations and other enterprises,…,…,…,…,…,…,…,…,5.5,6.1,6.0,5.5,5.7,6.7,5.6,6.4,5.9,5.6,5.4
,               Expenditure,…,…,…,…,…,…,…,…,31.3,29.3,29.1,34.4,37.9,40.2,39.9,43.7,42.9,42.1,39.3
,               Net lending/Net borrowing,…,…,…,…,…,…,…,…,2.3,2.8,7.3,7.9,6.0,4.5,2.7,1.0,-4.1,-2.9,1.9
,               Primary balance,…,…,…,…,…,…,…,…,3.3,3.4,7.7,8.3,6.3,4.7,2.9,1.2,-3.9,-2.7,2.0
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year (SI$ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob",331.3,248.7,338.4,501.1,642.1,789.8,917.3,"1,259.2","1,631.4","1,327.5","1,826.8","3,115.7","3,590.6","3,269.8","3,357.7","3,329.9","3,433.9","3,699.6","4,242.8"
,"Imports, cif",469.9,431.9,466.6,704.4,908.7,"1,393.7","1,671.0","2,246.7","2,542.7","2,159.4","3,269.7","3,615.3","3,656.5","3,726.4","3,726.6","3,835.4","3,693.3","4,071.2","4,711.2"
,     Trade balance,-138.6,-183.3,-128.2,-203.3,-266.6,-603.9,-753.7,-987.5,-911.2,-831.8,"-1,442.9",-499.6,-65.8,-456.7,-369.0,-505.5,-259.4,-371.6,-468.5
,,,,,,,,,,,,,,,,,,,,
,              External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,-45.5,-24.9,36.1,48.1,28.1,23.0,16.1,37.3,29.6,-18.6,37.6,70.6,15.2,-8.9,2.7,-0.8,3.1,7.7,14.7
,               Imports,-11.7,-8.1,8.0,51.0,29.0,53.4,19.9,34.4,13.2,-15.1,51.4,10.6,1.1,1.9,0.0,2.9,-3.7,10.2,15.7
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total", 39.0 , 25.4 , 24.5 , 45.0 , 64.1 , 70.6 , 108.1 , 162.1 , 214.8 , 214.0 , 215.8 , 411.4 , 466.8 , 483.2 , 460.7 , 412.4 , 438.7 , 496.7 , 549.2 
,"     1. China, People's Republic of", 6.9 , 2.6 , 6.2 , 16.7 , 22.4 , 32.2 , 51.7 , 73.8 , 87.5 , 96.6 , 105.7 , 181.1 , 180.2 , 219.2 , 263.6 , 232.2 , 273.3 , 325.8 , 353.4 
,     2. Italy,..., 0.0 , 0.0 ,..., 0.0 ,..., 2.7 , 7.4 , 11.0 , 8.7 , 6.8 , 18.7 , 17.2 , 30.8 , 26.9 , 27.6 , 30.5 , 38.7 , 52.5 
,     3. United Kingdom, 0.0 ,...,..., 0.1 , 0.0 , 0.0 , 1.2 , 6.1 , 0.0 , 0.8 , 16.0 , 14.5 , 40.2 , 29.8 , 29.0 , 29.5 , 19.3 , 3.7 , 9.5 
,     4. India,...,..., 1.2 , 0.2 ,...,..., 1.3 ,..., 0.0 ,..., 0.1 , 5.1 , 6.6 , 1.7 , 0.0 , 28.8 , 17.2 , 18.2 , 21.9 
,     5. Philippines, 9.3 , 5.6 , 4.9 , 6.2 , 6.6 , 4.7 , 5.0 , 11.2 , 25.7 , 15.0 , 17.6 , 30.8 , 29.3 , 14.8 , 13.0 , 16.4 , 16.2 , 17.6 , 12.3 
,     6. Australia, 2.7 , 1.9 , 1.4 , 2.1 , 4.3 , 2.6 , 3.9 , 4.6 , 8.3 , 7.2 , 8.6 , 72.8 , 117.6 , 110.7 , 48.5 , 5.7 , 5.1 , 4.1 , 2.6 
,     7. Switzerland,...,...,..., 0.0 ,...,...,..., 0.3 ,..., 11.9 ,...,...,..., 2.3 , 0.6 , 3.9 , 14.5 , 19.3 , 14.0 
,     8. Malaysia, 0.9 , 0.7 , 1.3 , 0.1 , 0.5 , 1.3 , 1.1 , 2.2 , 0.3 , 5.3 , 1.9 , 7.8 , 4.5 , 7.7 , 12.0 , 12.6 , 12.8 , 7.6 , 2.6 
,"     9. Hong Kong, China", 1.8 , 3.3 , 2.8 , 0.6 , 1.3 , 1.5 , 0.6 , 2.0 , 1.1 , 2.5 , 1.6 , 1.0 , 2.4 , 8.2 , 2.6 , 5.2 , 6.1 , 6.4 , 11.5 
,     10. Thailand, 1.3 , 1.7 , 1.1 , 0.7 , 2.3 , 3.8 , 7.7 , 11.4 , 27.6 , 10.4 , 12.8 , 22.3 , 25.0 , 16.5 , 10.2 , 4.2 , 3.7 , 6.3 , 6.8 
,,,,,,,,,,,,,,,,,,,,
,"Imports, total",108.0,92.2,79.4,111.8,130.7,175.2,219.0,316.8,308.9,276.7,355.0,481.0,518.9,518.1,477.6,436.6,469.8,500.8,561.7
,     1. Australia,34.6,33.8,32.2,38.4,40.0,55.5,66.7,86.9,64.4,71.0,117.8,144.5,149.3,159.0,140.4,131.7,76.1,100.4,107.6
,"     2. China, People's Republic of",1.2,1.2,1.2,2.4,3.7,5.7,5.6,11.5,13.3,19.0,32.0,34.4,41.4,41.3,55.6,92.4,115.8,111.9,134.1
,     3. Singapore,31.6,21.5,20.3,29.0,37.6,54.5,61.5,96.2,95.2,76.0,88.0,139.5,157.8,141.2,88.8,29.3,43.7,54.8,68.0
,     4. Malaysia,2.3,1.3,1.1,2.5,2.4,4.2,6.1,9.0,15.7,13.3,22.5,31.2,27.7,23.8,31.3,31.8,43.7,25.6,56.1
,     5. New Zealand,7.1,5.8,5.2,6.5,12.6,10.0,13.2,15.2,14.3,16.0,24.7,26.7,28.4,24.4,27.3,23.2,22.8,31.6,23.6
,     6. Indonesia,1.0,1.7,1.9,...,1.9,4.2,4.6,6.5,6.9,5.0,6.3,14.5,14.1,14.9,22.9,18.1,13.3,18.6,20.5
,     7. Japan,6.8,4.2,2.4,3.9,6.2,8.1,20.5,15.8,11.6,10.0,13.4,16.6,23.1,19.8,15.5,15.4,24.0,17.7,18.3
,"     8. Korea, Republic of",0.9,0.6,0.9,1.0,1.3,2.7,1.3,1.7,2.8,2.6,1.9,2.0,2.0,2.1,8.2,7.1,22.9,23.9,26.0
,     9. Fiji,1.8,...,...,...,...,2.2,3.1,4.7,5.4,5.9,6.8,10.1,14.9,15.3,22.1,12.1,13.0,14.6,14.1
,"     10. Taipei,China",0.8,0.4,0.6,2.0,0.5,1.6,0.4,1.3,1.2,1.4,2.7,4.6,4.3,9.0,6.6,7.5,11.4,23.7,25.1
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSq  calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Current account,-36.8,-32.7,-7.1,5.3,41.9,-5.9 |,-42.1,-80.1,-79.0,-59.5,-144.1,-19.7,26.4,-38.5,-49.7,-35.4,-53.6,-60.3,-51.7
,     Balance on goods,-23.1,-34.6,10.2,4.2,25.1,-17.4 |,-81.5,-96.7,-68.5,-74.1,-136.4,-4.6,65.6,-16.8,-4.7,-17.0,13.6,7.0,3.0
,          Exports,69.3,47.1,57.8,74.2,97.3,103.4 |,114.0,164.5,209.9,164.9,224.0,416.6,499.6,447.8,455.2,420.7,432.2,465.3,533.6
,          Imports,-92.3,-81.7,-47.6,-70.0,-72.2,-120.9 |,195.5,261.2,278.4,239.0,360.3,421.2,434.0,464.6,460.0,437.7,418.6,458.3,530.6
,     Balance on services,-23.4,-9.2,-26.0,-26.4,-8.3,6.4 |,-19.4,-42.5,-64.6,-45.8,-95.8,-69.4,-84.2,-122.3,-110.9,-76.4,-91.4,-89.6,-70.5
,          Credit,49.3,51.6,16.0,25.3,41.3,49.9 |,48.6,54.2,49.6,59.2,91.7,116.8,119.1,125.7,112.5,106.4,115.9,125.6,144.4
,          Debit,-72.7,-60.8,-42.0,-51.7,-49.7,-43.5 |,68.0,96.7,114.2,105.0,187.5,186.2,203.3,247.9,223.5,182.8,207.3,215.2,214.9
,     Balance on primary income,,,,,,,-13.8,-33.6,-55.9,-55.9,-43.9,-73.8,-57.2,3.8,-15.3,-24.2,-38.6,-29.4,-16.3
,          Credit,,,,,,,12.6,14.3,20.5,13.2,19.1,28.6,33.4,31.3,45.7,51.8,41.6,41.2,43.6
,          Debit,,,,,,,26.4,47.9,76.4,69.1,63.0,102.4,90.6,27.5,61.0,76.0,80.2,70.6,59.9
,     Balance on secondary income,9.6,11.0,8.7,27.5,25.2,5.1 |,72.6,92.7,109.9,116.3,132.0,128.1,102.2,96.7,81.3,82.3,62.9,51.8,32.1
,          Credit,35.3,...,28.9,46.3,50.0,41.1 |,83.0,101.6,122.9,151.3,191.4,190.7,149.8,140.7,129.0,142.3,129.6,114.9,96.9
,          Debit,-25.6,...,-20.2,-18.9,-24.9,-36.0 |,10.3,8.9,13.0,35.1,59.4,62.6,47.6,44.0,47.7,60.0,66.8,63.1,64.8
,Capital account,13.3,4.4,7.0,12.5,1.5,27.6 |,19.5,25.6,13.7,26.8,49.3,70.5,98.2,86.7,69.8,54.8,53.3,60.1,60.2
,     Credit,...,...,...,...,...,…| ,19.5,25.6,14.3,26.8,49.8,70.5,98.2,86.7,69.8,54.8,53.3,60.1,60.2
,     Debit,...,...,...,...,...,…| ,–,–,0.6,–,0.5,–,–,–,–,–,–,–,–
,Financial account,12.6,16.1,6.9,-17.3,-21.7,-15.3 |,54.1,49.8,45.3,69.4,209.3,75.6,-9.8,9.4,-8.4,32.1,19.8,39.3,8.9
,     Direct investment,1.4,-11.6,-1.4,-1.8,1.6,10.2 |,39.6,73.8,71.2,45.6,163.6,116.4,21.4,50.4,21.0,26.8,23.0,35.5,2.7
,     Portfolio investment,...,...,...,...,...,…| ,–,-7.3,-1.1,-0.0,-2.1,0.1,-1.2,0.1,0.1,-0.7,-1.7,-2.1,0.2
,     Other investment,11.3,27.8,8.3,-15.5,-23.2,-25.4 |,14.5,-16.7,-24.8,23.8,47.7,-40.9,-29.9,-41.0,-29.5,6.0,-1.5,5.8,6.0
,Net errors and omissions,-1.0,1.3,-6.3,-4.1,-4.0,-5.6 |,-33.3,14.4,2.9,8.1,-21.4,3.5,-36.0,1.2,-10.5,-0.3,-9.9,-11.6,48.9
,Overall balance,-11.9,-11.0,0.5,-3.7,17.8,0.8 |,-1.7,9.7,-17.1,44.8,93.0,129.9,78.8,58.8,1.3,51.2,9.6,27.4,66.2
,Reserves and related items,11.9,11.0,-0.5,3.7,-17.8,-0.8 |,1.7,-9.7,17.1,-44.8,-93.5,-129.9,-78.8,-58.8,-1.3,-51.2,-9.6,-27.3,-66.3
,International investment position,...,...,...,...,...,…| ,-256.5,-290.4,-361.5,-356.5,-468.3,-445.9,-299.9,-291.3,-293.4,-39.6,-38.5,-0.1,0.1
,,,,,,,,,,,,,,,,,,,,
,               Balance of Payments  (% of GDP at current factor cost | current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,24.3,17.3,25.5 |,31.1,35.2,33.4,24.2,30.9,35.3,26.5,32.3,50.6,54.8,44.4,43.5,41.0,39.5,40.6,43.0
,               Imports,32.3,30.0,21.0 |,29.4,26.1,39.1,41.4,49.1,46.8,38.4,51.9,51.1,47.6,46.0,48.3,47.2,42.5,44.7,47.8
,               Balance on goods ,-8.1,-12.7,4.5 |,1.8,9.1,-5.6,-17.3,-18.2,-11.5,-11.9,-19.7,-0.6,7.2,-1.7,-0.1,-0.2,0.2,0.1,0.0
,               Current account balance,-12.9,-12.0,-3.1 |,2.2,15.2,-1.9,-8.9,-15.0,-13.3,-9.6,-20.8,-2.4,2.9,-3.8,-0.6,-0.4,-0.6,-0.7,-0.5
,               Overall balance,-4.2,-4.0,0.2 |,-1.5,6.4,0.3,-0.4,1.8,-2.8,7.2,13.5,15.8,8.6,5.8,0.0,0.6,0.1,0.3,0.7
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,32.0,18.1,18.7,37.0,79.8,94.8,104.1,120.5,88.8,146.0,265.8,412.3,499.5,531.5,506.9,534.1,526.4,574.1,616.3
,"     Gold, national valuation",...,...,...,...,...,...,...,...,...,...,...,...,30.0,40.0,40.0,40.0,40.0,31.0,30.0
,     Foreign exchange,31.3,17.4,17.9,36.2,79.0,94.0,103.2,119.7,88.0,130.6,250.7,397.2,454.2,476.2,453.8,481.4,477.5,537.6,580.3
,     Reserve position in the IMF,0.7,0.7,0.7,0.8,0.9,0.8,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.8,0.8,0.8,4.2,4.5,4.4
,     SDRs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,14.3,14.2,14.4,14.5,12.3,11.9,4.7,1.0,1.7
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (SI$–$),,,,,,,,,,,,,,,,,,,
,End of period,5.1,5.6,7.5,7.5,7.5,7.6,7.6,7.7,8.0,8.1,8.1,7.4,7.3,7.4,7.4,8.1,8.2,7.9,8.1
,Average of period,5.1,5.3,6.7,7.5,7.5,7.5,7.6,7.7,7.7,8.1,8.1,7.6,7.4,7.3,7.4,7.9,7.9,7.9,8.0
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS    as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,156.2,164.0,180.7,181.2,179.6,167.4,174.4,178.3,166.9,172.4,230.8,257.5,228.1,204.0,187.3,207.5,240.3,350.1,…
,     Long-term debt,152.1,158.8,175.5,172.2,166.6,151.2,157.9,173.9,162.8,154.4,201.9,210.3,191.5,166.0,140.8,158.0,182.0,301.2,…
,          Public and publicly guaranteed,120.7,130.9,150.2,151.3,155.3,144.2,150.9,148.1,137.1,132.9,125.3,117.8,110.2,101.1,89.6,81.2,86.7,96.5,…
,          Private nonguaranteed,31.5,28.0,25.3,20.9,11.2,7.0,7.0,25.9,25.8,21.5,76.6,92.4,81.3,64.9,51.1,76.8,95.3,204.7,…
,     Short-term debt,3.2,4.4,4.3,8.1,12.1,15.3,15.5,3.4,3.1,2.5,4.0,12.9,2.0,3.0,14.8,21.7,34.7,27.9,…
,     Use of IMF credit,0.9,0.8,0.9,1.0,1.0,0.9,1.0,1.0,1.0,15.5,24.9,34.4,34.6,34.9,31.8,27.7,23.6,21.0,…
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),35.9,40.7,53.2,54.6,47.4,40.3,37.8,37.2,32.5,39.8,46.5,38.3,24.5,19.4,17.0,18.5,20.7,28.6,…
,               Total long-term debt   (% of total debt),97.4,96.8,97.1,95.0,92.7,90.3,90.5,97.5,97.6,89.5,87.5,81.7,83.9,81.4,75.1,76.2,75.7,86.0,…
,               Short-term debt   (% of total debt),2.1,2.7,2.4,4.5,6.7,9.1,8.9,1.9,1.8,1.5,1.7,5.0,0.9,1.5,7.9,10.5,14.5,8.0,…
,               Debt service   (% of exports of goods and services),7.1,7.2,11.0,9.9,14.6,9.1,2.5,6.0,5.4,4.2,6.2,2.7,4.6,7.3,2.8,2.4,3.9,3.9,…
,,,,,,,,,,,,,,,,,,,,
,Debt service    transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,6.2,4.5,3.3,5.5,12.3,10.0,2.8,10.7,10.8,7.6,17.5,12.6,21.8,38.9,13.5,8.5,13.2,17.1,30.8
,     Interest on long-term debt,2.7,2.5,2.3,3.9,6.3,3.9,1.3,3.2,4.3,2.4,3.2,2.6,8.0,5.3,2.2,2.2,5.1,4.0,5.1
,     Interest on short-term debt,0.1,0.1,0.0,0.0,0.0,0.1,0.2,–,–,0.0,–,0.0,0.0,0.0,0.1,0.4,0.8,0.7,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments  ,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),0.8,2.9,–,–,–,5.0,–,–,–,3.5,–,–,1.4,–,1.0,0.8,1.4,–,…
,     Maturity   (years),40.0,26.6,–,–,–,5.1,4.0,–,–,24.5,–,–,31.8,–,37.4,39.8,31.8,–,…
,     Grace period   (years),10.5,4.9,–,–,–,0.0,0.6,–,–,3.5,–,–,8.3,–,9.8,10.3,8.3,–,…
,     Grant element   (%),80.9,51.5,–,–,–,11.1,19.2,–,–,44.1,–,–,70.0,–,76.8,80.7,70.1,–,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in series; – = magnitude equals zero; (-/+) 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate; $ = United States dollars; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; NPISHs = nonprofit institution serving households; Q = quarter; SDRs = special drawing rights; SI$ = Solomon Islands dollars.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2000–2009, population figures were revised using the growth rate between the 1999 and 2009 population and housing censuses. For 2010–2018, data are projections from the Solomon Islands National Statistics Office (SINSO).",,,,,,,,,,,,,,,,,,,
b,"For 2009, the figure refers to paid employment.",,,,,,,,,,,,,,,,,,,
c,"Unpaid work includes producing goods mainly for own consumption, voluntary work, and/or unpaid family work. ",,,,,,,,,,,,,,,,,,,
d,"For 2015–2016, GDP at constant prices by economic activity are based on Key Statistics from the Central Bank of Solomon Islands.",,,,,,,,,,,,,,,,,,,
e,Figures refer to electricity sales.,,,,,,,,,,,,,,,,,,,
f,"For 2008–2015, data are based on the Consumer Price Index (CPI) documents of SINSO. For 2016–2018, data are official figures provided by SINSO.",,,,,,,,,,,,,,,,,,,
g,"For 2008–2017, excludes nonalcoholic beverages.",,,,,,,,,,,,,,,,,,,
h,"For 2008–2017, includes nonalcoholic beverages.",,,,,,,,,,,,,,,,,,,
i,Refers to housing  and utilities.,,,,,,,,,,,,,,,,,,,
j,Refers to household operations.,,,,,,,,,,,,,,,,,,,
k,Includes recreation and other services.,,,,,,,,,,,,,,,,,,,
l,"Refers to other deposits, which include savings deposits and time deposits.",,,,,,,,,,,,,,,,,,,
m,"Includes M1, savings deposits, and other deposits.",,,,,,,,,,,,,,,,,,,
n,Includes M2 and time deposits.,,,,,,,,,,,,,,,,,,,
o,Derived as revenue less expense.,,,,,,,,,,,,,,,,,,,
p,"Derived as revenue less expense, plus the consumption of fixed capital.",,,,,,,,,,,,,,,,,,,
q,"For 2006 onward, figures follow the IMF's Balance of Payments and International Investment Position Manual (sixth edition). ",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Sources:,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Population,Solomon Islands National Statistics Office (SINSO). 2009 Population and Housing Census. National Report (Volume 2).,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
