CAMBODIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Per capita GNI,...,...,...,...,"1,615.9","1,912.3","2,183.4","2,532.3","3,018.3","3,060.4","3,301.3","3,610.0","3,878.0","4,158.6",...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,PRODUCTION INDEXES   period averages,,,,,,,,,,,,,,,,,,,
,Agriculture;   2004–2006 = 100,75.9,76.9,73.4,86.8,82.2,104.1,113.6,119.0,130.0,135.1,146.8,167.2,171.7,174.3,174.7,177.1,186.0,...,...
,Manufacturing;   1998 = 100,247.0,252.0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,ENERGY   annual values,,,,,,,,,,,,,,,,,,,
,Electricity   (kWh million),,,,,,,,,,,,,,,,,,,
,     Production,380.0,433.0,540.0,540.0,761.1,905.9,"1,106.5","1,378.1","1,484.1","1,234.6","1,357.0","1,644.0","1,891.0","2,050.0","1,803.0",...,...,...,...
,     Exports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Imports,...,2.0,3.0,8.0,59.0,82.0,110.0,167.0,374.0,725.0,994.0,"1,053.0","1,434.0","1,778.0","3,059.0",...,...,...,...
,     Consumption,...,...,...,...,...,...,...,...,...,...,"2,031.5","2,354.3","3,098.0",...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES   period averages,,,,,,,,,,,,,,,,,,,
,Consumer (Phnom Penh);  July–December 2000 | October–December 2006 = 100,100.1,100.3,103.7,104.8,108.9,115.2,120.6,127.7,152.8 |,131.1,136.4,143.8,148.0,152.4,158.3,160.2,165.1,169.9,174.0
,     Food and nonalcoholic beverages,...,...,...,...,...,...,...,...,… |,145.8,152.1,161.9,167.1,173.6,182.0,189.4,200.0,206.7,211.8
,"     Alcoholic beverages, tobacco, and narcotics",...,...,...,...,...,...,...,...,… |,120.0,122.7,123.2,125.4,129.2,137.1,142.8,156.7,159.7,162.7
,     Clothing and footwear,...,...,...,...,...,...,...,...,… |,112.0,114.1,116.8,121.6,127.5,130.1,134.8,140.6,144.7,147.7
,"     Housing, water, electricity, gas, and other fuels",...,...,...,...,...,...,...,...,… |,114.7,119.1,123.7,126.4,127.2,130.7,126.2,124.6,124.4,126.1
,"     Furnishings, household equipment, and routine household maintenance",...,...,...,...,...,...,...,...,… |,118.9,121.2,123.6,127.6,131.4,141.0,143.8,148.2,150.1,150.7
,     Health,...,...,...,...,...,...,...,...,… |,114.8,116.0,116.9,116.1,122.0,127.3,128.1,131.4,133.3,135.4
,     Transport,...,...,...,...,...,...,...,...,… |,110.9,118.4,126.8,130.9,130.1,128.8,116.9,108.7,113.2,116.5
,     Communication,...,...,...,...,...,...,...,...,… |,74.6,72.4,73.0,71.8,70.7,68.8,67.9,68.3,68.1,67.6
,     Recreation and culture,...,...,...,...,...,...,...,...,… |,103.5,103.9,102.3,102.9,107.9,111.7,113.8,117.6,118.7,118.4
,     Education,...,...,...,...,...,...,...,...,… |,136.1,140.0,140.8,144.2,151.4,159.4,159.4,160.1,159.8,159.6
,     Restaurants and hotels,...,...,...,...,...,...,...,...,… |,169.5,173.2,186.9,195.6,206.4,220.9,230.7,239.8,254.8,269.8
,     Miscellaneous goods and services,...,...,...,...,...,...,...,...,… |,120.7,133.3,145.8,152.4,148.5,143.0,138.5,139.2,140.9,144.8
,Implicit GDP deflator;   2000 = 100,99.4,102.6,103.4,105.2,110.3,117.0,122.4,130.4,146.4,150.1,154.7,160.0,162.3,163.5,167.8,170.7,176.5,182.4,188.0
,,,,,,,,,,,,,,,,,,,,
,              Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index ,-0.8,0.2,3.3,1.1,3.9,5.8,4.7,5.9,19.7,-0.7,4.0,5.5,2.9,2.9,3.9,1.2,3.0,2.9,2.5
,               Food and nonalcoholic beverages price index,...,...,...,...,...,...,...,...,...,...,4.3,6.5,3.2,3.9,4.9,4.0,5.6,3.4,2.5
,               Implicit GDP deflator,-4.9,3.3,0.7,1.8,4.8,6.1,4.6,6.5,12.3,2.5,3.1,3.4,1.4,0.8,2.6,1.7,3.4,3.3,3.1
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKING    as of end of period (KR billion),,,,,,,,,,,,,,,,,,,
,Money supply (M1),539.6,609.7,813.3,937.5,"1,152.9","1,322.8","1,657.7","2,052.0","2,399.6","3,120.2","3,220.9","3,956.2","4,045.7","4,878.2","6,360.7","6,786.5","7,273.0","9,428.4","10,226.8"
,     Currency in circulation,494.6,577.8,766.0,908.2,"1,114.7","1,282.1","1,599.6","1,989.7","2,294.8","3,001.6","3,098.6","3,771.7","3,755.6","4,453.8","5,645.4","5,941.8","6,473.3","8,301.6","9,255.2"
,     Demand deposits,45.0,31.9,47.3,29.2,38.1,40.6,58.1,62.3,104.8,118.6,122.3,184.6,290.1,424.4,715.2,844.6,799.7,"1,126.9",971.7
,Quasi-money,"1,290.9","1,594.2","2,075.1","2,391.5","3,176.4","3,702.1","5,284.6","9,258.7","9,459.3","13,108.1","16,255.9","19,684.1","24,546.2","27,890.2","36,251.1","42,081.7","50,343.8","61,890.4","78,216.4"
,Money supply (M2),"1,830.5","2,203.9","2,888.4","3,329.0","4,329.3","5,024.9","6,942.3","11,310.7","11,858.9","16,228.3","19,476.8","23,640.3","28,591.9","32,768.4","42,611.7","48,868.2","57,616.7","71,318.9","88,443.2"
,     Foreign assets (net),"2,589.4","3,080.5","3,737.1","4,027.2","4,796.6","5,475.1","7,224.3","10,734.7","10,345.6","14,673.3","17,054.0","18,425.7","18,154.5","21,260.1","26,742.3","26,707.3","31,814.4","42,575.3","55,214.3"
,     Domestic claims,904.4,867.6,941.8,"1,208.7","1,607.8","1,972.5","2,676.5","4,570.1","6,907.1","8,262.0","10,850.3","14,898.2","21,055.7","24,826.7","31,885.4","39,642.3","48,310.3","55,856.5","67,616.3"
,          Claims on government sector,3.3,-75.0,-119.1,-127.9,-208.7,-421.2,-953.3,"-1,815.9","-2,987.0","-2,251.7","-2,126.6","-2,123.1","-2,486.4","-2,794.9","-4,359.1","-6,428.8","-8,148.5","-11,066.5","-14,803.1"
,          Claims on private sector,898.5,936.1,"1,058.9","1,336.6","1,816.5","2,393.7","3,627.7","6,384.8","9,893.5","10,513.7","12,975.1","17,021.3","23,536.6","27,608.8","36,244.6","46,071.0","56,458.8","66,923.0","82,419.3"
,          Claims on other financial institutions,2.6,6.6,2.0,0.0,–,–,2.1,1.2,0.6,–,1.8,–,5.6,12.7,–,–,–,–,–
,     Other items,"-1,663.4","-1,744.3","-1,790.5","-1,907.0","-2,075.1","-2,422.7","-2,958.5","-3,994.1","-5,393.7","-6,707.0","-8,427.5","-9,683.5","-10,618.4","-13,318.4","-16,016.0","-17,481.4","-22,508.0","-27,113.0","-34,387.3"
,,,,,,,,,,,,,,,,,,,,
,               Money Supply (M2)  (% annual change),26.9,20.4,31.1,15.3,30.0,16.1,38.2,62.9,4.8,36.8,20.0,21.4,20.9,14.6,30.0,14.7,17.9,23.8,24.0
,               M2 (% of GDP at current market prices),13.0,14.1,17.2,18.0,20.2,19.5,23.3,32.3,28.3,37.7,41.4,45.4,50.4,53.4,63.2,66.6,70.9,79.4,88.8
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks,,,,,,,,,,,,,,,,,,,
,Demand deposits,45.0,31.9,47.3,29.2,33.1,34.4,40.9,49.5,77.2,86.3,94.6,131.3,198.0,272.7,382.4,548.5,594.1,937.0,913.4
,Time and savings deposits,45.9,55.5,74.3,81.9,97.3,112.7,88.6,121.0,184.8,358.8,408.3,557.0,779.8,945.3,"1,090.1","1,549.9","2,386.3","2,615.5","3,208.6"
,Loans and advancese,"1,245.0","1,538.6","2,000.8","2,309.6","3,079.1","3,589.4","5,196.0","9,137.7","9,274.5","12,749.3","15,847.6","19,127.1","23,766.4","26,945.0","35,161.0","40,531.8","47,957.4","59,275.0","75,007.8"
,Domestic credits outstandingf,898.5,936.1,"1,058.9","1,336.6","1,816.5","2,393.7","3,627.7","6,384.8","9,893.5","10,513.7","12,975.1","17,021.3","21,792.9","27,608.8","36,244.6","46,071.0","56,458.8","66,923.0","82,420.0"
,,,,,,,,,,,,,,,,,,,,
,Interest Rates  period averages (% per annum) ,,,,,,,,,,,,,,,,,,,
,On deposits,,,,,,,,,,,,,,,,,,,
,     Savings,6.13,3.00,2.41,2.19,2.13,2.08,1.83,1.90,2.05,1.21,1.18,1.19,1.12,1.15,1.46,1.43,1.56,1.39,1.14
,     Time:   6 months,7.40,7.04,6.00,6.00,5.60,5.83,5.40,6.00,6.46,5.28,5.49,5.28,4.91,4.84,5.80,5.65,5.79,4.67,4.69
,                12 months,7.20,8.33,7.20,7.00,6.60,6.83,6.40,7.05,7.65,6.52,6.58,6.16,5.88,5.80,6.83,6.64,6.91,5.90,6.11
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE   fiscal year ending 31 December  (KR billion),,,,,,,,,,,,,,,,,,,
,Central Government (excluding Extra Budgetary Central Government),,,,,,,,,,,,,,,,,,,
,     Revenue,...,...,...,...,...,...,...,...,...,"5,356.7","6,507.2","6,512.3","9,231.0","10,972.5","12,908.6","13,589.2","16,102.4","18,333.0","21,508.0*"
,          Taxes,...,...,...,...,...,...,...,...,...,"2,990.7","3,441.0","3,940.3","6,571.1","7,407.6","9,863.7","10,707.1","12,044.8","14,183.1","16,714.9*"
,"               Taxes on income, profits, and capital gains",...,...,...,...,...,...,...,...,...,188.9,290.9,292.9,"1,276.0","1,561.5","1,964.8","2,472.1","2,952.8","3,798.3","3,887.0*"
,                    Payable by individuals,...,...,...,...,...,...,...,...,...,166.8,197.7,235.8,299.2,377.4,484.8,753.9,835.7,"1,031.7",838.1*
,                    Payable by corporations and other enterprises,...,...,...,...,...,...,...,...,...,22.1,93.2,57.1,976.8,"1,184.0","1,480.1","1,718.2","2,117.1","2,766.6","3,048.9*"
,"                    Other taxes on income, profits, and capital gains",...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,               Taxes on payroll and workforce,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,               Taxes on property,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,               Taxes on goods and services,...,...,...,...,...,...,...,...,...,"2,665.5","3,026.6","3,431.4","3,775.0","4,174.5","5,426.5","6,238.5","7,097.5","8,410.7","10,463.0*"
,               Taxes on international trade and transaction,...,...,...,...,...,...,...,...,...,133.7,120.0,212.3,"1,516.4","1,666.9","2,466.1","1,989.1","1,988.5","1,966.2","2,354.5*"
,               Other taxes,...,...,...,...,...,...,...,...,...,2.6,3.4,3.8,3.6,4.8,6.3,7.5,6.0,7.9,10.4*
,          Social contributions,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,          Grants,...,...,...,...,...,...,...,...,...,"1,860.8","2,373.8","1,858.9","1,772.2","2,543.3","1,728.3","1,422.8","2,009.0","1,704.6","1,928.9*"
,          Other revenue,...,...,...,...,...,...,...,...,...,505.1,692.5,713.1,887.6,"1,021.6","1,316.6","1,459.3","2,048.6","2,445.3","2,864.2*"
,     Expense,...,...,...,...,...,...,...,...,...,"3,843.8","4,283.2","4,742.1","6,637.4","7,246.5","8,397.7","8,838.3","10,538.0","12,798.1","13,769.4*"
,          Compensation of employees,...,...,...,...,...,...,...,...,...,"1,819.8","1,820.8","1,956.1","2,215.8","2,636.3","3,313.2","3,924.1","4,815.6","5,953.5","6,784.9*"
,          Use of goods and services,...,...,...,...,...,...,...,...,...,"1,360.7","1,405.5","1,513.6","1,943.9","2,075.3","2,118.7","2,156.3","2,423.8","2,807.3","2,611.8*"
,          Consumption of fixed capital,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Interest,...,...,...,...,...,...,...,...,...,86.3,109.3,139.2,168.6,204.3,228.3,222.8,291.4,288.3,342.3*
,          Subsidies,...,...,...,...,...,...,...,...,...,–,112.8,133.0,240.5,130.1,323.8,20.7,82.1,225.1,10.5*
,          Grants,...,...,...,...,...,...,...,...,...,306.3,472.7,588.0,677.2,682.3,727.2,870.5,915.8,"1,221.0","1,701.8*"
,          Social benefits,...,...,...,...,...,...,...,...,...,268.6,294.8,310.8,843.6,878.7,917.5,"1,112.5","1,184.0","1,359.7","1,405.9*"
,          Other expense,...,...,...,...,...,...,...,...,...,2.0,67.4,101.3,547.8,639.5,769.1,531.4,825.3,943.3,912.2*
,     Net operating balance,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Gross operating balance,...,...,...,...,...,...,...,...,...,"1,512.9","2,224.0","1,770.3","2,593.6","3,726.1","4,510.9","4,751.0","5,564.4","5,534.9","7,738.6*"
,     Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,     Net/gross investment in nonfinancial assets,...,...,...,...,...,...,...,...,...,"3,778.4","4,332.1","4,583.9","5,073.0","5,375.7","5,404.5","5,387.4","5,879.2","6,442.5","7,513.3*"
,          Fixed assets,...,...,...,...,...,...,...,...,...,"3,742.2","4,320.4","4,569.7","5,072.5","5,374.2","5,392.1","5,376.7","5,872.7","6,437.9","6,386.4*"
,          Inventories,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,          Valuables,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,          Nonproduced assets,...,...,...,...,...,...,...,...,...,36.2,11.7,14.2,0.5,1.5,12.4,10.8,6.5,4.5,"1,126.9*"
,     Expenditure,...,...,...,...,...,...,...,...,...,"7,622.2","8,615.4","9,325.9","11,710.4","12,622.2","13,802.2","14,225.7","16,417.2","19,240.6","21,282.7*"
,     Net lending/Net borrowing,...,...,...,...,...,...,...,...,...,"-2,265.5","-2,108.1","-2,813.6","-2,479.4","-1,649.6",-893.6,-636.5,-314.8,-907.6,225.3*
,     Primary balance,...,...,...,...,...,...,...,...,...,"-2,179.2","-1,998.8","-2,674.4","-2,310.8","-1,445.4",-665.4,-413.6,-23.4,-619.3,567.7*
,     Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,     Net acquisition of financial assets,...,...,...,...,...,...,...,...,...,-870.1,-156.2,-315.1,-331.6,112.7,"1,568.2","1,612.2","1,574.1","2,606.2","1,706.7*"
,          Domestic,...,...,...,...,...,...,...,...,...,-870.1,-156.2,-315.1,-331.6,112.7,"1,568.2","1,612.2","1,574.1","2,606.2","1,706.7*"
,          External,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–,–,–,–*
,     Net incurrence of liabilities,...,...,...,...,...,...,...,...,...,"1,083.7","1,511.6","2,061.3","2,147.8","1,762.4","2,461.9","2,248.6","1,888.9","1,768.3","1,717.3*"
,          Domestic,...,...,...,...,...,...,...,...,...,71.7,471.9,277.3,-262.2,-159.6,155.9,110.7,134.4,-588.0,7.9*
,          External,...,...,...,...,...,...,...,...,...,"1,012.0","1,039.7","1,784.0","2,409.9","1,921.9","2,306.0","2,137.9","1,754.5","2,356.2","1,709.4*"
,,,,,,,,,,,,,,,,,,,,
,               Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,...,...,...,...,...,...,...,...,...,12.4,13.8,12.5,16.3,17.9,19.1,18.5,19.8,20.4,21.6*
,               Taxes,...,...,...,...,...,...,...,...,...,6.9,7.3,7.6,11.6,12.1,14.6,14.6,14.8,15.8,16.8*
,               Taxes payable by individuals,...,...,...,...,...,...,...,...,...,0.4,0.4,0.5,0.5,0.6,0.7,1.0,1.0,1.1,0.8*
,               Taxes payable by corporations and other enterprises,...,...,...,...,...,...,...,...,...,0.1,0.2,0.1,1.7,1.9,2.2,2.3,2.6,3.1,3.1*
,               Expenditure,...,...,...,...,...,...,...,...,...,17.7,18.3,17.9,20.7,20.6,20.5,19.4,20.2,21.4,21.4*
,               Net lending/Net borrowing,...,...,...,...,...,...,...,...,..., -5.3, -4.5, -5.4, -4.4, -2.7, -1.3, -0.9, -0.4, -1.0,0.2*
,               Primary balance,...,...,...,...,...,...,...,...,..., -5.1, -4.2, -5.1, -4.1, -2.4, -1.0, -0.6, -0.0, -0.7,0.6*
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, Central Government  (excluding Extra Budgetary Central Government)",,,,,,,,,,,,,,,,,,,
,     Total,"1,129.0","1,415.6","1,565.0","1,758.1","1,745.7","2,638.2","2,354.6","2,973.7","4,435.7","4,752.4","5,052.5","5,784.3","6,677.3","7,282.3","8,689.1","9,066.8","10,762.6","13,096.5","14,097.5*"
,          General public services,187.9,269.0,298.2,336.4,302.2,355.6,446.2,585.0,"1,338.7","1,413.2","1,596.8","1,986.6","2,349.5","2,389.9","2,614.9","2,428.1","2,030.2","2,727.5","4,054.0*"
,          Defense,455.0,417.3,406.8,411.0,422.8,451.2,520.2,615.9,813.8,"1,427.4","1,218.6","1,303.3","1,470.9","1,672.8","1,968.0","2,160.4","2,656.9","3,154.5","3,511.5*"
,          Education,183.2,209.2,289.7,300.5,325.9,350.8,445.6,491.4,606.5,708.2,732.0,799.6,906.7,"1,056.6","1,296.9","1,493.1","1,851.1","2,261.3","2,488.3*"
,          Health,121.0,129.7,164.4,173.0,192.1,224.6,260.8,343.3,426.8,524.5,614.9,667.3,777.9,853.8,825.2,959.8,"1,050.1","1,177.4","1,214.1*"
,          Social protection,26.9,28.2,33.3,33.4,32.6,95.4,108.0,129.1,159.0,195.9,237.7,281.7,345.6,399.3,541.5,599.8,686.9,797.5,897.7*
,          Economic affairs,84.0,150.7,159.5,170.5,151.3,178.1,218.3,239.8,288.6,348.5,406.3,463.1,526.0,579.0,"1,135.3","1,096.4","1,251.6","1,470.9","1,333.9*"
,               Agriculture,26.0,30.5,39.7,39.0,38.6,47.1,55.9,57.7,65.8,79.9,86.6,91.0,100.4,117.8,138.4,149.0,176.2,211.3,221.2*
,               Industry,6.1,6.0,7.0,7.0,6.2,7.4,9.0,11.0,11.1,15.0,16.7,27.2,32.8,20.9,203.0,21.1,28.5,49.1,34.9*
,               Transport and communications,41.9,62.2,49.1,48.7,37.4,43.8,49.1,50.2,59.7,66.8,69.6,64.6,70.4,72.7,352.7,375.5,434.4,474.1,429.3*
,               Other economic services,10.0,52.0,63.8,75.7,69.1,79.8,104.3,120.9,151.9,186.8,233.4,280.2,322.3,367.5,441.2,550.8,612.6,736.5,648.4*
,          Othersg,71.0,211.5,213.3,333.4,318.8,982.5,355.6,569.2,802.2,134.6,246.2,282.6,300.8,330.8,307.3,329.3,"1,235.7","1,507.5",598.0*
,,,,,,,,,,,,,,,,,,,,
,           Expenditure by Function   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,1.3,1.3,1.7,1.6,1.5,1.4,1.5,1.4,1.4,1.6,1.6,1.5,1.6,1.7,1.9,2.0,2.3,2.5,2.5*
,               Health,0.9,0.8,1.0,0.9,0.9,0.9,0.9,1.0,1.0,1.2,1.3,1.3,1.4,1.4,1.2,1.3,1.3,1.3,1.2*
,               Social protection,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.9,0.9*
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob","1,397.1","1,571.2","1,769.8","2,086.8","2,588.9","2,908.0","3,692.4","3,340.6","3,503.4","3,138.3","3,902.9","5,040.7","5,683.8","7,043.9","8,169.6","9,336.3","10,272.9","11,223.6","12,962.7"
,"Imports, cif | fobh","1,935.7","2,094.0","2,360.5","2,668.1","3,269.5 |","3,918.3","4,771.2","4,382.8","5,184.6","4,878.3","6,587.5","8,147.8","9,211.6","10,679.6","12,022.0","13,285.1","14,119.4","15,501.6","18,806.5"
,     Trade balance,-538.6,-522.8,-590.7,-581.3,-680.6 |,"-1,010.3","-1,078.9","-1,042.1","-1,681.2","-1,740.0","-2,684.6","-3,107.1","-3,527.8","-3,635.8","-3,852.4","-3,948.8","-3,846.5","-4,278.0","-5,843.8"
, ,,,,,,,,,,,,,,,,,,,
,              External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,23.6,12.5,12.6,17.9,24.1,12.3,27.0,-9.5,4.9,-10.4,24.4,29.2,12.8,23.9,16.0,14.3,10.0,9.3,15.5
,               Imports,21.6,8.2,12.7,13.0,22.5,…,21.8,-8.1,18.3,-5.9,35.0,23.7,13.1,15.9,12.6,10.5,6.3,9.8,21.3
, ,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total","1,368.3","1,496.8","1,920.2","2,110.6","2,794.9","3,020.1","3,570.9","3,534.6","4,357.9","4,984.3","5,583.7","6,706.6","7,842.8","9,248.5","6,881.8","8,577.2","10,098.4","10,842.3","12,412.2"
,     1. United States,739.0,832.0,960.1,"1,124.1","1,310.1","1,597.4","1,901.4","1,881.1","1,970.9","1,552.8","1,903.4","2,106.4","1,051.5","2,078.7","2,000.2","2,136.8","2,147.1","2,306.8","2,821.9"
,     2. United Kingdom,81.6,126.3,132.7,143.2,175.0,124.2,153.2,147.6,155.7,179.7,235.2,391.0,528.0,718.4,751.6,869.0,953.2,963.0,897.0
,     3. Germany,66.0,98.7,118.2,154.5,237.3,225.4,233.8,184.8,138.1,108.8,112.3,323.9,469.7,614.9,578.8,748.4,903.8,925.5,983.8
,     4. Japan,10.7,13.3,18.9,21.6,25.0,62.9,34.1,33.6,32.1,79.5,89.5,153.3,199.2,334.2,344.9,571.6,827.2,821.4,"1,005.9"
,     5. Canada,4.9,10.4,10.2,59.8,94.4,107.1,115.3,138.1,292.0,195.8,274.2,382.4,417.0,480.3,509.0,551.0,654.8,722.5,805.9
,"     6. China, People's Republic of",23.8,16.7,8.3,6.5,12.6,14.3,15.5,10.1,12.9,16.3,65.0,154.5,182.9,280.4,356.6,405.5,609.3,743.3,983.0
,     7. Belgium,3.0,3.0,4.0,4.8,10.0,10.1,23.0,29.4,51.0,39.7,63.8,134.8,163.3,181.7,190.2,282.5,396.8,531.4,606.3
,     8. Spain,6.4,6.7,9.5,14.5,30.6,33.9,85.5,98.7,123.7,105.5,101.2,141.2,149.9,197.5,219.1,273.6,405.1,502.5,599.4
,     9. France,27.7,35.0,38.4,48.8,62.4,52.2,55.2,42.9,34.2,41.9,57.3,94.7,123.7,163.5,207.3,298.3,362.7,404.9,448.0
,     10. Thailand,22.9,7.6,7.9,11.7,17.1,15.2,15.2,18.3,13.6,21.7,149.4,190.4,102.3,235.6,50.0,346.2,419.2,401.0,365.2
,,,,,,,,,,,,,,,,,,,,
,"Imports, total","1,412.5","1,455.3","1,604.5","1,656.5","2,032.5","2,545.9","2,978.5","3,551.5","4,421.7","3,899.2","4,889.7","6,138.2","7,064.3","9,220.3","10,261.6","11,215.1","12,900.2","16,065.1","19,264.4"
,"     1. China, People's Republic of",112.9,86.9,197.8,223.4,341.8,423.5,523.9,628.0,934.9,881.3,"1,184.7","1,738.3","2,161.7","3,002.5","3,710.1","3,926.2","4,550.9","5,494.9","6,761.4"
,     2. Thailand,221.8,503.9,238.4,216.0,231.4,290.6,415.0,512.5,696.9,464.8,689.1,726.2,902.4,"1,094.3","1,047.4","1,561.5","1,910.0","2,041.7","2,665.8"
,     3. Singapore,106.0,399.5,122.5,119.7,144.5,136.2,156.8,179.6,303.8,209.0,155.4,238.0,258.5,348.4,485.5,503.3,564.7,"2,055.0","2,929.8"
,     4. Viet Nam,91.5,109.5,98.4,119.2,168.7,181.6,269.9,347.7,471.0,493.5,486.5,882.6,937.4,986.8,870.1,927.0,"1,416.0","1,533.4","1,301.8"
,"     5. Hong Kong, China",254.3,116.9,371.7,408.9,413.1,449.7,539.2,683.4,589.6,484.2,552.3,479.2,495.4,668.1,832.2,714.3,516.8,571.7,671.0
,"     6. Taipei,China",174.8,78.2,189.3,188.0,242.7,291.1,381.8,382.5,365.8,341.3,476.2,512.7,534.0,541.6,559.2,546.2,529.2,492.8,647.7
,     7. Japan,58.4,19.7,63.9,74.8,83.7,100.2,129.6,141.2,114.7,118.9,156.4,248.3,223.0,175.5,264.0,423.0,528.3,584.2,623.0
,"     8. Korea, Republic of",76.8,49.6,94.8,80.7,99.6,150.7,146.1,191.7,229.4,209.1,247.8,300.9,404.5,371.2,390.3,459.6,438.7,440.2,463.8
,     9. Indonesia,68.4,9.9,77.6,82.0,78.6,82.6,85.3,89.5,96.2,145.5,175.0,169.2,215.7,246.9,281.1,335.5,426.3,410.3,381.5
,     10. Malaysia,64.1,19.3,58.5,77.8,77.7,92.5,89.4,107.4,122.5,132.0,165.3,209.6,175.4,140.6,213.9,187.5,247.1,254.9,216.6
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSi  calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,-100.5,-43.0,-99.2,-167.3,-114.8,-225.1,-262.2 |,-179.3,-523.1,-626.1,-981.4,"-1,018.6","-1,215.1","-1,276.0","-1,413.7","-1,567.4","-1,687.5","-1,743.1","-2,772.9"
,     Balance on goods,-538.6,-522.8,-590.7,-581.3,-680.6,"-1,010.3","-1,078.9 |","-1,042.1","-1,681.2","-1,740.0","-2,684.6","-3,107.1","-3,527.8","-3,635.8","-3,852.4","-3,948.8","-3,846.5","-4,278.0","-5,843.8"
,          Exports,"1,397.1","1,571.2","1,769.8","2,086.8","2,588.9","2,908.0","3,692.4 |","3,340.6","3,503.4","3,138.3","3,902.9","5,040.7","5,683.8","7,043.9","8,169.6","9,336.3","10,272.9","11,223.6","12,962.7"
,          Imports,"-1,935.7","-2,094.0","-2,360.5","-2,668.1","-3,269.5","-3,918.3","-4,771.2 |","4,382.8","5,184.6","4,878.3","6,587.5","8,147.8","9,211.6","10,679.6","12,022.0","13,285.1","14,119.4","15,501.6","18,806.5"
,     Balance on services,-22.2,39.4,44.9,-65.2,69.5,182.2,186.2 |,612.7,941.8,969.3,"1,010.1","1,342.2","1,600.3","1,703.1","1,727.1","1,712.3","1,602.4","1,863.4","2,434.8"
,          Credit,495.5,582.1,654.8,591.6,853.5,"1,185.8","1,386.3 |","1,432.9","1,750.2","1,811.9","2,028.5","2,730.1","3,192.1","3,493.7","3,810.8","3,954.7","4,032.9","4,608.2","5,451.2"
,          Debit,-517.7,-542.7,-609.9,-656.9,-784.0,"-1,003.6","-1,200.1 |",820.2,808.3,842.5,"1,018.4","1,387.9","1,591.8","1,790.6","2,083.8","2,242.4","2,430.5","2,744.8","3,016.4"
,     Balance on primary income,460.3,440.4,446.7,479.3,496.3,603.0,630.5 |,-342.6,-391.5,-423.5,-399.3,-525.4,-681.6,-805.4,-901.9,-967.0,"-1,004.8","-1,084.3","-1,087.1"
,          Credit,...,...,...,...,...,679.2,655.0 |,112.2,108.2,55.5,168.1,182.2,234.1,265.2,332.3,353.7,377.0,441.6,578.2
,          Debit,...,...,...,...,...,-76.2,-24.5 |,454.8,499.7,479.0,567.5,707.6,915.7,"1,070.6","1,234.2","1,320.7","1,381.8","1,525.9","1,665.3"
,     Balance on secondary income,...,...,...,...,...,...,… |,592.7,607.8,568.1,"1,092.5","1,271.8","1,394.0","1,462.0","1,613.5","1,636.1","1,561.4","1,755.8","1,723.1"
