ARMENIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Foreign assets (net)l,61,81,149,194,205,233,333,348,195,348,168,-7,-173,-118,-440,-199,-94,62,-79
,     Domestic credit,119,107,95,89,125,193,210,411,655,648,925,"1,319","1,703","1,890","2,374","2,308","2,583","3,064","3,576"
,          Claims on government sector,9,9,1,-15,-17,5,-32,-55,-38,-126,-56,-8,9,-22,64,74,215,305,344
,          Claims on private sectorm,102,92,90,97,136,182,232,458,689,762,963,"1,308","1,670","1,880","2,281","2,205","2,333","2,705","3,172"
,          Claims on nonbank financial institutions,7,5,4,7,6,7,10,8,4,12,17,19,24,32,29,29,36,53,60
,     Other items,-28,-30,-41,-49,-44,-61,-56,-68,-142,-181,-181,-186,-184,-227,-260,-254,-310,-543,-722
,,,,,,,,,,,,,,,,,,,,
,               Money Supply (M2)   (% annual change),38.6,4.3,28.4,15.1,22.3,27.8,32.9,42.5,2.3,15.1,11.8,23.7,19.5,14.8,8.3,10.8,17.5,18.5,7.4
,               M2   (% of GDP at current market prices),14.7,13.4,14.9,14.4,15.0,16.3,18.3,22.0,19.8,25.9,26.3,29.8,33.7,33.9,34.7,36.8,43.0,46.4,46.2
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks,,,,,,,,,,,,,,,,,,,
,Demand depositsn,38,39,63,82,108,115,143,189,166,216,229,280,307,338,386,447,492,642,733
,Time and savings deposito,54,54,52,59,79,105,130,176,225,314,364,490,652,819,936,"1,061","1,282","1,469","1,512"
,Loans and advancesp,109,97,94,103,142,188,241,466,692,773,980,"1,326","1,692","1,910","2,306","2,230","2,364","2,754","3,227"
,Domestic credits outstandingq,119,109,116,137,183,282,367,622,801,953,"1,152","1,576","1,949","2,385","2,684","2,769","3,240","3,684","4,188"
,,,,,,,,,,,,,,,,,,,,
,Interest Rates   period averages (% per annum),,,,,,,,,,,,,,,,,,,
,On depositsr,,,,,,,,,,,,,,,,,,,
,    Time:   6 months,21.9,17.7,11.9,7.8,5.3,6.4,6.0,6.7,7.4,9.7,9.4,8.9,10.2,10.5,11.4,15.3,13.1,9.6,8.5
,                 12 months,20.7,16.4,11.9,9.5,7.2,6.7,6.7,7.9,8.6,10.4,10.7,11.0,11.1,11.7,11.9,15.4,12.5,9.6,9.4
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE   fiscal year ending 31 December (AMD billion),,,,,,,,,,,,,,,,,,,
,Central Government | General Government,,,,,,,,,,,,,,,,,,,
,Revenue,172,192,227,289,293,362,425,673,785,690 |,804,906,975,"1,102","1,178","1,202","1,206","1,277","1,384"
,     Taxes,153,169,199,227,267,322,385,526,621,522 |,613,674,769,"1,004","1,070","1,072","1,091","1,169","1,267"
,"          Taxes on income, profits, and capital gains",34,28,30,34,52,73,101,122,140,142 |,152,179,210,381,393,415,460,451,527
,               Payable by individuals,13,11,12,17,20,27,35,47,54,60 |,74,81,92,257,289,312,333,341,357
,               Payable by corporations and other enterprises,20,16,17,18,32,47,65,76,86,82 |,78,98,119,125,104,104,127,110,170
,"               Other taxes on income, profits, and capital gains",– ,– ,– ,– ,– ,– ,– ,– ,– ,– | ,– ,– ,– ,– ,– ,– ,– ,– ,– 
,          Taxes on payroll and workforce,– ,– ,– ,– ,– ,– ,– ,– ,– ,– | ,– ,– ,– ,– ,– ,– ,– ,– ,– 
,          Taxes on property,0,0,0,0,-0,0,0,0,0,0 |,16,16,16,17,19,19,20,22,22
,          Taxes on goods and services,106,129,154,175,194,222,247,355,414,339 |,412,439,497,557,608,572,552,613,682
,          Taxes on international trade and transaction,9,10,10,11,12,16,18,24,37,25 |,29,36,43,46,48,62,56,73,81
,          Other taxes,4,2,5,7,8,9,19,25,30,16 |,4,3,3,3,3,4,3,10,11
,     Social contributions,…,…,…,…,…,…,…,88,105,103 |,105,123,129,18,17,20,13,16,17
,     Grants (revenue),9,9,17,50,14,12,15,25,15,22 |,31,59,19,13,17,30,31,15,12
,     Other revenue,11,14,11,11,12,29,25,34,44,43 |,55,50,58,66,74,80,70,77,88
,Expense,168,183,215,220,257,319,357,416,718,718 |,781,835,898,"1,035","1,129","1,278","1,327","1,303","1,331"
,     Compensation of employees,…,…,…,…,…,…,…,…,64,76 |,96,103,105,121,139,164,166,169,175
,     Use of goods and services,…,…,…,…,…,…,…,…,135,152 |,177,191,228,238,262,285,186,179,180
,     Consumption of fixed capital,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Interest,14,13,16,11,10,10,9,10,11,16 |,30,36,41,47,62,74,98,122,139
,     Subsidies,…,…,…,…,…,…,…,…,88,19 |,29,35,38,43,49,56,148,142,143
,     Grants (expense),…,…,…,…,…,…,…,…,83,80 |,58,60,68,72,88,99,107,81,73
,     Social benefits,…,…,…,…,…,…,…,…,208,240 |,245,258,290,296,349,393,407,414,426
,     Other expense,…,…,…,…,…,…,…,…,128,135 |,145,154,129,218,180,207,214,197,196
,Net operating balance,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,Gross operating balance,4,9,11,69,36,43,69,257,68,-28 |,24,71,78,66,49,-76,-121,-27,53
,Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,Net/gross investment in nonfinancial assets,39,39,33,83,57,71,91,177,93,211 |,195,179,139,135,140,166,158,238,149
,     Fixed assets,…,…,…,…,…,…,…,…,99,215 |,205,191,149,146,154,173,164,244,158
,     Inventories,…,…,…,…,…,…,…,…,13,5 |,1,0,3,0,0,0,0,0,0
,     Valuables,…,…,…,…,…,…,…,…,…,… |,-0,-0,-0,-0,– ,0,-0,-0,– 
,     Nonproduced assets,…,…,…,…,…,…,…,…,-19,-10 |,-11,-13,-12,-11,-14,-7,-6,-6,-9
,Expenditure,208,222,249,303,314,390,447,592,811,929 |,976,"1,013","1,037","1,171","1,269","1,444","1,485","1,542","1,481"
,Net lending/Net borrowing,-35,-30,-22,-14,-21,-27,-22,80,-25,-239 |,-172,-107,-62,-69,-91,-242,-279,-265,-96
,Primary balance,-21,-17,-6,-3,-11,-18,-13,90,-14,-223 |,-141,-72,-21,-22,-29,-168,-181,-143,43
,Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,Net acquisition of financial assets,15,21,14,7,11,15,18,23,44,192 |,-47,-1,58,74,-7,75,130,14,36
,     Domestic,6,12,4,-3,-1,2,2,3,17,157 |,-78,-39,23,32,-55,2,62,-23,-13
,     External,10,9,9,9,11,13,16,21,27,35 |,32,38,35,42,48,73,68,37,49
,Net incurrence of liabilities,51,51,36,21,32,42,40,47,69,432 |,125,107,120,143,84,317,409,279,132
,     Domestic,28,19,-1,-18,-3,29,14,-10,24,42 |,27,29,31,19,15,14,171,46,47
,     External,23,32,37,38,35,13,26,56,44,389 |,98,78,89,125,69,303,238,233,85
,,,,,,,,,,,,,,,,,,,,
,               Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,16.7,16.3,16.6,17.8,15.4,16.2,16.0,21.4,22.0,22.0 |,23.2,24.0,24.4,24.2,24.4,23.8,23.8,22.9,23.1
,               Taxes,14.8,14.4,14.6,14.0,14.0,14.3,14.5,16.7,17.4,16.6 |,17.7,17.8,19.2,22.0,22.2,21.3,21.5,21.0,21.1
,               Taxes payable by individuals,1.3,1.0,0.9,1.0,1.1,1.2,1.3,1.5,1.5,1.9 |,2.1,2.1,2.3,5.6,6.0,6.2,6.6,6.1,5.9
,               Taxes payable by corporations and other enterprises,2.0,1.4,1.3,1.1,1.7,2.1,2.5,2.4,2.4,2.6 |,2.2,2.6,3.0,2.7,2.1,2.1,2.5,2.0,2.8
,               Expenditure,20.1,18.9,18.2,18.6,16.5,17.4,16.8,18.8,22.7,29.6 |,28.2,26.8,25.9,25.7,26.3,28.6,29.3,27.7,24.7
,               Net lending/Net borrowing,-3.4,-2.5,-1.6,-0.9,-1.1,-1.2,-0.8,2.6,-0.7,-7.6 |,-5.0,-2.8,-1.5,-1.5,-1.9,-4.8,-5.5,-4.8,-1.6
,               Primary balance,-2.1,-1.4,-0.5,-0.2,-0.6,-0.8,-0.5,2.9,-0.4,-7.1 |,-4.1,-1.9,-0.5,-0.5,-0.6,-3.3,-3.6,-2.6,0.7
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, Central Government | General Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,208,222,249,303,314,390,447,592,811,929 |,976,"1,013","1,037","1,171","1,269","1,444","1,485","1,542","1,481"
,     General public services,…,…,…,…,…,…,…,…,105,113 |,131,144,150,176,201,263,271,255,256
,     Defense,…,…,…,…,…,…,…,…,121,130 |,148,146,153,182,190,199,226,294,238
,     Public order and safety,…,…,…,…,…,…,…,…,62,69 |,67,73,77,91,105,122,120,123,123
,     Economic affairs,…,…,…,…,…,…,…,…,89,134 |,111,78,74,133,83,105,123,122,107
,     Environmental protection,…,…,…,…,…,…,…,…,3,4 |,13,15,17,15,15,17,16,17,19
,     Housing and community amenities,…,…,…,…,…,…,…,…,14,21 |,49,51,22,29,41,48,34,19,19
,     Health,…,…,…,…,…,…,…,…,50,56 |,56,63,65,65,77,86,89,83,80
,"     Recreation, culture, and religion",…,…,…,…,…,…,…,…,16,16 |,21,28,28,25,29,38,34,34,33
,     Education,…,…,…,…,…,…,…,…,104,108 |,112,123,122,122,137,146,147,150,149
,     Social protection,…,…,…,…,…,…,…,…,213,244 |,246,258,294,300,345,386,400,412,419
,     Reserve fund,…,…,…,…,…,…,…,…,34,34 |,23,36,36,33,46,34,26,32,37
,,,,,,,,,,,,,,,,,,,,
,               Expenditure by Function   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,…,…,…,…,…,…,…,…,2.9,3.4 |,3.2,3.2,3.0,2.7,2.8,2.9,2.9,2.7,2.5
,               Health,…,…,…,…,…,…,…,…,1.4,1.8 |,1.6,1.7,1.6,1.4,1.6,1.7,1.8,1.5,1.3
,               Social protection,…,…,…,…,…,…,…,…,6.0,7.8 |,7.1,6.8,7.3,6.6,7.1,7.7,7.9,7.4,7.0
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob",300,342,505,686,723,974,985,"1,152","1,057",710,"1,041","1,334","1,380","1,479","1,547","1,485","1,792","2,238","2,412"
,"Imports, cif",885,877,987,"1,280","1,351","1,802","2,192","3,268","4,426","3,321","3,749","4,145","4,261","4,386","4,424","3,239","3,273","4,097","4,963"
,     Trade balance ,-584,-536,-482,-594,-628,-828,"-1,207","-2,116","-3,369","-2,611","-2,708","-2,811","-2,881","-2,907","-2,877","-1,754","-1,482","-1,859","-2,551"
,,,,,,,,,,,,,,,,,,,,
,               External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,29.7,13.7,47.8,35.7,5.4,34.7,1.2,17.0,-8.3,-32.8,46.6,28.2,3.4,7.1,4.6,-4.0,20.6,24.9,7.8
,               Imports,9.1,-0.8,12.5,29.6,5.6,33.4,21.6,49.1,35.4,-25.0,12.9,10.6,2.8,2.9,0.9,-26.8,1.1,25.2,21.1
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total",301,343,506,688,725,977,984,"1,152","1,057",698,"1,041","1,334","1,428","1,480","1,519","1,487","1,779","2,238","2,412"
,     1. Russian Federation,45,61,65,94,78,119,121,202,208,108,161,222,280,334,308,226,370,557,667
,     2. Bulgaria,1,0,2,2,5,1,1,47,60,60,157,152,129,152,86,79,152,282,215
,     3. Switzerland,9,23,8,33,45,35,72,49,12,25,17,34,71,25,14,41,75,261,336
,     4. Germany,13,11,28,44,83,152,148,170,184,115,133,158,153,86,159,145,139,133,136
,"     5. China, People's Republic of",1,0,4,5,22,9,0,8,2,18,31,16,31,69,171,165,96,119,107
,     6. Iraq,– ,– ,– ,– ,0,0,0,0,– ,0,0,5,16,48,81,131,138,117,151
,     7. Georgia,16,12,17,19,29,47,55,88,82,53,49,62,82,86,84,116,147,153,69
,     8. Iran,30,32,31,22,31,29,30,39,25,19,85,106,98,96,85,78,75,84,94
,     9. Canada,1,1,1,3,8,11,11,6,16,34,30,70,85,87,93,112,140,15,33
,     10. Netherlands,3,1,11,22,26,133,127,156,131,52,99,117,80,66,74,47,51,89,132
,,,,,,,,,,,,,,,,,,,,
,"Imports, total",885,877,987,"1,277","1,348","1,801","2,191","3,268","4,426","3,304","3,749","4,145","4,265","4,477","4,402","3,254","3,264","4,097","4,963"
,     1. Russian Federation,137,174,193,175,160,243,304,494,851,794,835,886,"1,059","1,111","1,094",948,986,"1,173","1,258"
,"     2. China, People's Republic of",5,8,10,31,38,66,111,195,382,288,404,405,400,387,418,316,357,478,664
,     3. Germany,36,34,43,59,79,141,145,221,255,177,211,246,265,281,283,202,183,201,292
,     4. Iran,82,78,63,51,62,89,114,0,203,134,200,217,220,198,207,198,164,175,269
,     5. Turkey,40,34,38,41,45,67,95,131,268,178,210,241,214,211,232,137,164,223,253
,     6. Italy,26,30,37,45,45,60,87,114,157,114,122,170,169,165,180,149,129,158,183
,     7. Ukraine,12,22,46,55,81,125,163,252,315,203,230,233,216,227,202,125,102,116,154
,     8. United States,103,84,54,91,89,111,106,146,219,121,111,148,144,138,134,108,83,133,178
,     9. Switzerland,23,28,10,39,58,46,20,22,20,123,70,78,87,172,146,52,47,97,129
,     10. Japan,4,3,0,16,13,24,40,105,169,76,83,72,99,96,114,58,48,81,99
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSs   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,-301.7,-221.2,-147.8,-173.5,-78.8,-123.9,-152.9,-677.3,"-1,658.9","-1,425.5","-1,261.4","-1,058.9","-1,057.9",-813.0,-882.9,-272.4,-238.1,-279.7,"-1,130.6"
,     Balance on goods,-466.9,-418.4,-349.4,-451.4,-490.7,-634.7,-947.0,"-1,716.9","-2,816.3","-2,090.0","-2,065.7","-2,109.8","-2,111.9","-2,196.2","-2,055.4","-1,186.4",-944.4,"-1,375.4","-1,766.0"
,          Exports,313.8,369.3,554.6,725.0,770.4,"1,028.7","1,053.0","1,204.2","1,106.3",773.6,"1,197.5","1,431.6","1,515.7","1,635.9","1,698.1","1,623.9","1,890.7","2,385.2","2,606.2"
,          Imports,780.7,787.8,903.9,"1,176.4","1,261.0","1,663.4","1,999.9","2,921.1","3,922.6","2,863.6","3,263.2","3,541.4","3,627.6","3,832.0","3,753.6","2,810.3","2,835.1","3,760.7","4,372.2"
,     Balance on services,-64.8,-102.8,-110.1,-96.6,-154.5,-147.9,-88.3,-190.0,-311.2,-276.3,-260.8,-65.8,-102.1,-125.0,-113.5,-95.4,-71.4,-27.9,-147.8
,          Credit,140.4,192.6,193.0,256.8,347.0,430.1,593.7,764.2,837.3,785.7,"1,013.2","1,310.6","1,401.7","1,519.4","1,620.2","1,512.4","1,609.7","1,921.5","2,062.8"
,          Debit,205.3,295.5,303.1,353.3,501.5,578.1,682.0,954.2,"1,148.5","1,062.0","1,274.0","1,376.4","1,503.8","1,644.4","1,733.7","1,607.9","1,681.1","1,949.4","2,210.6"
,     Balance on primary income,59.0,63.6,82.4,92.9,148.4,206.0,302.0,497.4,691.3,358.8,458.3,360.1,423.0,682.5,541.1,442.9,224.2,463.3,162.1
,          Credit,103.7,103.7,136.6,166.0,394.4,484.9,656.0,956.5,"1,133.3",875.8,"1,049.1","1,065.5","1,115.2","1,259.1","1,212.9",885.9,851.0,"1,063.8",908.7
,          Debit,44.7,40.1,54.2,73.1,246.0,278.8,353.9,459.0,442.0,517.0,590.8,705.5,692.2,576.6,671.8,443.0,626.8,600.4,746.6
,     Balance on secondary income,171.1,236.5,229.3,281.5,418.0,452.7,580.3,732.2,777.3,582.0,606.8,756.7,733.1,825.6,744.9,566.5,553.4,660.3,621.1
,          Credit,191.6,263.3,254.8,308.1,552.9,608.3,733.1,939.1,988.5,750.3,813.5,997.9,990.8,"1,118.9","1,057.2",904.1,882.9,"1,031.2",991.7
,          Debit,20.5,26.8,25.5,26.5,135.0,155.6,152.8,207.0,211.2,168.3,206.7,241.2,257.7,293.4,312.3,337.6,329.5,370.9,370.6
,Capital account,13.0,20.8,63.0,96.9,64.3,84.0,92.8,124.8,171.4,87.9,98.9,94.6,108.4,84.4,70.4,65.3,34.9,46.3,67.6
,     Credit,13.0,20.8,63.0,96.9,65.1,85.0,112.9,146.8,192.5,103.0,111.0,113.5,129.2,103.1,85.9,78.3,45.8,53.9,77.4
,     Debit,– ,– ,– ,– ,0.7,1.0,20.1,22.0,21.0,15.1,12.1,18.9,20.8,18.7,15.4,13.0,10.9,7.6,9.8
,Financial account,-216.1,-137.2,-85.5,-71.9,-202.2,-203.3,-188.2,-524.2,"-1,528.8","-1,440.0","-1,318.5","-1,001.0",-759.0,"-1,027.8",-848.9,-356.5,-431.6,-540.1,-689.2
,     Direct investment,-104.2,-69.9,-110.7,-122.5,-247.5,-287.2,-444.6,-653.9,-925.0,-709.6,-521.4,-437.3,-480.8,-319.5,-387.9,-161.5,-271.9,-227.5,-266.0
,     Portfolio investment,18.9,5.7,-1.6,-0.3,2.8,2.8,-9.4,8.0,-12.0,4.2,-18.3,8.4,-0.8,-689.4,38.4,-235.0,-33.9,86.8,31.3
,     Financial derivatives,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,-0.6,1.2,-1.7,1.3,-1.0,0.6
,     Other investment,-150.0,-92.7,-62.1,6.1,-7.3,-132.9,-14.6,-425.6,-360.8,"-1,334.8",-650.0,-704.9,-229.0,-488.9,158.9,-291.2,-581.7,-448.2,-408.8
,Net errors and omissions,72.6,63.2,-0.7,4.6,-187.7,-163.4,-128.1,28.3,-41.4,-102.4,-155.9,-36.8,190.5,-299.2,-36.5,-149.3,-228.3,-306.7,373.8
,Overall balance,-19.2,-19.6,-88.9,-44.8,-49.8,-214.0,-280.4,-547.4,231.0,-600.3,128.7,-132.9,48.3,-470.6,659.6,-332.9,-454.6,-49.8,46.3
,Reserve assets,19.2,19.6,88.9,44.8,49.8,214.0,280.4,547.4,-231.0,600.3,-128.7,132.9,-48.3,470.6,-659.6,332.9,454.6,49.8,-46.3
,International investment position,"-1,316.1","-1,414.4","-1,488.5","-1,571.9","-1,761.7","-1,864.9","-2,113.4","-2,745.5","-4,438.2","-5,220.6","-6,902.5","-7,903.9","-8,020.9","-8,898.3","-7,780.8","-7,931.0","-8,372.1","-8,828.1","-9,455.7"
,,,,,,,,,,,,,,,,,,,,
,               Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,16.4,17.4,23.3,25.8,21.5,21.0,16.5,13.1,9.5,8.9,12.9,14.1,15.2,14.7,14.6,15.4,17.9,20.7,21.0
,               Imports,40.8,37.2,38.0,41.9,35.3,33.9,31.3,31.7,33.6,33.1,35.2,34.9,36.4,34.5,32.3,26.6,26.9,32.6,35.2
,               Balance on goods,-24.4,-19.8,-14.7,-16.1,-13.7,-13.0,-14.8,-18.6,-24.1,-24.2,-22.3,-20.8,-21.2,-19.7,-17.7,-11.2,-9.0,-11.9,-14.2
,               Current account balance,-15.8,-10.4,-6.2,-6.2,-2.2,-2.5,-2.4,-7.4,-14.2,-16.5,-13.6,-10.4,-10.6,-7.3,-7.6,-2.6,-2.3,-2.4,-9.1
,               Overall balance,-1.0,-0.9,-3.7,-1.6,-1.4,-4.4,-4.4,-5.9,2.0,-6.9,1.4,-1.3,0.5,-4.2,5.7,-3.2,-4.3,-0.4,0.4
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Total,314.1,329.6,431.3,502.0,547.8,669.5,"1,071.9","1,659.1","1,406.8","2,003.6","1,865.8","1,932.5","1,799.4","2,251.6","1,489.4","1,775.3","2,204.1","2,314.1","2,249.3"
,"     Gold, national valuation",12.2,12.4,15.7,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– 
,     Foreign exchange,280.4,307.0,385.5,483.1,535.8,659.3,"1,058.0","1,649.5","1,403.9","1,879.0","1,832.3","1,875.4","1,767.7","2,249.7","1,483.2","1,772.4","2,200.6","2,306.9","2,243.4"
,     Reserve position in the IMF,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– 
,     SDRs,21.5,10.2,30.1,18.8,12.0,10.2,14.0,9.6,2.9,124.6,33.5,57.0,31.7,1.9,6.2,2.9,3.5,7.2,6.0
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (AMD–$),,,,,,,,,,,,,,,,,,,
,End of period,552.18,561.81,584.89,566.00,485.84,450.19,363.50,304.22,306.73,377.89,363.44,385.77,403.58,405.64,474.97,483.75,483.94,484.10,483.75
,Average of period,539.53,555.08,573.35,578.76,533.45,457.69,416.04,342.08,305.97,363.28,373.66,372.50,401.76,409.63,415.92,477.92,480.49,482.72,482.99
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS   as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"1,018.4","1,410.4","1,719.5","1,996.1","2,107.9","1,969.8","2,138.9","3,081.9","3,612.5","4,935.0","6,307.2","7,410.8","7,640.6","8,681.1","8,555.7","8,931.0","9,955.6","10,334.7",…
,     Long-term debt,683.9,"1,085.3","1,185.1","1,246.7","1,343.6","1,369.8","1,536.0","2,284.3","2,821.4","3,681.1","4,775.2","5,544.6","5,887.2","6,810.9","7,077.9","7,731.1","8,356.2","8,910.1",…
,          Public and publicly guaranteed,683.9,724.4,826.4,879.1,962.2,924.3,"1,039.8","1,285.7","1,448.9","2,378.7","2,559.6","2,739.9","2,959.5","3,315.6","3,380.3","3,998.0","4,471.7","5,227.5",…
,          Private nonguaranteed,– ,360.9,358.8,367.7,381.4,445.5,496.1,998.7,"1,372.5","1,302.5","2,215.6","2,804.6","2,927.7","3,495.3","3,697.6","3,733.1","3,884.5","3,682.6",…
,     Short-term debt,44.4,42.0,220.0,404.0,410.0,297.9,306.9,500.6,520.8,529.2,655.7,903.7,842.0,"1,149.9",908.2,663.7,"1,071.6",895.1,…
,     Use of IMF credit,290.1,283.2,314.4,345.4,354.3,302.2,296.0,296.9,270.3,724.6,876.3,962.5,911.3,720.3,569.6,536.3,527.8,529.5,…
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),51.8,64.6,69.8,68.8,57.2,38.6,32.0,31.8,29.2,54.8,64.9,70.6,69.2,73.5,70.4,81.2,92.4,85.9,…
,               Total long-term debt   (% of total debt),67.2,76.9,68.9,62.5,63.7,69.5,71.8,74.1,78.1,74.6,75.7,74.8,77.1,78.5,82.7,86.6,83.9,86.2,…
,               Short-term debt   (% of total debt),4.4,3.0,12.8,20.2,19.5,15.1,14.3,16.2,14.4,10.7,10.4,12.2,11.0,13.2,10.6,7.4,10.8,8.7,…
,               Debt service   (% of exports of goods and services),8.7,8.4,9.3,10.8,11.4,7.3,6.7,6.7,12.0,17.4,29.7,24.6,29.2,46.4,31.7,38.7,34.1,27.0,…
,,,,,,,,,,,,,,,,,,,,
,Debt service transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,12.8,24.0,32.9,67.9,82.3,69.2,48.6,58.5,253.1,299.7,857.0,742.2,854.0,"1,599.4","1,077.1","1,307.8","1,173.4","1,116.7","1,110.0*"
,     Interest on long-term debt,9.4,16.5,24.1,18.0,39.3,23.2,58.5,90.8,69.5,79.0,60.1,128.4,127.9,126.1,176.5,198.7,235.6,250.0,309.6*
,     Interest on short-term debt,2.4,1.5,3.8,8.7,12.2,10.5,10.6,16.7,17.4,17.7,21.9,30.2,28.1,38.4,30.3,22.1,35.8,29.9,…
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.5,1.2,2.9,1.8,0.9,1.8,4.4,1.3,3.6,1.6,2.2,…
,     Maturity   (years),35.7,36.0,38.0,39.7,39.4,39.6,32.2,24.4,33.1,19.7,20.4,24.3,22.5,13.2,22.3,15.9,19.4,16.8,…
,     Grace period   (years),10.2,9.4,10.3,10.4,10.2,10.1,10.3,8.7,8.8,5.9,5.9,5.9,5.9,7.0,5.0,8.0,7.7,4.9,…
,     Grant element   (%),79.1,74.7,80.0,80.7,80.3,79.9,76.4,65.1,71.9,48.4,52.6,64.6,56.6,34.6,58.3,42.2,56.4,47.5,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"… = data not available; | = marks break in series; – = magnitude equals zero; 0 or 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate; $ = United States dollars; AMD = dram; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; L = liter; m3 = cubic meter; NPISHs = nonprofit institutions serving households; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"For 2011 onward, estimates are derived from the current registration based on the Republic of Armenia 2011 Population Census. For 2001–2010, population data were reestimated based on the results of the 2011 Population and Housing Census, according to which the rest of the demographic indicators were recalculated.",,,,,,,,,,,,,,,,,,,
b,"For 2000–2007, labor force covers the population aged 16 and older.  For 2008 onward, labor force covers the population aged 15–75 years. For 2002–2007, estimates are recalculated based on the results of the Population Census 2001. For 2008–2013, data on employment and unemployment are based on the annual Household Integrated Living Conditions Survey. For 2014 onward, data are based on the annual Labor Force Survey.",,,,,,,,,,,,,,,,,,,
c,"For 2010 onward, data for economic activities are based on Nomenclature Statistique des Activités économiques dans la Communauté Européenne (NACE) Rev. 2; prior to 2010, based on NACE Rev.1).",,,,,,,,,,,,,,,,,,,
d,"For 2010 onward, includes professional, scientific, and technical activities; administrative and support service activities; public administration and defense; compulsory social security; human health and social work activities; education; arts, entertainment, and recreation; other service activities; activities of households as employers; undifferentiated goods– and services–producing activities of households for own use; and activities of extraterritorial organizations and bodies. Prior to 2010, includes public administration; education; health and social work; and community, social, and personal service activities.",,,,,,,,,,,,,,,,,,,
e,Based on officially registered unemployed only.,,,,,,,,,,,,,,,,,,,
f,"For 2000–2012, estimates are based on the 1993 System of National Accounts (SNA). For 2013 onward, estimates are based on the 2008 SNA.",,,,,,,,,,,,,,,,,,,
g,Includes NPISHs. ,,,,,,,,,,,,,,,,,,,
h,"For 2013, calculated using the 2012 GDP at current market prices estimated based on the 2008 SNA.",,,,,,,,,,,,,,,,,,,
i,"Refers to data based on SWAP, a derivative contract through which two parties exchange the liabilities. From 2014 onward, natural gas exports based on the SWAP scheme were not included in the energy balance reports of the Republic of Armenia.",,,,,,,,,,,,,,,,,,,
j,"Includes accounts of the central bank and commercial banks. For 2007 onward, also includes accounts of credit organizations.",,,,,,,,,,,,,,,,,,,
k,Corresponds with broad money supply (M2X) by country definition.,,,,,,,,,,,,,,,,,,,
l,"Foreign assets (net) are the net of foreign assets in convertible currency, and foreign liabilities in convertible and local currencies.",,,,,,,,,,,,,,,,,,,
m,"Includes enterprises and nonfinancial corporations, households, and nonprofit institutions.",,,,,,,,,,,,,,,,,,,
