PAKISTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Imports,957,950,"1,081","1,578","2,789","3,307","2,843","4,251","5,987","4,652","4,658","4,267","4,057","3,710","3,119","5,004","4,885","7,021","13,684"
,     Consumption,"4,125","4,044","4,409","4,890","6,065","7,894","7,714","7,894","10,111","8,390","8,139","7,717","7,670","6,889","6,558","8,715","9,027","11,186","17,981"
,,,,,,,,,,,,,,,,,,,,
,Natural gas   (m3 million),,,,,,,,,,,,,,,,,,,
,     Production,"23,056","24,789","26,161","27,965","33,886","37,893","39,444","39,826","40,970","41,153","41,995","41,676","44,151","42,646","42,302","41,511","41,958","41,684","41,318"
,     Exports,–,–,–,–,–,–,–,–,–,–,–,...,...,...,...,...,...,...,...
,     Imports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,473,"2,404","4,456","7,493"
,     Consumption,"20,137","21,929","23,353","24,575","29,622","32,711","34,486","34,428","35,928","35,765","36,189","35,137","36,483","35,905","34,560","34,690","36,956","39,006","41,198"
,,,,,,,,,,,,,,,,,,,,
,Electricityl   (kWh million),,,,,,,,,,,,,,,,,,,
,     Production,"66,562","68,117","73,180","75,682","80,899","86,321","93,629","98,666","97,916","92,848","96,613","101,385","97,281","98,535","108,150","110,128","115,503","123,533","134,982"
,     Exports,–,–,–,–,–,–,–,–,–,–,...,...,...,...,...,...,...,...,...
,     Imports,–,–,–,–,–,–,–,–,–,–,...,...,...,...,419,443,463,496,556
,     Consumption,"45,587","48,585","50,622","52,656","57,491","61,327","67,603","72,712","73,400","70,371","74,348","77,099","76,761","76,789","83,409","85,818","90,431","95,529","106,927"
,,,,,,,,,,,,,,,,,,,,
,Retail prices   (PRs/L),,,,,,,,,,,,,,,,,,,
,"     Gasoline, premium",26,30,33,33,34,49,58,54,59,67,68,76,93,100,110,70,76,…,…
,     Diesel,12,17,19,21,23,32,39,38,42,61,70,82,100,108,114,81,81,…,…
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES   period averages ,,,,,,,,,,,,,,,,,,,
,Consumer (national);  2000/2001 | 2007/2008 = 100,95.8,100.0,103.5,106.8,111.6,122.0,131.6,141.9 |,100.0,117.0,128.9,146.5,162.6,174.5,189.6,198.2,203.8,212.3,220.6
,     Food and nonalcoholic beverages,...,100.0,102.5,105.4,111.7,125.7,134.4,148.2 |,100.0,123.1,139.1,164.1,182.2,195.2,212.7,220.2,219.4,226.6,233.0
,"     Alcoholic beverages, tobacco, and narcotics",...,,,,,,,,100.0,113.6,136.7,151.6,165.0,191.0,223.4,269.9,329.3,368.9,310.1
,     Clothing and footwear,...,100.0,103.2,106.8,109.7,113.0,117.6,123.7 |,100.0,111.7,119.2,133.4,153.5,175.6,198.0,213.8,224.2,233.4,244.5
,"     Housing, water, electricity, gas, and other fuels",...,...,...,...,...,...,..., ... |,100.0,112.0,122.1,135.3,146.2,151.3,164.6,174.9,183.9,192.9,202.5
,"     Furnishings, household equipment, and routine household maintenance",...,100.0,103.8,105.3,115.7,117.3,124.3,131.6 |,100.0,116.0,123.9,135.6,160.3,179.9,195.9,208.7,217.4,223.9,233.1
,     Health,...,100.0,102.4,105.6,106.9,107.9,110.7,120.9 |,100.0,108.0,114.3,123.8,138.0,156.6,167.2,176.2,182.7,201.8,218.1
,     Transport,...,100.0,103.8,105.3,115.7,120.2,131.0,134.6 |,100.0,125.2,132.8,149.0,171.4,186.4,195.2,187.2,174.3,172.9,182.2
,     Communication,...,,,,,,,,100.0,105.6,109.7,122.5,122.9,126.2,129.8,130.1,130.6,131.8,133.3
,     Recreation and culture,...,100.0,106.3,107.2,106.1,105.9,105.7,105.8 |,100.0,114.3,127.9,134.6,145.4,169.1,183.8,190.3,194.2,196.3,200.2
,     Education,...,100.0,105.0,109.7,114.2,117.6,125.0,133.8 |,100.0,108.2,119.4,128.2,143.8,156.7,172.6,196.4,213.0,235.7,264.8
,     Restaurants and hotels,...,...,...,...,...,...,..., ... |,100.0,123.5,140.4,164.0,185.8,203.6,228.6,244.6,256.8,256.8,285.9
,     Miscellaneous goods and services,...,...,...,...,...,...,..., ... |,100.0,117.7,133.6,152.5,181.5,199.5,210.2,221.1,228.2,240.2,255.0
,Wholesale;  2000/2001 | 2007/2008 = 100,94.2,100.0,102.0,107.8,116.3,124.1,136.7,146.2 |,100.0,118.9,135.4,164.2,181.3,194.6,210.5,209.9,207.6,216.0,223.5
,Implicit GDP deflator;  2005/2006 = 100,70.4,74.1,76.9,79.4,85.2,91.9,100.0,107.3,121.4,146.5,162.4,194.3,205.9,220.3,236.6,246.3,247.3,257.2,262.6*
,,,,,,,,,,,,,,,,,,,,
,               Price indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index,3.6,4.4,3.5,3.1,4.6,9.3,7.9,7.8,12.0,17.0,10.1,13.7,11.0,7.4,8.6,4.5,2.9,4.2,3.9
,               Food and nonalcoholic beverages price indexm,…,…,2.5,2.8,6.0,12.5,6.9,10.3,17.6,23.5,12.6,18.3,11.0,6.7,8.6,2.6,1.0,3.3,2.8
,               Wholesale price index,1.8,6.2,2.0,5.6,7.9,6.8,10.1,6.9,16.4,18.9,13.8,21.2,10.4,7.4,8.2,-0.3,-1.0,4.0,3.5
,               Implicit GDP deflator,...,5.3,3.7,3.3,7.3,7.8,8.9,7.3,13.2,20.7,10.9,19.6,6.0,7.0,7.4,4.1,0.4,4.0,2.1*
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKINGn   fiscal year ending 30 June (PRs billion),,,,,,,,,,,,,,,,,,,
,Money supply (M1),820.8,876.6,"1,000.3","1,211.8","2,174.7","2,512.2","2,720.7","3,155.6 |","3,297.0","3,621.2","4,131.2","4,852.5","5,526.4","6,616.8","7,616.7","8,884.0","10,310.3","11,892.2","13,109.4"
,     Currency in circulation,355.7,375.4,433.8,494.6,577.0,666.4,741.3,840.4 |,976.8,"1,146.1","1,289.4","1,495.2","1,667.2","1,929.8","2,169.1","2,547.0","3,323.2","3,898.8","4,374.4"
,     Demand deposits,465.1,501.1,566.5,717.2,"1,597.7","1,845.8","1,979.3","2,315.2 |","2,320.2","2,475.1","2,841.8","3,357.3","3,859.2","4,687.0","5,447.6","6,337.0","6,987.1","7,993.3","8,735.0"
,Quasi-money,579.8,649.5,761.1,866.9,299.9,453.0,687.1,897.4 |,"1,232.6","1,342.8","1,478.1","1,696.7","1,900.3","2,063.4","2,160.5","2,148.2","2,320.6","2,493.8","2,645.4"
,Money supply (M2)o,"1,400.6","1,526.0","1,761.4","2,078.7","2,474.6","2,965.2","3,407.8","4,053.0 |","4,536.8","4,969.9","5,615.1","6,555.5","7,433.2","8,687.9","9,785.0","11,038.0","12,638.9","14,394.7","15,763.3"
,Money supply (M3),…,…,…,…,…,…,…,… |,"5,643.4","6,348.3","7,218.7","8,394.7","9,460.9","11,097.1","12,435.1","14,024.8","15,858.9","17,842.0","19,413.5"
,     Foreign assets (net),-15.7,61.7,271.5,577.5,629.9,687.4,786.5,"1,063.4 |",851.5,751.7,856.1,"1,137.0",884.9,606.5,973.2,"1,174.9","1,461.1","1,095.4",257.8
,     Domestic credit,"1,512.6","1,541.9","1,561.0","1,630.0","2,010.6","2,517.4","3,010.9","3,517.7 |","4,673.5","5,414.7","6,013.6","6,808.6","8,162.1","9,784.4","10,602.3","12,067.1","13,440.8","15,500.2","17,681.2"
,          Claims on government sector (net),677.1,637.1,638.4,561.0,621.3,713.8,802.9,898.3 |,"1,482.4","2,019.1","2,462.9","3,046.2","4,327.9","5,909.4","6,252.5","7,302.9","8,157.0","9,224.7","10,338.4"
,          Claims on private sector,835.5,904.8,922.6,"1,069.0","1,195.9","1,600.9","1,957.4","2,294.8 |","2,861.3","2,904.9","3,009.3","3,212.3","3,227.7","3,303.9","3,661.5","4,013.9","4,398.2","5,145.9","5,964.4"
,          Claims on other financial institutions,–,–,–,–,77.6,96.3,114.3,160.4 |,131.2,125.8,108.2,113.9,228.5,148.4,140.7,116.8,120.2,103.7,109.6
,          Claims on public nonfinancial institutions,...,...,...,...,115.8,106.4,136.2,164.1 |,198.6,364.9,433.2,436.2,377.9,422.8,547.6,633.4,765.4,"1,025.9","1,268.9"
,     Other itemsp,-96.3,-77.6,-71.2,-128.8,-165.8,-239.6,-389.6,-528.1 |,-988.2,"-1,196.5","-1,254.7","-1,390.1","-1,613.9","-1,703.0","-1,790.5","-2,204.0","-2,263.0","-2,200.9","-2,175.7"
,,,,,,,,,,,,,,,,,,,,
,               Money supply (M2)    (% annual change),9.4,9.0,15.4,18.0,19.0,19.8,14.9,18.9,11.9,9.5,13.0,16.7,13.4,16.9,12.6,12.8,14.5,13.9,9.5
,               M2    (% of GDP at current market prices),33.0,33.0,35.8,38.7,39.9,41.6,41.5,43.9,42.6,37.7,37.8,35.9,37.1,38.8,38.9,40.2,43.5,45.0,45.8*
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banksq,,,,,,,,,,,,,,,,,,,
,     Demand deposits,233.3,290.0,339.5,408.2,555.3,704.4,803.8,918.3,"1,028.0","1,194.6","1,365.7","1,680.8","1,909.3","2,250.2","2,945.4","3,209.0","3,531.8","4,209.4","4,740.7"
,     Savings deposits,583.5,644.8,747.0,957.9,"1,118.2","1,264.1","1,332.3","1,456.9","1,572.7","1,605.6","1,844.0","2,087.6","2,400.4","2,930.7","3,157.1","3,924.9","4,369.2","4,940.5","5,415.4"
,     Time deposits,323.5,341.3,334.7,315.4,328.8,459.7,681.2,997.3,"1,211.5","1,337.4","1,483.4","1,720.9","1,909.7","1,953.5","1,949.1","2,019.1","2,256.7","2,442.2","2,492.9"
,     Loans and advancesr,797.5,864.3,885.0,969.9,"1,242.4","1,694.2","2,071.2","2,376.2","2,815.6","3,080.3","3,174.5","3,310.8","3,530.0","3,664.5","4,133.0","4,503.9","5,078.2","5,965.9","7,122.8"
,     Domestic credits outstandings,"1,114.8","1,188.7","1,390.1","1,741.2","1,896.0","2,251.6","2,611.1","3,176.1","3,641.1","4,252.1","4,804.5","5,601.8","6,449.1","7,564.5","8,185.9","10,124.5","11,984.8","13,146.3","14,065.5"
,,,,,,,,,,,,,,,,,,,,
,Interest rates   period averages (% per annum),,,,,,,,,,,,,,,,,,,
,On deposits,,,,,,,,,,,,,,,,,,,
,     Savings deposits,5.8,5.7,3.5,1.7,1.0,1.2,1.7,2.1,4.9,5.1,5.0,5.3,5.7,5.9,6.3,4.7,3.7,3.5,4.1
,     Time: 6 months,7.2,7.4,6.3,2.2,1.5,3.6,4.5,5.1,5.8,6.5,6.9,7.4,6.6,6.1,6.5,5.3,4.5,4.3,4.8
,              12 months,7.4,8.1,6.7,3.0,2.2,4.2,4.6,5.9,7.0,7.6,7.2,7.7,7.2,6.4,6.9,5.9,4.7,4.3,4.6
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE   fiscal year ending 30 June (PRs billion),,,,,,,,,,,,,,,,,,,
,Consolidated Government,,,,,,,,,,,,,,,,,,,
,Total revenue and grants,512.5,553.0,624.1,720.8,824.5,919.4,"1,120.9","1,327.2","1,530.0","1,883.4","2,128.6","2,298.4","2,601.4","3,011.5","3,831.1","3,953.4","4,475.8","4,962.0","5,265.0"
,     Total revenue,512.5,512.5,541.0,601.9,794.0,900.0,"1,076.6","1,298.0","1,499.4","1,850.9","2,078.2","2,252.9","2,566.5","2,982.4","3,637.3","3,931.0","4,447.0","4,936.7","5,228.0"
,          Current revenue,512.5,512.5,541.0,601.9,794.0,900.0,"1,076.6","1,298.0","1,499.4","1,850.9","2,078.2","2,252.9","2,566.5","2,982.4","3,637.3","3,931.0","4,447.0","4,936.7","5,228.0"
,               Taxes,405.6,441.6,478.1,555.8,611.0,659.4,803.8,889.7,"1,050.7","1,204.7","1,472.8","1,699.3","2,052.9","2,199.2","2,564.5","3,017.6","3,660.4","3,969.2","4,467.2"
,               Nontaxest,106.9,70.9,62.9,46.1,183.0,240.7,272.9,408.3,448.7,646.2,605.3,553.5,513.6,783.2,"1,072.8",913.4,786.6,967.5,760.9
,          Capital receipts,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,     Grantsu,–,40.5,83.1,118.9,30.5,19.4,44.3,29.3,30.6,32.5,50.5,45.5,34.9,29.1,193.8,22.4,28.8,25.3,37.0
,Total expenditure and net lending,718.8,732.7,814.6,901.4,924.0,"1,117.0","1,401.8","1,675.5","2,276.5","2,531.3","3,007.2","3,447.3","4,327.2","4,816.3","5,026.0","5,387.8","5,796.3","6,800.5","7,488.4"
,     Total expenditure,722.0,735.5,826.5,920.9,936.0,"1,170.8","1,486.0","1,809.0","2,309.5","2,490.4","2,999.5","3,406.9","4,245.4","4,437.5","5,140.5","5,538.0","5,995.8","6,891.3","7,438.3"
,          Current expenditure,626.4,645.7,700.2,791.7,775.0,943.1,"1,121.0","1,375.3","1,857.6","2,041.6","2,386.0","2,900.8","3,468.5","3,660.4","4,004.6","4,424.7","4,694.3","5,197.9","5,854.3"
,          Capital expenditure,95.6,89.8,126.3,129.2,161.0,227.7,365.0,433.7,451.9,448.8,613.4,506.1,776.9,777.1,"1,135.9","1,113.2","1,301.5","1,693.5","1,584.1"
,     Net lendingv,-3.2,-2.8,-11.9,-19.5,-12.0,-53.7,-84.2,-133.5,-32.9,40.9,7.7,40.4,81.8,378.8,-114.5,-150.2,-199.5,-90.8,50.1
,Current surplus/deficit,-113.9,-133.2,-159.2,-189.8,19.0,-43.0,-44.4,-77.4,-358.2,-190.7,-307.9,-647.9,-902.0,-678.0,-367.3,-493.7,-247.3,-261.1,-626.3
,Capital account surplus/deficit,-95.6,-89.8,-126.3,-129.2,-161.0,-227.7,-365.0,-433.7,-451.9,-448.8,-613.4,-506.1,-776.9,-777.1,"-1,135.9","-1,113.2","-1,301.5","-1,693.5","-1,584.1"
,Overall budgetary surplus/deficitw,-206.3,-179.7,-190.5,-180.6,-99.5,-197.6,-280.9,-348.3,-746.5,-647.9,-878.6,"-1,148.9","-1,725.8","-1,804.8","-1,194.9","-1,434.4","-1,320.5","-1,838.5","-2,223.4"
,Financing ,,,,,,,,,,,,,,,,,,,
,     Foreign borrowing (net),69.7,120.7,83.1,113.0,-5.9,120.4,148.9,147.2,151.3,149.7,188.9,107.7,128.7,-1.7,511.7,181.0,370.5,541.4,785.2
,     Domestic borrowing (net)x,136.6,59.0,99.0,63.9,124.7,96.6,176.3,230.4,625.9,530.8,740.2,"1,086.7","1,632.1","1,835.5",877.0,"1,275.7",978.9,"1,322.4","1,475.2"
,     Use of cash balancesy,–,–,8.4,3.7,-19.3,-19.4,-44.3,-29.3,-30.6,-32.5,–,–,–,–,–,17.5,–,–,2.0
,,,,,,,,,,,,,,,,,,,,
,               Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Total revenue,12.1,11.1,11.0,11.2,12.8,12.6,13.1,14.0,14.1,14.0,14.2,12.5,12.8,13.3,14.5,14.4,15.0,15.5,15.2*
,               Taxes,9.6,9.5,9.7,10.3,9.8,9.3,9.8,9.6,9.9,9.1,10.0,9.4,10.2,9.8,10.2,11.0,12.4,12.5,13.0*
,               Total expenditure,17.0,15.9,16.8,17.1,15.1,16.4,18.1,19.6,21.7,18.9,20.4,18.9,21.2,19.8,20.4,20.2,20.3,21.6,21.6*
,               Overall budgetary surplus/deficit,-4.9,-3.9,-3.9,-3.4,-1.6,-2.8,-3.4,-3.8,-7.0,-4.9,-6.0,-6.4,-8.6,-8.1,-4.7,-5.2,-4.5,-5.8,-6.5*
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   fiscal year ending 30 June (PRs billion),,,,,,,,,,,,,,,,,,,
,"Exports, fob",447.2,542.8,565.3,655.2,733.1,860.2,992.6,"1,039.0","1,242.2","1,405.6","1,640.9","2,151.4","2,129.2","2,376.4","2,599.8","2,417.7","2,185.4","2,168.8","2,594.3"
,"Imports, cif",534.7,627.7,635.3,714.7,898.6,"1,227.8","1,711.8","1,852.0","2,512.8","2,725.2","2,911.0","3,457.4","4,012.2","4,349.9","4,632.4","4,665.1","4,679.5","5,561.9","6,723.3"
,     Trade balance,-87.6,-85.0,-70.1,-59.5,-165.6,-367.6,-719.2,-813.0,"-1,270.6","-1,319.6","-1,270.1","-1,305.9","-1,883.0","-1,973.5","-2,032.5","-2,247.4","-2,494.1","-3,393.2","-4,129.0"
,,,,,,,,,,,,,,,,,,,,
,               External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,13.5,21.4,4.1,15.9,11.9,17.3,15.4,4.7,19.5,13.2,16.7,31.1,-1.0,11.6,9.4,-7.0,-9.6,-0.8,19.6
,               Imports,14.6,17.4,1.2,12.5,25.7,36.6,39.4,8.2,35.7,8.5,6.8,18.8,16.0,8.4,6.5,0.7,0.3,18.9,20.9
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total","8,876.5","9,211.4","9,886.0","11,929.0","13,287.5","16,049.3","16,895.1","17,782.0","20,207.5","17,522.1","21,485.2","25,433.2","24,784.1","25,162.8","24,731.3","22,139.5","20,547.1","21,503.7","23,167.9"
,     1. United States,"2,236.9","2,233.9","2,419.0","2,751.7","3,119.2","3,978.8","4,343.4","3,853.5","3,653.9","3,178.1","3,674.5","3,839.2","3,668.5","3,746.3","3,646.5","3,661.6","3,429.7","3,551.8","3,740.8"
,"     2. China, People's Republic of",237.3,289.3,235.7,259.8,299.7,435.6,506.6,613.8,726.7,973.8,"1,435.9","1,679.0","2,619.9","2,652.2","2,252.9","1,934.9","1,590.9","1,459.7","1,844.4"
,     3. United Kingdom,586.0,626.8,716.4,842.3,970.3,907.6,935.9,967.4,"1,000.4",931.9,"1,113.9","1,258.8","1,247.4","1,432.0","1,654.6","1,572.8","1,557.6","1,625.9","1,714.3"
,     4. Afghanistan,121.9,142.8,223.2,408.6,464.9,"1,065.1",991.5,837.7,"1,447.6","1,357.6","1,684.7","2,660.3","2,099.3","1,998.1","1,879.1","1,722.2","1,369.8","1,389.7","1,220.7"
,     5. Germany,508.4,479.1,486.4,608.1,664.0,724.6,697.5,726.0,880.0,705.5,981.2,"1,312.2",988.5,"1,081.0","1,215.5","1,146.3","1,186.2","1,266.0","1,284.8"
,     6. United Arab Emirates,560.0,697.1,834.5,"1,121.0",982.0,"1,256.2","1,241.8","2,114.7","2,009.8","1,477.8","1,834.9","1,921.0","2,872.9","1,775.1","1,324.1",899.0,784.7,832.7,927.0
,     7. Spain,160.1,167.3,189.3,268.2,321.5,386.0,476.3,486.6,491.0,406.1,474.1,569.7,503.5,602.5,789.8,782.3,837.3,905.0,922.5
,     8. Netherlands,237.2,241.5,264.5,316.8,367.8,378.3,433.9,453.0,560.1,390.9,408.1,535.4,449.2,627.5,684.7,666.9,650.8,757.8,941.1
,     9. Italy,217.6,251.3,275.9,401.9,530.7,582.8,621.6,682.6,702.2,550.4,642.2,777.5,521.4,641.8,767.2,618.1,667.3,700.5,763.1
,     10. Bangladesh,139.3,119.5,103.8,166.3,197.5,234.4,266.8,279.3,422.3,365.2,636.8,947.2,696.0,718.4,687.6,700.6,656.2,644.2,746.4
,,,,,,,,,,,,,,,,,,,,
,"Imports, total","10,721.9","10,165.5","11,238.1","13,048.5","17,757.7","25,410.8","29,825.8","32,593.9","42,326.6","31,645.0","37,537.0","43,578.3","43,813.3","43,775.2","47,544.9","43,989.6","46,998.3","57,286.2","60,207.8"
,"     1. China, People's Republic of",537.9,485.0,699.6,957.6,"1,499.2","2,348.7","2,914.9","4,164.2","4,738.1","3,774.2","5,247.7","6,470.7","6,687.6","6,626.3","9,588.4","11,019.0","13,680.2","15,356.3","14,213.4"
,     2. United Arab Emirates,"1,139.4","1,302.0","1,317.8","1,455.1","1,772.6","2,620.0","3,408.4","2,766.9","3,777.9","3,454.1","5,247.8","6,818.8","7,210.8","7,751.5","7,077.2","5,734.7","6,202.1","7,530.4","8,710.8"
,     3. Saudi Arabia,"1,136.9","1,137.6","1,315.2","1,416.8","2,067.4","2,819.4","3,033.2","4,011.8","5,954.9","3,488.4","3,837.9","4,668.3","4,283.5","3,847.2","4,417.4","3,006.8","1,843.1","2,729.4","3,197.0"
,     4. United States,653.1,569.3,723.3,788.3,"1,726.5","1,531.8","1,885.8","2,607.8","2,061.8","1,800.6","1,627.8","1,753.2","1,509.6","1,669.8","1,799.6","1,916.8","2,006.8","2,773.3","2,872.4"
,     5. Indonesia,168.3,187.3,287.5,266.0,470.7,684.3,808.9,877.0,"1,191.7",653.7,675.7,929.8,"1,351.3","1,208.3","2,107.2","2,041.8","2,088.8","2,578.2","2,399.9"
,     6. Japan,607.5,527.7,675.4,861.9,"1,153.0","1,633.5","1,872.4","1,655.0","1,724.3","1,284.1","1,594.7","1,860.3","1,875.4","1,963.2","1,753.0","1,725.9","1,961.4","2,283.6","2,284.3"
,     7. India,177.6,241.1,162.5,226.4,455.4,577.4,"1,115.0","1,266.2","1,691.5","1,079.9","1,559.9","1,607.3","1,572.6","1,874.1","2,104.8","1,669.3","1,644.4","1,688.1","1,992.5"
,     8. Kuwait,"1,274.1",793.2,757.6,831.8,"1,000.0","1,263.8","1,881.2","1,853.0","3,443.5","1,798.2","2,608.0","3,891.1","4,208.8","3,948.7","2,955.0","1,712.7","1,272.0","1,468.3","1,445.0"
,     9. Germany,388.6,404.5,488.9,576.0,706.6,"1,145.0","1,190.3","1,127.4","1,465.6","1,267.8",985.6,"1,000.5","1,144.0","1,433.6","1,070.5",972.2,996.5,"1,109.0","1,317.1"
,     10. Malaysia,439.2,435.1,509.4,601.1,634.0,731.7,765.8,"1,157.5","1,693.7","1,605.6","2,054.7","2,728.0","2,132.0","1,919.7","1,280.1",911.0,944.6,"1,099.3","1,175.9"
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSz   fiscal year ending 30 June ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,-217,326,"2,723 |","4,070","1,811","-1,534","-4,990","-6,878","-13,874","-9,261","-3,946",214,"-4,658","-2,496","-3,130","-2,795","-4,867","-12,621","-18,989"
,     Balance on goods,"-1,412","-1,269",-294 |,-359,"-1,257","-4,450","-8,321","-9,572","-14,834","-12,540","-11,452","-10,427","-15,652","-15,355","-16,590","-17,267","-19,283","-26,680","-31,178"
,          Exports,"8,190","8,933","9,140 |","10,974","12,461","14,481","16,572","17,301","20,448","19,126","19,680","25,369","24,718","24,802","25,078","24,090","21,972","22,003","24,824"
,          Imports,"9,602","10,202","9,434 |","11,333","13,718","18,931","24,893","26,873","35,282","31,665","31,132","35,796","40,370","40,157","41,668","41,357","41,255","48,683","56,002"
,     Balance on services,"-2,794","-3,142","-2,617 |",-2,"-1,338","-3,357","-4,550","-4,309","-6,593","-3,468","-1,774","-2,029","-3,305","-1,564","-2,650","-2,970","-3,406","-4,339","-5,719"
,          Credit,"1,501","1,464","2,027 |","2,712","2,642","3,315","3,740","4,107","3,564","4,087","5,213","5,745","5,013","6,724","5,345","5,878","5,459","5,555","5,312"
,          Debit,"4,295","4,606","4,644 |","2,714","3,980","6,672","8,290","8,416","10,157","7,555","6,987","7,774","8,318","8,288","7,995","8,848","8,865","9,894","11,031"
,     Balance on primary income,,,,"-2,211","-2,207","-2,386","-2,667","-3,582","-3,923","-4,407","-3,282","-3,017","-3,245","-3,669","-3,955","-4,599","-5,347","-5,048","-5,487"
,          Credit,,,,170,187,437,784,940,"1,613",874,561,716,826,488,508,644,608,662,679
,          Debit,,,,"2,381","2,394","2,823","3,451","4,522","5,536","5,281","3,843","3,733","4,071","4,157","4,463","5,243","5,955","5,710","6,166"
,     Balance on secondary income,"3,989","4,737","5,634 |","6,642","6,613","8,659","10,548","10,585","11,476","11,154","12,562","15,687","17,544","18,092","20,065","22,041","23,169","23,446","23,395"
,          Credit,"4,034","4,782","5,678 |","6,714","6,713","8,768","10,655","10,658","11,618","11,256","12,672","15,863","17,686","18,183","20,222","22,305","23,297","23,647","23,615"
,          Debit,45,45,44 |,72,100,109,107,73,142,102,110,176,142,91,157,264,128,201,220
,Capital account,–,–,110 |,"1,133",82,685,241,304,121,455,175,161,183,264,"1,857",375,273,375,391
,     Credit,...,...,... |,"1,133",85,693,250,309,128,460,180,161,186,266,"1,857",375,279,375,391
,     Debit,...,...,... |,–,3,8,9,5,7,5,5,–,3,2,–,–,6,–,–
,Financial account,"-4,181",-642,"-1,107 |",487,"1,211",-563,"-5,473","-9,972","-8,131","-5,632","-5,097","-2,101","-1,280",-549,"-5,553","-5,074","-6,790","-10,198","-13,337"
,     Direct investment,473,286,483 |,-771,-906,"-1,459","-3,450","-5,026","-5,335","-3,695","-2,075","-1,591",-744,"-1,258","-1,572",-915,"-2,286","-2,663","-3,082"
,     Portfolio investment,-550,-140,-491 |,239,-314,-620,-986,"-3,283",-32,"1,073",65,-338,144,-26,"-2,762","-1,886",429,250,"-2,258"
,     Financial derivatives,–,–,– |,–,–,–,–,–,–,–,–,–,–,–,2,-2,–,–,–
,     Other investments,"-4,104",-788,"-1,099 |","1,019","2,431","1,516","-1,037","-1,663","-2,764","-3,010","-3,087",-172,-680,735,"-1,221","-2,271","-4,933","-7,785","-7,997"
,Net errors and omissions,505,626,928 |,523,222,-7,253,179,257,118,-60,16,-80,-309,-422,-8,456,102,-857
,Overall balance,"-3,893",310,"2,654 |","-5,239",-904,293,-977,"-3,577","5,365","3,056","-1,266","-2,492","3,275","1,992","-3,858","-2,646","-2,652","1,946","6,118"
,Reserves and related items,"3,893",-310,"-2,654 |","5,239",904,-293,977,"3,577","-5,365","-3,056","1,266","2,492","-3,275","-1,992","3,858","2,646","2,652","-1,946","-6,118"
,International investment position,...,...,... |,"-26,544","-27,791","-29,117","-35,379","-50,754","-52,298","-54,822","-59,164","-59,824","-63,760","-70,991","-76,339","-76,701","-89,982","-104,681",…
,,,,,,,,,,,,,,,,,,,,
,               Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,10.4,12.0,11.1,11.8,11.7,12.1,12.2,11.4,13.5,11.8,11.3,12.0,11.5,11.3,10.1,9.0,7.9,7.3,8.8*
,               Imports,12.1,13.7,11.5,12.2,12.9,15.8,18.3,17.7,23.4,19.6,17.8,16.9,18.8,18.2,16.7,15.5,14.9,16.1,19.8*
,               Balance on goods,-1.8,-1.7,-0.4,-0.4,-1.2,-3.7,-6.1,-6.3,-9.8,-7.8,-6.6,-4.9,-7.3,-7.0,-6.7,-6.5,-6.9,-8.8,-11.0*
,               Current account balance,-0.3,0.4,3.3,4.4,1.7,-1.3,-3.7,-4.5,-9.2,-5.7,-2.3,0.1,-2.2,-1.1,-1.3,-1.0,-1.8,-4.2,-6.7*
,               Overall balance,-4.9,0.4,3.2,-5.6,-0.8,0.2,-0.7,-2.4,3.6,1.9,-0.7,-1.2,1.5,0.9,-1.5,-1.0,-1.0,0.6,2.2*
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,"2,056.3","4,234.8","8,762.0","11,673.8","10,616.0","10,947.9","12,816.3","15,689.5","8,903.0","13,770.6","17,210.3","18,094.1","13,796.8","7,821.5","14,293.4","20,045.1","22,050.1","18,455.5","11,708.8"
