MALAYSIA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,"     Gasoline, premium",1.10,1.19,1.28,1.32,1.35,1.50,1.83,1.88,2.18,1.88,2.16,2.72,2.86,2.60,2.55,2.45,2.30,2.53,...
,     Diesel,0.67,0.72,0.73,0.77,0.80,1.10,1.53,1.58,...,1.77,1.83,1.90,1.90,1.80,2.20,1.90,1.85,2.26,...
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES   period averages,,,,,,,,,,,,,,,,,,,
,Consumer;   2010 = 100 ,80.4,81.5,83.0,83.9,85.2,87.7,90.9,92.7,97.7,98.3,100.0,103.2,104.9,107.1,110.5,112.8,115.2,119.5,120.7
,     Food and nonalcoholic beverages,74.4,74.9,75.4,76.4,78.0,80.9,83.6,86.2,93.8,97.6,100.0,104.8,107.6,111.5,115.2,119.4,123.9,128.8,130.9
,"     Alcoholic beverages, tobacco, and narcotics",...,...,...,...,...,...,...,...,90.7,96.2,100.0,104.6,105.0,111.3,124.2,141.0,165.2,165.5,165.3
,     Clothing and footwear,...,...,...,...,...,...,...,...,102.3,101.3,100.0,99.8,99.2,98.6,98.4,98.9,98.5,98.2,96.2
,"     Housing, water, electricity, gas, and other fuels",...,...,...,...,...,...,...,...,97.0,98.9,100.0,101.8,103.4,105.2,108.8,111.5,114.2,116.7,119.0
,"     Furnishings, household equipment, and routine household maintenance",...,...,...,...,...,...,...,...,96.4,99.3,100.0,101.8,103.8,105.4,106.5,109.4,112.0,114.4,114.8
,     Health,...,...,...,...,...,...,...,...,96.3,98.4,100.0,102.7,104.8,106.8,109.9,114.8,117.9,120.9,121.9
,     Transport,...,...,...,...,...,...,...,...,108.6,98.4,100.0,104.4,105.1,107.2,112.4,107.3,102.4,115.9,117.7
,     Communication,...,...,...,...,...,...,...,...,100.7,100.2,100.0,99.7,99.1,98.4,97.7,99.6,98.1,97.7,96.0
,     Recreation and culture,...,...,...,...,...,...,...,...,97.0,98.4,100.0,102.0,103.2,103.3,104.9,106.7,109.4,111.5,111.0
,     Education,...,...,...,...,...,...,...,...,96.1,98.4,100.0,102.2,104.7,107.2,109.8,112.4,114.8,116.7,118.0
,     Restaurants and hotels,...,...,...,...,...,...,...,...,95.3,98.1,100.0,105.9,109.0,111.7,116.9,121.7,125.1,128.2,130.2
,     Miscellaneous goods and services,...,...,...,...,...,...,...,...,93.8,97.3,100.0,102.4,104.4,104.7,105.4,109.7,112.9,114.2,112.6
,Producerj;   2000 | 2005 | 2010 = 100,100.0,98.2,97.9,102.5,108.9 |,100.0,103.8,111.2,125.8,112.2 |,100.0,112.3,111.8,108.8,110.4,102.2,101.1,107.9,106.7
,Implicit GDP deflator;    2000 | 2005 | 2010 | 2015 = 100,100.0,98.4,101.5,104.8,111.1 |,100.0,104.0,109.1,120.4,113.2 |,100.0,105.4,106.5,106.7,109.3 |,100.0,101.7,105.5,106.3
,,,,,,,,,,,,,,,,,,,,
,              Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index,1.5,1.4,1.8,1.1,1.5,2.9,3.6,2.0,5.4,0.6,1.7,3.2,1.6,2.1,3.2,2.1,2.1,3.7,1.0
,               Food and nonalcoholic beverages price index,2.1,0.7,0.7,1.3,2.1,3.7,3.3,3.1,8.8,4.1,2.5,4.8,2.7,3.6,3.3,3.6,3.8,3.9,1.7
,               Producer price index,...,-1.8,-0.4,4.7,6.3,...,3.8,7.1,13.1,-10.8,…,12.3,-0.4,-2.7,1.5,-7.4,-1.1,6.7,-1.1
,               Implicit GDP deflator,...,-1.6,3.1,3.3,6.0,...,4.0,4.9,10.4,-6.0,...,5.4,1.0,0.2,2.5,-0.4,1.7,3.8,0.7
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKINGk   as of end of period (RM million),,,,,,,,,,,,,,,,,,,
,Money supply (M1),"78,516","81,016","89,512","102,441","114,550","124,338","141,367","169,007","183,047","200,917","224,384","258,956","289,736","327,596","346,416","360,503","380,861","422,820","427,538"
,     Currency in circulation,"22,264","22,148","23,897","26,101","28,617","30,178","33,519","36,247","40,425","43,439","47,685","53,489","57,396","62,981","68,170","76,914","85,682","92,608","94,543"
,     Demand deposits,"56,252","58,869","65,615","76,339","85,933","94,160","107,848","132,760","142,623","157,477","176,699","205,468","232,340","264,615","278,246","283,589","295,178","330,212","332,995"
,Quasi-money,"278,051","283,707","297,000","326,996","423,085","497,009","586,317","627,868","720,382","788,426","835,770","956,648","1,043,652","1,108,856","1,197,744","1,235,351","1,266,409","1,307,646","1,438,667"
,Money supply (M2),"356,567","364,723","386,512","429,436","537,636","621,346","727,684","796,876","903,430","989,343","1,060,154","1,215,604","1,333,388","1,436,452","1,544,160","1,595,854","1,647,269","1,730,466","1,866,205"
,Money supply (M3),"458,363","471,731","504,150","553,058","621,226","672,835","760,302","832,738","931,865","1,017,303","1,086,094","1,241,675","1,352,886","1,452,317","1,557,612","1,603,938","1,655,225","1,736,445","1,875,628"
,     Foreign assets (net),"122,213","125,751","134,019","167,417","258,043","259,875","312,620","383,786","331,800","354,263","371,842","489,463","509,911","514,397","505,039","521,246","517,821","517,269","521,909"
,     Domestic claims,"476,283","495,128","533,990","578,231","592,156","631,453","674,484","727,250","855,127","931,893","1,019,935","1,127,854","1,254,262","1,391,325","1,543,676","1,655,006","1,761,912","1,874,914","2,046,805"
,          Claims on government sector (net),"-11,826","-12,833","-1,068","11,886","-4,713","-9,917","-1,600","-2,241","31,408","57,216","49,097","51,900","48,561","70,013","104,331","96,686","113,193","129,824","190,425"
,          Claims on private sector,"488,109","507,960","535,058","566,345","596,869","641,370","676,084","729,490","823,719","874,676","970,838","1,075,954","1,205,701","1,321,311","1,439,346","1,558,321","1,648,719","1,745,091","1,856,380"
,     Other items,"-140,133","-149,148","-163,860","-192,590","-228,973","-218,493","-226,802","-278,298","-255,063","-268,852","-305,683","-375,642","-411,287","-453,405","-491,103","-572,314","-624,508","-655,739","-693,086"
,,,,,,,,,,,,,,,,,,,,
,               Money Supply (M3)  (% annual change),5.1,2.9,6.9,9.7,12.3,8.3,13.0,9.5,11.9,9.2,6.8,14.3,9.0,7.3,7.3,3.0,3.2,4.9,8.0
,               M3 (% of GDP at current market prices),128.6,133.8,131.6,132.1,131.0,123.8,127.4,125.2,121.0,142.7,132.2,136.2,139.3,142.6,140.8,136.3,132.5,126.6,129.6
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks,,,,,,,,,,,,,,,,,,,
,Demand deposits,"54,627","56,201","60,222","70,033","90,946","99,243","114,826","140,949","149,509","165,891","184,638","214,198","241,906","272,923","285,832","291,809","303,737","340,703","339,688"
,Savings deposits,"37,702","41,166","45,109","49,085","68,590","70,535","75,730","84,433","92,218","102,268","104,943","115,671","123,740","131,765","134,931","135,591","145,129","150,505","157,310"
,Time depositsl,"201,391","191,170","194,813","210,543","342,452","357,222","405,620","418,351","451,380","482,055","521,621","594,624","657,331","737,858","779,781","789,428","811,913","863,494","946,535"
,Loans and advancesm,"314,798","325,072","338,242","355,839","448,354","526,772","585,506","636,368","721,797","783,507","883,285","1,003,504","1,107,970","1,225,656","1,339,718","1,445,105","1,521,428","1,584,340","1,673,483"
,,,,,,,,,,,,,,,,,,,,
,Interest Rates  period averages (% per annum) ,,,,,,,,,,,,,,,,,,,
,On deposits ,,,,,,,,,,,,,,,,,,,
,     Savings ,2.72,2.28,2.12,1.86,1.58,1.41,1.48,1.44,1.40,0.93,0.94,1.08,1.04,1.01,1.03,1.06,1.00,0.96,1.04
,     Time:    6 months,3.50,3.22,3.21,3.01,3.00,3.04,3.34,3.29,3.11,2.09,2.55,2.98,3.04,3.02,3.10,3.19,3.08,2.99,3.21
,                 12 months,4.24,4.00,4.00,3.70,3.70,3.70,3.73,3.70,3.50,2.56,2.81,3.14,3.18,3.15,3.23,3.31,3.18,3.09,3.31
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE   fiscal year ending 31 December (RM million),,,,,,,,,,,,,,,,,,,
,Central Government,,,,,,,,,,,,,,,,,,,
,     Revenue,"62,291","79,915","83,514","92,608","99,398","106,303","123,546","139,885","159,793","158,639","159,653","185,419","207,912","213,370","220,625","219,089","212,421","220,406",...
,          Taxes,"48,709","62,741","66,859","64,891","72,051","80,593","86,630","95,168","112,897","106,504","109,515","134,885","151,643","155,952","164,205","165,441","169,343","177,659",...
,"               Taxes on income, profits, and capital gains","27,016","40,134","42,167","40,440","44,844","49,596","57,347","64,263","76,898","73,021","72,784","94,839","108,199","110,983","116,618","101,559","99,613","105,171",...
,                    Payable by individuals,"7,015","9,436","9,889","7,984","8,977","8,649","10,196","11,661","14,966","15,590","17,805","20,203","22,977","23,055","24,423","26,321","27,566","28,945",...
,                    Payable by corporations and other enterprises,"19,915","30,628","32,278","32,456","35,867","40,947","47,151","52,602","61,932","57,431","54,979","74,636","85,222","87,928","92,196","75,238","72,047","76,226",...
,"                    Other taxes on income, profits, and capital gains",87,70,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,...
,               Taxes on payroll and workforce,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,...
,               Taxes on property,250,229,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,...
,               Taxes on goods and services,"15,449","17,919","18,038","16,800","17,873","21,580","20,018","21,026","25,345","24,863","30,922","33,465","36,051","37,339","39,357","55,873","61,538","63,161",...
,               Taxes on international trade and transaction,"4,631","4,060","4,471","5,075","5,474","5,470","5,040","4,747","5,414","3,266","3,776","4,107","4,250","4,454","4,563","3,771","3,885","4,138",...
,               Other taxes,"1,364",400,"2,183","2,576","3,860","3,947","4,225","5,133","5,239","5,355","2,033","2,474","3,143","3,176","3,667","4,238","4,307","5,188",...
,          Social contributions,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,...
,          Grants,–,1,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,...
,          Other revenue,"13,582","17,174","16,655","27,717","27,347","25,710","36,916","44,717","46,896","52,135","50,138","50,534","56,269","57,418","56,421","53,648","43,078","42,747",...
,     Expense,"58,850","66,092","67,731","73,813","89,533","96,141","105,745","120,552","150,664","154,485","149,763","179,928","203,767","209,856","217,787","215,275","209,497","217,179",...
,          Compensation of employees,"16,357","17,443","20,242","21,721","23,779","25,587","28,522","32,587","41,011","42,778","46,663","50,148","60,016","61,001","66,947","70,050","73,108","77,037",...
,          Use of goods and services,"8,642","11,936","11,269","13,968","16,633","17,984","20,923","23,622","25,197","26,372","23,841","28,949","31,963","33,860","34,259","36,373","30,070","34,738",...
,          Consumption of fixed capital,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...
,          Interest,"9,055","9,634","9,669","10,546","10,919","11,604","12,495","12,911","12,797","14,222","15,621","17,716","19,537","20,776","22,588","24,283","26,480","27,863",...
,          Subsidies,"12,545","14,678","3,677","2,679","5,796","13,387","10,112","10,481","35,165","20,345","14,744","27,245","31,519","29,475","23,667","9,356","8,214","9,337",...
,          Grants,"11,771","11,411","15,948","16,323","21,264","20,427","26,294","31,501","25,623","39,937","27,862","32,157","32,631","34,795","34,588","37,319","33,207","31,347",...
,          Social benefits,"4,187","4,711","5,134","5,870","6,060","6,809","7,008","8,251","10,022","10,146","19,877","22,576","26,635","28,717","34,253","36,785","37,505","35,817",...
,          Other expense,"1,988",199,"1,792","2,706","5,082",343,391,"1,197",849,685,"1,155","1,138","1,466","1,232","1,484","1,108",913,"1,040",...
,     Net operating balance,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Gross operating balance,"3,441","13,823","15,783","18,795","9,865","10,162","17,801","19,334","9,130","4,154","9,890","5,491","4,145","3,514","2,838","3,814","2,924","3,227",...
,    Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,    Net/gross investment in nonfinancial assets,"18,140","26,183","34,566","39,115","29,415","30,605","35,463","40,455","43,076","47,876","50,966","47,582","46,748","41,888","39,426","40,319","40,728","42,792",...
,          Fixed assets,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Inventories,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Valuables,–,–,–,–,–,–,–,–,–,–,...,...,...,...,...,...,...,...,...
,          Nonproduced assets,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,    Expenditure,"76,990","92,276","102,297","112,928","118,948","126,746","141,208","161,007","193,739","202,361","200,729","227,511","250,516","251,744","257,213","255,594","250,225","259,972",...
,    Net lending/Net borrowing,"-14,699","-12,360","-18,783","-20,320","-19,550","-20,443","-17,662","-21,122","-33,946","-43,722","-41,076","-42,092","-42,604","-38,374","-36,588","-36,505","-37,804","-39,565",...
,    Primary balance,"-5,644","-2,726","-9,114","-9,774","-8,631","-8,839","-5,166","-8,211","-21,149","-29,501","-25,455","-24,376","-23,066","-17,598","-14,000","-12,222","-11,324","-11,702",...
,    Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,    Net acquisition of financial assets,...,...,"-4,686",-736,"6,219","-11,245","-2,966",364,"1,234","6,871",-957,"3,527",728,931,614,"3,403",889,843,...
,          Domestic,...,...,"-4,686",-736,"6,219","-11,245","-2,966",364,"1,234","6,871",-957,"3,527",728,931,614,"3,403",889,843,...
,          External ,...,...,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,...
,    Net incurrence of liabilities,...,...,"14,096","19,586","25,771","9,197","14,696","21,486","35,180","50,593","40,120","45,619","43,331","39,305","37,201","39,658","38,693","40,408",...
,          Domestic,...,...,"6,111","22,587","14,359","15,647","10,290","10,697","37,799","44,365","3,567","15,811","15,204","30,268","28,459","38,931","23,184","46,268",...
,          External,...,...,"7,985","-3,001","11,412","-6,450","4,406","10,789","-2,619","6,227","36,553","29,808","28,127","9,037","8,742",727,"15,509","-5,859",...
,,,,,,,,,,,,,,,,,,,,
,               Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,17.5,22.7,21.8,22.1,21.0,19.6,20.7,21.0,20.8,22.3,19.4,20.3,21.4,20.9,19.9,18.6,17.0,16.1,...
,               Taxes,13.7,17.8,17.4,15.5,15.2,14.8,14.5,14.3,14.7,14.9,13.3,14.8,15.6,15.3,14.8,14.1,13.6,13.0,...
,               Taxes payable by individuals,2.0,2.7,2.6,1.9,1.9,1.6,1.7,1.8,1.9,2.2,2.2,2.2,2.4,2.3,2.2,2.2,2.2,2.1,...
,               Taxes payable by corporations and other enterprises,5.6,8.7,8.4,7.8,7.6,7.5,7.9,7.9,8.0,8.1,6.7,8.2,8.8,8.6,8.3,6.4,5.8,5.6,...
,               Expenditure,21.6,26.2,26.7,27.0,25.1,23.3,23.7,24.2,25.2,28.4,24.4,25.0,25.8,24.7,23.2,21.7,20.0,19.0,...
,               Net lending/Net borrowing,-4.1,-3.5,-4.9,-4.9,-4.1,-3.8,-3.0,-3.2,-4.4,-6.1,-5.0,-4.6,-4.4,-3.8,-3.3,-3.1,-3.0,-2.9,...
,               Primary balance,-1.6,-0.8,-2.4,-2.3,-1.8,-1.6,-0.9,-1.2,-2.7,-4.1,-3.1,-2.7,-2.4,-1.7,-1.3,-1.0,-0.9,-0.9,...
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, Central Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,"76,990","92,276","102,297","112,930","118,949","126,746","141,208","161,007","193,739","202,360","200,729","227,511","250,516","251,744","257,213","255,592","250,225","259,972",...
,     General public services,...,...,"29,913","30,797","42,283","44,990","45,478","52,868","68,859","68,377","64,292","83,104","98,882","97,673","95,837","89,469","88,196","90,307",...
,     Defense,...,...,"8,504","10,950","10,728","11,817","11,981","13,649","14,717","13,974","12,415","14,790","14,746","16,247","16,830","17,476","14,788","15,998",...
,     Public order and safety,...,...,"4,858","5,486","5,595","6,071","7,384","8,188","9,572","9,566","10,238","10,719","12,344","12,423","13,455","14,461","13,995","15,341",...
,     Economic affairs,...,...,"16,180","19,283","17,695","22,174","28,218","27,463","32,291","34,818","35,236","41,573","39,737","40,027","39,038","39,559","40,929","38,493",...
,     Environmental protection,...,...,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...
,     Housing and community amenities,...,...,"6,770","8,212","7,454","6,178","7,218","10,857","10,634","10,714","12,184","10,713","11,545","11,542","13,307","14,444","13,576","13,777",...
,     Health,...,...,"6,654","8,976","9,361","8,723","9,991","11,268","13,246","14,768","16,499","17,136","18,672","19,421","22,120","23,366","23,127","25,523",...
,"     Recreation, culture, and religion",...,...,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...
,     Education,...,...,"29,418","29,226","25,833","26,794","30,938","36,714","44,420","50,145","49,866","49,476","54,590","54,411","56,627","56,817","55,614","60,532",...
,     Social protection,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,              Expenditure by Function   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Health,…,…,1.7,2.1,2.0,1.6,1.7,1.7,1.7,2.1,2.0,1.9,1.9,1.9,2.0,2.0,1.9,1.9,...
,               Education,…,…,7.7,7.0,5.4,4.9,5.2,5.5,5.8,7.0,6.1,5.4,5.6,5.3,5.1,4.8,4.5,4.4,...
,               Social Protection,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year (RM million),,,,,,,,,,,,,,,,,,,
,"Exports, fob","373,270","334,284","357,430","397,884","481,253","536,234","589,200","604,300","663,014","552,518","638,822","697,862","702,641","719,992","765,417","777,355","786,964","934,927","998,278"
,"Imports, cif","311,459","280,229","303,090","316,538","399,632","432,871","478,100","502,000","519,804","434,670","528,828","573,626","606,677","648,695","682,937","685,778","698,819","836,422","877,761"
,     Trade balance,"61,811","54,055","54,340","81,346","81,621","103,363","111,100","102,300","143,209","117,848","109,994","124,236","95,964","71,298","82,480","91,577","88,145","98,505","120,518"
,,,,,,,,,,,,,,,,,,,,
,              External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,16.1,-10.4,6.9,11.3,21.0,11.4,9.9,2.6,9.7,-16.7,15.6,9.2,0.7,2.5,6.3,1.6,1.2,18.8,6.8
,               Imports,25.3,-10.0,8.2,4.4,26.3,8.3,10.4,5.0,3.5,-16.4,21.7,8.5,5.8,6.9,5.3,0.4,1.9,19.7,4.9
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total","98,154","88,201","93,388","104,969","126,511","140,973","160,652","176,211","199,515","157,334","198,748","228,289","227,766","228,392","234,249","199,958","189,414","217,837","250,403"
,     1. Singapore,"18,050","14,913","15,958","16,523","18,994","22,010","24,744","25,772","29,416","21,934","26,544","28,841","30,967","31,912","33,292","27,808","27,592","31,346","32,801"
,"     2. China, People's Republic of","3,028","3,821","5,253","6,810","8,460","9,303","11,646","15,452","19,049","19,203","24,912","29,953","28,782","30,711","28,204","25,987","23,720","29,402","36,404"
,     3. United States,"20,162","17,816","18,826","20,540","23,749","27,763","30,191","27,531","24,936","17,329","18,987","18,898","19,739","18,474","19,708","18,880","19,381","20,691","21,970"
,     4. Japan,"12,780","11,770","10,530","11,222","12,777","13,181","14,241","16,091","21,466","15,189","20,782","26,591","27,032","25,328","25,270","18,999","15,232","17,404","20,201"
,     5. Thailand,"3,550","3,360","3,972","4,615","6,040","7,585","8,502","8,730","9,571","8,491","10,587","11,711","12,208","12,674","12,315","11,403","10,621","11,760","12,755"
,"     6. Hong Kong, China","4,440","4,063","5,307","6,784","7,549","8,241","7,947","8,145","8,530","8,290","10,088","10,229","9,740","9,898","11,326","9,482","9,078","11,155","16,313"
,     7. India,"1,925","1,577","1,761","2,534","3,003","3,955","5,129","5,884","7,413","4,918","6,517","9,214","9,507","8,175","9,768","8,128","7,721","8,036","8,208"
,     8. Indonesia,"1,707","1,563","1,801","2,129","3,073","3,322","4,074","5,171","6,243","4,907","5,616","6,812","8,951","10,500","9,718","7,473","6,668","8,095","7,963"
,     9. Australia,"2,426","2,052","2,108","2,614","4,153","4,766","4,553","5,939","7,345","5,750","7,472","8,398","9,436","9,238","10,094","7,214","6,440","7,540","7,949"
,"     10. Korea, Republic of","3,235","2,963","3,140","3,039","4,431","4,737","5,806","6,703","7,800","5,789","7,555","8,589","8,226","8,292","8,557","6,475","5,477","6,679","10,133"
,,,,,,,,,,,,,,,,,,,,
,"Imports, total","82,205","73,361","79,515","82,743","104,307","113,609","130,476","146,982","156,896","123,826","164,735","187,640","196,592","206,118","208,961","175,977","168,371","195,080","219,724"
,"     1. China, People's Republic of","3,237","3,804","6,157","7,300","10,339","13,177","15,887","18,908","20,084","17,391","20,682","24,747","29,762","33,740","35,328","33,155","34,290","38,311","44,203"
,     2. Singapore,"11,763","9,293","9,541","9,811","11,704","13,425","15,329","16,870","17,293","14,074","18,761","24,120","26,080","25,504","26,224","21,052","17,459","21,623","23,627"
,     3. Japan,"17,331","14,211","14,168","14,282","16,773","16,634","17,338","19,085","19,592","15,473","20,726","21,382","20,213","17,899","16,739","13,785","13,746","14,801","16,512"
,     4. United States,"13,668","11,839","13,099","12,851","15,263","14,789","16,424","15,928","16,969","13,909","17,526","18,145","15,904","16,186","16,016","14,194","13,427","16,103","15,678"
,     5. Thailand,"3,176","2,927","3,158","3,829","5,789","6,045","7,167","7,863","8,802","7,492","10,263","11,286","11,566","12,281","12,123","10,691","10,210","11,211","12,387"
,"     6. Korea, Republic of","3,663","2,958","4,231","4,555","5,228","5,706","7,068","7,250","7,292","5,738","8,933","7,616","7,992","9,725","9,705","7,968","8,866","8,477","7,822"
,     7. Indonesia,"2,269","2,241","2,551","2,939","4,194","4,375","4,952","6,233","7,269","6,559","9,151","11,486","10,084","8,879","8,482","7,950","7,085","8,794","8,715"
,     8. Germany,"2,441","2,743","2,939","3,891","4,703","5,088","5,750","6,813","6,745","5,242","6,648","7,185","7,521","7,278","7,090","6,009","5,739","6,119","6,141"
,"     9. Taipei,China","4,611","4,193","4,437","4,131","5,698","6,331","7,157","8,350","7,570","5,268","7,422","8,884","8,175","9,990","10,515","9,373","3,745","6,950",…
,     10. India,725,772,643,672,"1,289","1,100","1,333","2,060","3,105","2,234","2,485","3,330","3,824","5,212","4,075","3,901","4,004","6,264","6,790"
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSn  calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,"8,487","7,286","8,025","13,322","15,079 |","20,693","26,179","29,728","39,395","31,416","25,711","32,459","16,245","11,262","14,835","9,001","7,210","8,905","7,580"
,     Balance on goods,"20,827","18,383","18,978","25,727","27,572 |","34,367","38,027","38,057","51,076","39,823","38,553","45,924","36,593","30,642","34,626","27,967","24,599","27,233","29,536"
,          Exports,"98,430","87,981","94,343","104,729","126,817 |","142,769","161,446","176,436","198,588","156,879","187,082","215,170","208,775","202,380","207,423","174,440","165,585","186,352","206,386"
,          Imports,"-77,602","-69,598","-75,365","-79,002","-99,244 |","108,402","123,420","138,379","147,512","117,056","148,530","169,246","172,182","171,738","172,796","146,473","140,985","159,119","176,850"
,     Balance on services,"-10,416","-8,944","-8,173","-9,957","-8,579 |","-2,871","-2,570",403,467,"1,184","2,035",476,"-2,765","-3,044","-3,271","-5,283","-4,560","-5,315","-4,393"
,          Credit,"15,926","16,302","17,017","16,582","21,441 |","19,280","21,071","29,052","31,069","28,018","34,605","38,850","40,578","42,110","42,048","34,847","35,580","37,062","40,163"
,          Debit,"-26,341","-25,246","-25,190","-26,539","-30,020 |","22,150","23,641","28,649","30,602","26,834","32,570","38,374","43,343","45,154","45,320","40,130","40,140","42,378","44,556"
,     Balance on primary income,...,...,...,...,… |,"-6,322","-4,715","-4,068","-6,905","-4,033","-8,113","-7,059","-11,604","-10,783","-11,190","-8,222","-8,339","-8,989","-12,784"
,          Credit,...,...,...,...,… |,"5,447","8,480","11,365","12,092","11,244","11,906","17,164","13,694","15,124","16,009","12,463","11,439","12,489","13,253"
,          Debit,...,...,...,...,… |,"11,769","13,195","15,433","18,996","15,277","20,019","24,223","25,297","25,907","27,199","20,685","19,778","21,478","26,038"
,     Balance on secondary income,"-1,924","-2,152","-2,781","-2,447","-3,913 |","-4,481","-4,563","-4,665","-5,243","-5,558","-6,765","-6,883","-5,979","-5,553","-5,330","-5,460","-4,491","-4,023","-4,779"
,          Credit ,756,537,661,508,422 |,300,313,392,424,"1,061",596,"1,530","2,157","2,411","3,207","3,053","3,854","3,906","3,865"
,          Debit,"-2,680","-2,689","-3,442","-2,955","-4,335 |","4,781","4,877","5,057","5,667","6,618","7,361","8,413","8,136","7,965","8,537","8,514","8,345","7,929","8,644"
,Capital account,...,...,...,...,… |,–,-55,-32,201,-15,-34,-44,78,-5,105,-291,24,-6,-23
,     Credit,...,...,...,...,… |,–,7,7,256,12,22,14,133,5,117,3,34,16,12
,     Debit,...,...,...,...,… |,–,62,38,55,27,56,58,55,10,12,294,10,22,34
,Financial account,"-6,276","-3,892","-3,142","-3,196","5,091 |","-9,768","-11,772","-11,332","-35,698","-22,747","-6,192","7,603","-7,451","-6,416","-24,430","-14,172",-60,"-1,100","4,612"
,     Direct investment,"1,762",287,"1,299","1,104","2,563 |",990,39,"-2,719","-7,793","-6,331","-4,339","-3,051","-7,904","-1,992","-5,492",-464,"3,325","3,760","2,811"
,     Portfolio investment ,"-2,472",-649,"-1,712","1,097","8,683 |","-3,669","3,457","5,396","-24,939",-505,"15,047","8,542","20,675",-956,"-12,024","-6,689","-3,424","-3,571","-11,004"
,     Financial derivatives,,,,, ,-58,29,-48,-608,672,-217,-25,315,-80,-298,-170,-193,-46,241
,     Other investment,"-5,565","-3,531","-2,729","-5,397","-6,154 |","-7,030","-15,297","-13,961","-2,358","-16,583","-16,683","2,137","-20,536","-3,388","-6,616","-6,851",232,"-1,243","12,564"
,Net errors and omissions,"-3,186","-2,430","-1,148",343,"1,863 |","-7,347","-7,493","-5,187","-9,369","-4,730","-20,300","-9,076","-7,618",-192,"-1,665","6,422","-3,188","-11,632",719
,Overall balance,-974,964,"3,734","10,469","22,034 |","3,578","6,859","13,177","-5,471","3,924",-816,"30,942","1,254","4,649","-11,155",960,"3,986","-3,833","12,889"
,Reserves and related items,974,-964,"-3,734","-10,469","-22,034 |","3,578","6,859","13,177","-5,471","3,924",-816,"30,942","1,254","4,649","-11,155",960,"3,986","-3,833","12,889"
,International investment position,–,"-36,217","-36,786","-37,367","-33,479 |","-19,785","-6,373","-4,367","31,413","30,017","4,017","11,945","-5,751","-14,938","-5,339","27,955","16,922","-7,065","-19,243"
,,,,,,,,,,,,,,,,,,,,
,              Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,104.9,94.8,93.6,95.0,101.7,99.5,99.2,91.2,86.0,77.6,73.4,72.2,66.4,62.6,61.4,57.9,55.0,58.4,57.6
,               Imports,82.7,75.0,74.7,71.7,79.6,75.5,75.9,71.5,63.9,57.9,58.2,56.8,54.8,53.1,51.1,48.6,46.8,49.9,49.3
,               Balance on goods,22.2,19.8,18.8,23.3,22.1,23.9,23.4,19.7,22.1,19.7,15.1,15.4,11.6,9.5,10.2,9.3,8.2,8.5,8.2
