TAJIKISTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,"          Alcoholic beverages, tobacco, and narcotics",...,...,...,...,...,...,...,...,...,...,...,...,...,107.7,104.5,115.9,111.6,106.2,105.4
,          Clothing and footwear,...,...,...,...,...,...,...,...,...,...,...,...,...,108.4,103.5,109.2,114.5,109.1,105.6
,"          Housing, water, electricity, gas, and other fuels",...,...,...,...,...,...,...,...,...,...,...,...,...,106.4,95.8,104.7,104.7,109.8,107.1
,"          Furnishings, household equipment, and routine household maintenance",...,...,...,...,...,...,...,...,...,...,...,...,...,105.4,101.9,109.4,104.2,102.9,107.3
,          Health,...,...,...,...,...,...,...,...,...,...,...,...,...,104.8,100.2,121.6,112.7,101.1,107.7
,          Transport,...,...,...,...,...,...,...,...,...,...,...,...,...,97.8,104.4,95.4,101.7,120.1,109.4
,          Communication,...,...,...,...,...,...,...,...,...,...,...,...,...,100.3,100.0,100.8,100.0,101.3,100.1
,          Recreation and culture,...,...,...,...,...,...,...,...,...,...,...,...,...,102.0,103.5,104.5,107.7,103.5,103.7
,          Education,...,...,...,...,...,...,...,...,...,...,...,...,...,105.5,110.5,102.7,111.3,105.4,100.3
,          Restaurants and hotels,...,...,...,...,...,...,...,...,...,...,...,...,...,108.7,118.1,114.9,118.1,102.4,108.6
,          Miscellaneous goods and services,...,...,...,...,...,...,...,...,...,...,...,...,...,105.3,108.3,107.7,106.9,105.8,105.4
,Producer;    previous year = 100,139.2,125.2,109.1,115.4,116.5,110.4,142.7,121.2,120.3,96.6,127.2,115.5,106.1,102.1,104.7,103.0,114.7,101.6,101.8
,Implicit GDP deflator;     previous year = 100,122.7,131.0,118.8,127.0,117.5,109.5,121.5,127.5,128.5,112.0,112.4,118.8,111.8,104.3,105.5,100.2,105.2,104.9,...
,,,,,,,,,,,,,,,,,,,,
,               Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index,60.6,12.5,14.5,13.7,5.7,7.1,12.5,19.7,11.8,5.0,9.8,9.3,6.4,3.7,7.4,5.1,6.1,6.7,5.4
,               Food and nonalcoholic beverages price index,…,…,…,…,…,…,…,…,…,…,…,…,…,3.1,10.0,3.8,6.5,7.8,4.9
,               Producer price index,39.2,25.2,9.1,15.4,16.5,10.4,42.7,21.2,20.3,-3.4,27.2,15.5,6.1,2.1,4.7,3.0,14.7,1.6,1.8
,               Implicit GDP deflator,22.7,31.0,18.8,27.0,17.5,9.5,21.5,27.5,28.5,12.0,12.4,18.8,11.8,4.3,5.5,0.2,5.2,4.9,...
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKINGg   calendar year (TJS million),,,,,,,,,,,,,,,,,,,
,Money supply (M1),99.3,134.4,193.8,292.0,463.7,750.8,969.4,"1,267.9","1,669.4","2,191.8","2,525.3","3,264.1","4,093.1","4,788.7","4,884.9","5,403.3","8,728.1","12,258.1","13,489.7"
,     Currency in circulation,79.5,103.6,136.8,229.7,398.6,666.1,823.8,"1,028.7","1,405.2","1,770.8","2,004.6","2,708.8","3,406.2","4,143.6","4,053.8","4,590.8","7,587.7","10,950.3","12,189.9"
,     Demand deposits,19.8,30.8,57.0,62.3,65.1,84.7,145.6,239.2,264.2,421.0,520.7,555.3,686.9,645.1,831.1,812.5,"1,140.4","1,307.8","1,299.8"
,Quasi-moneyh,47.7,54.0,69.3,129.0,156.5,233.9,467.2,"1,277.7",762.4,"1,232.0","1,486.5","2,071.2","2,349.5","2,864.8","3,266.3","4,254.8","4,550.3","4,036.1","3,562.6"
,Money supply (M2)i,103.9,147.6,223.7,331.1,495.5,807.2,"1,046.1","1,449.7","1,908.8","2,527.4","2,971.7","3,861.6","4,743.2","5,627.1","5,825.7","6,534.9","10,237.9","13,981.6","15,382.0"
,Money supply (M4)j,151.6,201.7,293.1,460.1,652.0,"1,041.1","1,513.3","2,727.4","2,671.2","3,759.4","4,458.3","5,932.8","7,092.7","8,491.9","9,092.0","10,789.7","14,788.2","18,017.7","18,944.7"
,     Foreign assets (net),-132.5,173.3,314.3,380.4,912.2,883.2,"1,041.3",679.9,-403.6,-4.6,-99.9,-594.4,-366.4,"-1,213.3","-2,132.3","-1,862.6","-1,515.3","-1,101.3","-1,197.8"
,     Domestic credit,352.3,572.8,609.2,721.4,427.0,934.8,"1,282.3","2,165.6","2,577.1","3,184.3","4,004.2","5,732.5","6,368.8","9,009.2","10,765.6","13,121.8","15,339.3","13,600.9","14,104.6"
,          Claims on government sectork,106.4,-15.1,19.8,-49.3,-195.7,-226.2,-252.7,-393.2,-106.0,-72.7,-168.0,166.2,325.3,586.7,-305.7,2.0,911.7,"1,207.2",913.9
,          Claims on private sectorl,246.0,587.4,589.0,702.3,377.8,656.2,886.9,"1,687.4","2,353.7","2,529.5","2,992.0","4,278.3","4,385.2","6,783.2","9,063.1","10,169.1","9,636.4","7,639.5","7,857.5"
,          Claims on other financial institutionsm,...,0.5,0.5,68.3,244.9,504.7,648.0,871.5,329.4,727.4,"1,180.2","1,288.0","1,658.3","1,639.3","2,008.2","2,950.7","4,791.1","4,754.1","5,333.2"
,     Other itemsn,-115.9,-598.4,-699.8,-770.7,-843.7,"-1,010.8","-1,277.5","-1,395.8",-264.7,-652.3,-932.5,"-1,276.5","-1,259.2","-2,168.8","-2,807.5","-4,724.4","-3,586.0","1,482.0","2,475.3"
,,,,,,,,,,,,,,,,,,,,
,               Money Supply (M2)   (% annual change),43.3,42.1,51.6,48.0,49.7,62.9,29.6,38.6,31.7,32.4,17.6,29.9,22.8,18.6,3.5,12.2,56.7,36.6,10.0
,               M2   (% of GDP at current market prices),5.8,5.8,6.6,7.0,8.0,11.2,11.2,11.3,10.8,12.3,12.0,12.8,13.1,13.9,12.8,13.5,18.8,22.9,22.3
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks   calendar year (TJS million),,,,,,,,,,,,,,,,,,,
,     Demand deposits,19.8,30.7,57.0,62.3,65.1,84.7,145.6,239.3,264.2,421.0,520.7,555.3,686.9,645.1,831.1,812.5,"1,140.4","1,307.8","1,299.8"
,     Savings deposits,...,3.7,5.7,10.9,14.8,26.5,41.8,98.4,118.2,135.5,208.7,356.6,463.9,523.5,623.0,876.8,"1,990.3","1,430.0","1,508.4"
,     Time deposits,...,13.2,30.0,39.1,31.8,56.4,76.8,181.8,239.4,335.6,446.5,597.5,650.1,838.4,940.8,"1,131.6","1,509.8","1,723.5","1,892.4"
,,,,,,,,,,,,,,,,,,,,
,Interest Rates   end of period (% per annum),,,,,,,,,,,,,,,,,,,
, On deposits,,,,,,,,,,,,,,,,,,,
,     Savings,...,...,5.3,6.6,3.7,3.6,2.2,2.2,3.4,3.3,3.8,2.1,2.2,1.0,0.9,0.9,1.2,1.4,1.1
,     Demand,...,...,0.1,0.5,0.5,0.5,1.3,0.6,0.6,0.7,0.6,0.5,0.2,0.2,0.1,0.1,0.2,0.3,0.3
,     Time:   6 months,...,...,15.1,15.6,14.2,17.5,14.3,16.6,14.2,17.3,17.0,13.6,14.3,13.6,11.1,10.4,10.5,8.4,7.4
,               12 months,...,...,14.8,18.2,17.8,20.2,20.8,17.8,18.5,19.4,17.8,16.2,16.1,15.7,15.5,15.6,16.4,14.6,12.8
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE     calendar year (TJS million),,,,,,,,,,,,,,,,,,,
,General Government,,,,,,,,,,,,,,,,,,,
,Total revenue and grants,251.7,382.3,566.9,824.4,"1,104.3","1,414.5","1,823.5","2,457.4","3,471.2","4,187.5","4,947.9","6,509.0","7,877.0","9,395.8","11,470.3","12,515.8","12,757.2",…,…
,     Total revenue,251.7,381.8,557.8,809.7,"1,063.6","1,383.4","1,800.6","2,420.9","3,446.8","3,869.9","4,772.9","6,352.5","7,781.2","9,200.4","11,438.8","12,105.8","12,757.2",…,…
,          Current revenue,251.7,381.8,557.8,809.7,"1,063.6","1,383.4","1,800.6","2,420.9","3,446.8","3,869.9","4,772.9","6,352.5","7,781.2","9,200.4","11,438.8","12,105.8","12,757.2",…,…
,               Taxes,233.5,351.4,496.5,712.6,933.3,"1,192.5","1,567.4","2,288.7","3,298.2","3,659.1","4,443.9","5,848.9","7,102.2","8,432.4","10,366.8","10,613.4","11,244.4",…,…
,               Nontaxes,18.2,30.4,61.3,97.1,130.4,190.9,233.1,132.2,148.6,210.9,329.1,503.6,679.0,768.0,"1,072.0","1,411.8","1,512.8",…,…
,          Capital receipts,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,…,…
,     Grants,0.0,0.5,9.2,14.7,40.6,31.2,22.9,36.5,24.4,317.6,175.0,156.5,95.8,195.4,31.5,410.0,–,…,…
,Total expenditure and net lending,261.8,379.7,543.0,772.3,"1,090.6","1,402.7","1,778.8","3,494.9","4,823.8","5,687.3","6,712.6","8,254.1","9,107.9","11,591.6","13,190.4","16,277.4","18,429.4",…,…
,     Total expenditure,261.8,379.7,543.0,771.5,"1,088.4","1,397.1","1,772.3","3,485.2","4,730.6","5,537.6","6,213.0","8,234.7","9,074.2","11,553.0","13,156.7","16,269.4","18,422.9",…,…
,          Current expenditure,…,…,…,589.7,758.3,"1,052.2","1,377.4","1,986.6","2,872.8","4,086.9","4,852.3","5,301.8","6,441.2","8,379.3","9,461.1","11,966.1","13,233.9",…,…
,          Capital expenditure,…,…,…,181.8,330.1,344.9,394.9,"1,498.6","1,857.7","1,450.6","1,360.7","2,933.0","2,438.9","2,935.3","3,146.8","3,543.1","4,298.4",…,…
,     Net lending,…,…,…,0.8,2.2,5.6,6.5,9.7,93.2,149.7,499.6,19.4,33.7,38.6,33.7,8.0,6.5,…,…
,Current surplus/deficit,…,…,…,220.0,305.3,331.2,423.1,434.3,574.0,-217.0,-79.4,"1,050.7","1,340.0",821.1,"1,977.0",139.7,-476.7,…,…
,Capital account surplus/deficit,…,…,…,-181.8,-330.1,-344.9,-394.9,"-1,498.6","-1,857.7","-1,450.6","-1,360.7","-2,933.0","-2,438.9","-2,935.3","-3,146.8","-3,543.1","-4,298.4",…,…
,Overall budgetary surplus/deficito,-10.1,2.5,24.0,52.0,13.7,11.8,44.7,"-1,037.5","-1,352.6","-1,499.8","-1,764.7","-1,745.1","-1,230.9","-2,195.8","-1,720.1","-3,761.6","-5,672.2",…,…
,Financing,,,,,,,,,,,,,,,,,,,
,     Domestic borrowingp,-55.0,-7.0,-20.0,-49.0,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Foreign borrowing,46.7,4.3,-1.9,-20.3,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Use of cash balancesq,18.4,0.2,-2.1,17.3,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,,,,,,,,,,,,,,,,,,,,
,               Government Finance    (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Total revenue,14.1,14.9,16.5,17.0,17.2,19.2,19.3,18.9,19.5,18.8,19.3,21.1,21.5,22.7,25.1,25.0,23.4,…,…
,               Taxes,13.1,13.7,14.7,15.0,15.1,16.5,16.8,17.9,18.6,17.7,18.0,19.5,19.6,20.8,22.7,21.9,20.6,…,…
,               Total expenditure,14.7,14.8,16.1,16.2,17.6,19.4,19.0,27.2,26.7,26.8,25.1,27.4,25.1,28.5,28.8,33.6,33.8,…,…
,               Overall budgetary surplus/deficit,-0.6,0.1,0.7,1.1,0.2,0.2,0.5,-8.1,-7.6,-7.3,-7.1,-5.8,-3.4,-5.4,-3.8,-7.8,-10.4,…,…
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, General Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,261.8,379.7,543.0,772.3,"1,090.6","1,402.7","1,778.8","3,494.8","4,823.8","5,687.3","6,712.6","8,254.1","9,107.9","11,591.6","13,190.4","16,277.4","18,294.3","22,264.2","24,065.5"
,     General public servicesr,50.9,59.2,93.5,131.5,160.0,204.4,225.7,421.1,383.2,376.6,384.3,683.2,701.5,941.0,"1,083.2","1,521.1","1,556.8","1,651.2","1,409.4"
,     Defenses,,,,,,,,,,,,,,,,,,,
,     Public order and safety,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Economic affairst,37.9,56.1,64.6,100.6,167.9,508.3,218.2,256.3,546.4,785.5,988.3,"2,592.5","1,940.8","2,387.9","2,692.8","5,391.3","6,423.9","9,260.9","10,439.3"
,     Environmental protection,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Housing and community amenities,16.8,22.7,31.6,43.5,73.9,80.2,101.6,216.6,230.4,324.7,377.4,653.2,585.4,"1,083.2","1,331.3","1,183.3","1,286.4",922.5,"1,165.7"
,     Health,16.9,24.4,30.6,43.3,58.2,82.4,105.4,145.2,217.8,287.9,354.9,540.2,683.4,836.5,974.8,"1,037.2","1,159.5","1,385.2","1,551.5"
,"     Recreation, culture, and religion",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Education,41.6,60.9,86.9,112.1,164.3,253.1,317.7,437.0,612.6,845.4,989.9,"1,382.3","1,540.6","2,111.6","2,353.9","2,539.3",591.6,753.5,"3,826.5"
,     Social protectionu,32.1,48.1,71.7,109.0,158.3,232.4,317.0,355.6,522.1,713.5,860.2,"1,056.4","1,782.0","2,089.0","2,444.3","2,637.4","3,093.8","3,572.6","3,111.6"
,     Others,65.7,108.5,164.0,232.3,308.0,41.9,493.2,"1,663.0","2,311.3","2,353.7","2,757.6","1,346.3","1,874.2","2,142.4","2,310.1","1,967.8","4,182.3","4,718.3","2,921.5"
,,,,,,,,,,,,,,,,,,,,
,               Expenditure by Function (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,2.3,2.4,2.6,2.4,2.7,3.5,3.4,3.4,3.5,4.1,4.0,4.6,4.3,5.2,5.2,5.2,5.8,5.9,5.6
,               Health,0.9,0.9,0.9,0.9,0.9,1.1,1.1,1.1,1.2,1.4,1.4,1.8,1.9,2.1,2.1,2.1,2.1,2.3,2.2
,               Social protection,1.8,1.9,2.1,2.3,2.6,3.2,3.4,2.8,2.9,3.5,3.5,3.5,4.9,5.2,5.4,5.4,5.0,5.0,4.5
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob",784,652,739,797,915,909,"1,399","1,468","1,409","1,010","1,195","1,257","1,358","1,162",977,891,899,"1,198",…
,"Imports, cif",675,688,721,881,"1,191","1,330","1,725","2,547","3,273","2,570","2,657","3,206","3,778","4,121","4,297","3,436","3,031","2,775",…
,     Trade balance,109,-36,18,-84,-276,-421,-326,"-1,079","-1,864","-1,560","-1,462","-1,949","-2,420","-2,959","-3,320","-2,545","-2,132","-1,577",…
,,,,,,,,,,,,,,,,,,,,
,               External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,13.9,-16.9,13.4,7.9,14.8,-0.7,54.0,4.9,-4.0,-28.3,18.3,5.2,8.0,-14.4,-15.9,-8.9,0.9,33.3,…
,               Imports,1.8,1.9,4.8,22.2,35.3,11.7,29.7,47.6,28.5,-21.5,3.4,20.7,17.8,9.1,4.3,-20.1,-11.8,-8.4,…
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million) ,,,,,,,,,,,,,,,,,,,
,"Exports, total",782.2,664.1,754.0,812.0,942.8,939.2,"1,438.6","1,507.8","1,483.9","1,041.8","1,275.6","1,350.9","1,497.3","1,306.2","1,029.7","1,088.5",876.5,"1,011.7","1,530.1"
,     1. Turkey,58.4,75.1,118.5,193.2,139.7,143.4,442.8,477.6,382.4,152.1,377.0,430.9,458.7,493.4,213.9,270.7,215.6,262.8,267.6
,     2. Russian Federation,258.8,104.7,87.5,52.2,60.5,82.8,65.4,97.3,124.4,102.8,101.8,105.1,118.8,103.8,187.7,263.7,133.7,127.9,224.7
,"     3. China, People's Republic of",3.4,1.4,2.1,5.7,6.1,5.7,9.9,8.3,81.6,405.4,447.0,493.0,568.0,387.5,188.1,188.6,114.2,169.0,275.7
,     4. Switzerland,72.2,52.2,68.7,77.0,63.4,27.0,24.5,24.4,23.7,23.3,29.2,0.0,53.5,50.0,120.5,141.3,75.8,119.7,209.6
,     5. Uzbekistan,97.8,87.2,72.9,67.1,65.9,66.5,67.4,87.0,73.0,71.5,8.6,11.0,11.2,10.9,10.8,10.5,38.4,58.3,282.9
,     6. Iran,12.5,29.9,28.4,51.4,29.6,36.7,76.1,75.5,95.6,48.7,59.6,66.8,74.5,64.7,60.4,50.0,50.5,67.4,72.2
,     7. Pakistan,0.1,0.2,...,0.1,0.2,0.3,0.1,0.4,0.4,4.7,15.5,28.1,44.5,49.3,57.1,56.1,66.4,15.7,6.5
,     8. Afghanistan,2.6,3.1,6.3,5.8,7.7,12.1,18.6,12.1,25.4,26.9,52.2,50.7,46.4,36.6,32.4,26.2,26.2,34.7,37.1
,     9. Italy,21.4,5.7,6.9,8.4,11.4,15.6,16.5,16.3,13.9,15.1,17.9,37.0,26.7,17.5,38.7,27.8,45.0,12.9,9.8
,     10. Kazakhstan,5.7,3.1,3.5,4.6,3.5,19.7,27.8,24.0,9.8,15.4,19.9,18.6,18.4,15.1,13.7,11.2,13.7,20.0,20.5
,,,,,,,,,,,,,,,,,,,,
,"Imports, total",677.8,699.5,720.1,"1,007.6","1,277.0","1,491.9","1,944.8","2,813.0","3,653.4","2,647.8","2,829.8","3,760.3","3,823.7","4,120.7","4,516.6","3,286.6","3,599.4","4,236.2","5,667.2"
,     1. Russian Federation,105.1,129.4,163.5,178.1,240.8,256.5,423.7,813.7,"1,047.4",795.2,856.5,"1,194.9","1,248.1","1,422.8","1,707.6","1,468.6","1,276.9","1,347.9","1,642.1"
,     2. Uzbekistan,185.6,150.7,132.4,132.7,168.8,152.9,176.4,213.9,151.4,125.9,71.8,112.2,140.8,172.7,179.0,110.3,735.8,"1,283.5","1,955.5"
,"     3. China, People's Republic of",11.9,6.0,7.6,26.7,57.0,92.5,148.9,275.3,384.9,266.5,238.2,375.1,355.6,395.4,531.0,389.6,373.8,289.0,312.8
,     4. Kazakhstan,82.4,89.1,72.2,95.8,152.6,168.3,186.7,332.8,285.6,278.9,292.7,387.1,400.1,453.9,453.6,274.9,226.3,279.4,318.0
,     5. Iran,7.6,10.0,15.6,23.7,26.3,30.9,34.2,60.9,120.6,78.8,141.6,187.2,175.4,189.4,184.6,110.5,107.5,109.9,118.3
,     6. Turkey,4.0,9.3,10.5,29.5,37.9,21.9,36.6,72.9,118.1,58.9,60.0,80.1,117.2,146.1,145.1,85.8,80.2,82.6,93.9
,     7. United Arab Emirates,2.8,4.9,6.9,13.8,16.2,24.3,33.0,65.0,106.4,73.1,61.0,92.8,104.5,123.1,125.2,76.5,75.2,77.2,83.3
,     8. Lithuania,5.9,2.6,2.4,8.7,15.7,21.9,24.6,60.7,110.4,...,73.2,93.1,105.6,127.8,117.3,63.2,60.5,79.9,71.2
,     9. Ukraine,84.3,63.6,80.5,62.4,53.8,82.0,64.3,52.6,101.7,115.1,188.7,155.5,236.9,139.2,103.7,65.9,55.6,69.1,75.2
,     10. India,0.1,34.4,31.5,3.2,3.3,1.4,9.6,8.5,57.4,29.4,35.1,59.2,67.4,83.5,98.5,70.2,58.2,62.9,59.0
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSv   calendar year ($ million) ,,,,,,,,,,,,,,,,,,,
,Current account balance,-61.9,-60.9,-16.7,-4.8,-57.4 |,-296.2,-372.4,"-1,193.8","-1,058.8",-717.5,-581.1,-413.3,-681.4,-884.8,-316.5,-477.1,-290.8,159.0,-378.5
,     Balance on goods,-81.5,-114.1,-123.8,-119.5,-135.8 |,-788.3,"-1,220.9","-2,174.8","-3,036.1","-2,122.2","-2,474.7","-3,013.8","-3,581.5","-3,986.0","-3,071.9","-2,290.1","-1,885.1","-1,516.8","-1,888.3"
,          Exports,838.9,651.6,699.1,906.2,"1,096.9 |",345.7,349.2,385.4,395.1,420.4,457.5,591.7,824.1,573.8,526.8,572.3,667.7,873.0,874.0
,          Imports,-920.5,-765.7,-822.9,"-1,025.7","-1,232.8 |","1,134.0","1,570.1","2,560.1","3,431.2","2,542.6","2,932.2","3,605.5","4,405.7","4,559.8","3,598.7","2,862.4","2,552.8","2,389.7","2,762.4"
,     Balance on services,-15.0,-25.9,-77.0,-103.3,-147.2 |,-105.6,-117.6,-444.0,-275.2,-112.3,-27.2,18.5,-92.9,-427.3,-290.3,-210.2,-142.3,-122.2,-215.6
,          Credit,63.6,65.0,70.2,89.5,124.6 |,146.3,134.2,148.7,181.4,178.9,384.6,459.2,487.6,363.4,309.5,252.4,231.8,252.0,242.2
,          Debit,-78.6,-90.9,-147.2,-192.8,-271.8 |,251.9,251.8,592.7,456.6,291.1,411.8,440.8,580.5,790.7,599.8,462.5,374.1,374.2,457.8
,     Balance on primary income,,,,,,348.2,630.4,"1,010.1","1,488.0",973.9,"1,327.5","1,793.9","2,111.5","2,664.3","2,183.8","1,526.2","1,164.4","1,215.3","1,225.7"
,          Credit,,,,,,390.1,674.6,"1,043.4","1,556.7","1,063.1","1,406.6","1,881.8","2,216.5","2,796.3","2,349.9","1,739.3","1,350.7","1,576.3","1,544.5"
,          Debit,,,,,,41.9,44.2,33.3,68.7,89.2,79.1,88.0,105.0,131.9,166.1,213.1,186.3,361.0,318.8
,     Balance on secondary income,34.6,79.1,184.0,218.1,225.6 |,249.5,335.7,414.9,764.6,543.1,593.2,788.1,881.5,864.2,862.0,496.9,572.2,582.6,499.8
,          Credit,36.5,93.0,201.7,285.1,348.4 |,317.1,440.8,596.3,942.7,652.1,779.7,"1,011.6","1,146.5","1,098.3","1,157.8",670.2,675.8,793.2,742.6
,          Debit,-1.9,-13.9,-17.7,-67.0,-122.8 |,67.6,105.1,181.5,178.2,109.0,186.5,223.5,264.9,234.1,295.8,173.3,103.6,210.6,242.8
,Capital account,4.5,15.2,45.4,13.9,25.5 |,–,99.9,32.8,39.4,120.4,68.5,50.2,71.7,133.3,124.0,144.0,178.6,134.9,175.9
,     Credit,...,...,...,...,... |,–,99.9,32.8,39.4,120.4,68.5,50.2,71.7,133.3,124.0,144.0,178.6,134.9,175.9
,     Debit,...,...,...,...,... |,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,Financial account,67.3,53.9,72.4,62.7,93.4 |,-284.5,-508.8,-769.5,-540.0,-77.7,-295.6,-536.4,-412.5,-478.6,-319.2,-503.4,-309.8,-380.4,-204.6
,     Direct investment,23.5,9.5,36.1,31.6,272.0 |,-54.5,-338.6,-360.0,-486.6,-149.1,-93.9,-145.9,-241.7,-283.1,-326.6,-454.0,-206.5,-63.1,-249.2
,     Portfolio investment,0.3,–,1.5,0.3,5.3 |,–,–,0.0,-0.0,–,-6.0,0.5,-0.1,1.2,-1.8,-0.1,-0.0,-500.0,0.2
,     Financial derivatives,...,...,...,...,... |,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,     Other investment,43.5,44.4,34.8,30.7,-183.9 |,-230.0,-170.2,-409.6,-53.3,71.3,-195.7,-391.0,-170.6,-196.7,9.3,-49.4,-103.2,182.7,44.4
,Net errors and omissions,-17.6,-12.6,-52.9,-30.3,-32.1 |,36.5,-222.7,262.1,542.2,495.5,267.1,-44.4,319.1,229.3,-215.6,-151.4,-151.1,-142.8,-265.8
,Overall balance,-7.7,-4.5,48.2,41.5,29.4 |,24.8,13.6,-129.4,62.8,-23.8,50.2,128.9,121.9,-43.5,-88.9,19.0,46.5,531.4,-263.8
,Reserves and related items,7.7,4.5,-48.2,-41.5,-29.4 |,-24.8,-13.6,129.4,-62.8,23.8,-50.2,-128.9,-121.9,43.5,88.9,-19.0,-46.5,-531.4,263.8
,International investment position,...,...,...,...,...,...,...,...,...,"-3,361.2","-3,551.2","-3,866.7","-4,187.2","-4,623.2","-4,962.3","-5,119.4","-5,102.8","-4,884.5","-4,982.2"
,,,,,,,,,,,,,,,,,,,,
,               Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,97.5,60.3,57.3,58.3,52.8,14.9,12.3,10.4,7.7,8.4,8.1,9.1,10.9,6.7,5.7,7.3,9.6,12.2,11.6
,               Imports,107.0,70.8,67.4,66.0,59.4,49.0,55.5,68.8,66.4,51.1,52.0,55.3,58.0,53.6,38.9,36.4,36.7,33.4,36.7
,               Balance on goods,-9.5,-10.6,-10.1,-7.7,-6.5,-34.1,-43.1,-58.5,-58.8,-42.6,-43.9,-46.2,-47.2,-46.9,-33.2,-29.2,-27.1,-21.2,-25.1
,               Current account balance,-7.2,-5.6,-1.4,-0.3,-2.8,-12.8,-13.2,-32.1,-20.5,-14.4,-10.3,-6.3,-9.0,-10.4,-3.4,-6.1,-4.2,2.2,-5.0
,               Overall balance,-0.9,-0.4,3.9,2.7,1.4,1.1,0.5,-3.5,1.2,-0.5,0.9,2.0,1.6,-0.5,-1.0,0.2,0.7,7.4,-3.5
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Total,94.3,94.3,89.5,117.6,172.1,188.9,203.8,84.9,163.2,256.2,403.4,532.4,628.5,660.8,510.8,494.3,652.8,"1,292.4","1,284.1"
,"     Gold, national valuation",1.4,1.7,0.0,5.7,14.6,20.7,28.7,44.8,59.3,81.6,79.2,243.1,330.7,200.1,333.3,429.9,545.5,650.6,917.3
,     Foreign exchange,85.0,87.7,87.7,111.0,156.2,162.8,171.6,36.5,88.2,65.0,216.7,182.2,190.7,353.3,76.4,33.7,77.5,610.3,336.0
,     Reserve position in the IMF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,     SDRs,7.8,4.9,1.8,0.9,1.3,5.4,3.5,3.6,15.7,109.5,107.5,107.1,107.2,107.4,101.0,30.8,29.8,31.5,30.7
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   (TJS–$),,,,,,,,,,,,,,,,,,,
,End of period,2.20,2.55,3.00,2.96,3.04,3.20,3.43,3.46,3.45,4.37,4.40,4.76,4.76,4.77,5.31,6.99,7.88,8.82,9.43
,Average of period,2.08,2.37,2.76,3.06,2.97,3.12,3.30,3.44,3.43,4.14,4.38,4.61,4.74,4.76,4.94,6.16,7.84,8.55,9.15
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"1,140.7","1,162.1","1,254.3","1,272.3","1,166.7","1,124.5","1,072.2","1,348.5","2,497.0","2,666.2","3,561.0","3,922.3","4,615.9","4,863.0","5,183.5","5,209.1","5,301.4","5,881.4",…
,     Long-term debt,846.3,869.5,988.7,969.5,833.6,852.9,875.2,"1,099.9","2,265.4","2,422.3","2,733.0","2,945.0","3,335.5","3,446.2","3,752.6","4,004.6","4,270.1","4,854.3",…
,          Public and publicly guaranteed,755.1,761.6,902.4,911.5,807.3,828.7,843.8,"1,067.3","1,378.9","1,606.2","1,805.7","1,966.2","1,996.1","2,011.2","2,043.6","2,157.6","2,289.0","3,092.2",…
,          Private nonguaranteed,91.2,107.9,86.3,58.0,26.3,24.2,31.4,32.6,886.5,816.1,927.3,978.8,"1,339.4","1,435.0","1,709.0","1,847.0","1,981.1","1,762.2",…
