NEW ZEALAND,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Productionl,"38,069","38,218","39,384","39,434","41,440","41,438","41,971","42,326","42,307","42,067","43,409","43,037","42,795","41,876","42,204","42,858","42,426","42,911","42,998"
,     Exports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Imports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Consumptionm,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"39,959","40,392","39,616","39,442","39,572"
,,,,,,,,,,,,,,,,,,,,
,Retail prices  (NZ$/L),,,,,,,,,,,,,,,,,,,
,"     Gasoline, premium",1.1,1.1,1.1,1.1,1.2,1.4,1.6,1.6,1.9,1.7,1.9,2.2,2.2,2.2,2.2,2.0,1.9,2.0,2.2
,     Diesel,0.7,0.7,0.6,0.6,0.7,0.9,1.1,1.0,1.4,1.0,1.2,1.5,1.5,1.5,1.4,1.1,1.0,1.2,1.4
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES   period averages; June 2017 = 100,,,,,,,,,,,,,,,,,,,
,Consumer  (national),69.8,71.6,73.5,74.8,76.5,78.9,81.5,83.4,86.7,88.6,90.6,94.3,95.3,96.3,97.5,97.8,98.5,100.3,101.9
,          Food and nonalcoholic beverages,68.0,72.6,74.7,74.3,74.6,75.5,77.8,80.5,87.3,92.5,93.4,98.3,97.6,98.0,98.3,98.3,97.7,99.8,99.6
,"          Alcoholic beverages, tobacco, and narcotics",50.5,53.4,55.3,56.9,58.9,60.7,62.2,64.0,65.4,67.5,71.7,76.9,81.5,85.4,87.8,92.5,95.8,100.2,105.3
,          Clothing and footwear,98.2,99.9,101.1,100.6,100.1,99.9,99.9,99.9,99.8,101.7,102.4,101.7,101.2,99.5,99.0,99.1,99.8,99.9,98.8
,"          Housing, water, electricity, gas, and other fuels",55.4,55.0,56.8,59.8,63.7,67.2,70.6,73.7,77.3,79.2,81.0,83.9,86.2,88.9,91.9,94.4,97.4,100.5,103.6
,"          Furnishings, household equipment, and routine household maintenance",96.2,100.3,101.2,100.4,99.6,100.7,100.9,100.8,100.8,102.9,101.6,101.6,101.1,98.9,98.6,98.4,100.4,100.2,99.9
,          Health,60.9,62.8,66.0,68.3,71.2,74.0,76.2,76.8,77.7,80.6,84.2,89.0,91.0,94.2,96.0,97.1,98.0,100.1,101.1
,          Transport,81.2,83.1,84.6,83.5,83.0,86.4,91.3,90.9,97.1,94.3,99.6,107.9,109.3,108.9,108.7,102.7,98.4,100.5,103.4
,          Communication,140.0,139.0,141.7,142.8,142.0,139.0,141.3,141.2,140.1,139.3,137.4,132.0,121.4,115.4,111.0,106.2,104.3,99.4,94.8
,          Recreation and culture,101.2,103.3,105.5,106.3,106.0,106.3,107.2,106.9,106.5,107.0,106.3,106.6,103.5,102.4,101.9,101.7,100.9,100.0,99.0
,          Education,57.5,58.2,60.0,61.0,63.6,66.7,69.6,69.9,70.5,73.6,77.4,82.4,85.4,88.6,91.8,95.3,97.8,100.0,94.8
,          Restaurants and hotels,62.4,64.4,66.8,68.5,70.3,72.2,74.3,76.8,80.8,84.1,86.3,90.0,91.8,93.1,94.8,96.6,98.6,100.7,104.6
,          Miscellaneous goods and services,64.6,66.5,68.2,70.7,73.2,76.0,78.6,80.8,82.9,85.3,86.3,89.1,92.1,94.3,96.0,97.2,98.6,100.7,103.5
,Producer;      December 2010 = 100,73.6,77.2,78.2,78.3,79.8,82.5,86.4,88.6,96.2,96.8,99.0,102.9,103.1,105.3,106.5,105.1,106.0,111.1,114.8
,Implicit GDP deflator    2009/2010 = 100,80.2,82.9,82.9,84.8,87.8,89.6,92.2,96.5,99.5,100.0,103.7,105.9,105.3,110.5,111.1,111.9,114.6,117.8,119.1
,,,,,,,,,,,,,,,,,,,,
,          Price Indexes  (% annual change),,,,,,,,,,,,,,,,,,,
,          Consumer price index,2.6,2.6,2.7,1.8,2.3,3.0,3.4,2.4,4.0,2.1,2.3,4.0,1.1,1.1,1.2,0.3,0.6,1.9,1.6
,      Food and nonalcoholic beverages price index,1.5,6.8,2.9,-0.5,0.4,1.2,3.0,3.5,8.4,6.0,1.0,5.2,-0.7,0.4,0.3,0.0,-0.6,2.1,-0.2
,          Producer price index,5.2,4.9,1.3,0.2,1.9,3.4,4.6,2.6,8.6,0.6,2.3,3.9,0.2,2.2,1.1,-1.3,0.8,4.8,3.4
,          Implicit GDP deflator,3.5,3.4,–,2.3,3.5,2.1,2.9,4.7,3.1,0.5,3.7,2.1,-0.6,4.9,0.5,0.7,2.4,2.8,1.1
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKING  as of end of period (NZ$ million),,,,,,,,,,,,,,,,,,,
,Money supply (M1),"15,932","19,094","20,463","22,453","23,346","24,840","26,651","27,426","29,076","29,843","31,521","34,044","36,420","39,881","42,359","46,111","60,283","65,542","71,855"
,     Currency in circulation,"2,069","2,241","2,451","2,597","2,737","2,946","3,061","3,190","3,526","3,579","3,719","3,938","4,013","4,350","4,712","5,127","5,334","5,806","6,060"
,     Demand depositsn,"13,863","16,853","18,012","19,856","20,609","21,895","23,590","24,235","25,551","26,264","27,802","30,107","32,408","35,531","37,647","40,984","54,949","59,736","65,794"
,Quasi-moneyo,"25,386","28,318","30,881","31,261","32,021","37,187","46,567","44,211","48,569","48,364","48,022","57,622","66,660","79,298","89,103","104,047","212,405","227,058","239,544"
,Money supply (M2)p,"41,318","47,412","51,344","53,714","55,367","62,028","73,218","71,637","77,645","78,207","79,543","91,666","103,080","119,179","131,463","150,158 |","272,689","292,600","311,399"
,Money supply (M3)q,"103,441","114,966","129,954","138,173","149,168","160,820","188,701","204,127","215,727","217,813","224,764","239,262","253,627","266,397","283,086","305,985",...,...,…
,     Foreign assets (net)r,"-27,265","-26,060","-19,188","-24,897","-33,181","-42,851","-41,283","-51,338","-68,021","-71,466","-67,314","-60,019","-52,640","-51,903","-48,333","-48,938","-79,801","-76,171","-79,963"
,     Domestic credit,"136,669","147,210","162,075","175,670","198,651","218,584","244,100","272,620","300,348","309,827","314,804","321,647","333,251","347,307","365,364","392,283","415,342","435,693","458,831"
,          Claims on government sector,"3,355","2,111","3,519","3,571","5,278","4,535","2,634","-1,267","3,758","8,329","11,739","13,354","13,650","11,322","14,325","11,592","6,799","7,033","6,967"
,          Claims on private sector,"120,975","130,117","145,429","158,813","179,880","199,224","226,140","259,707","272,121","285,880","289,637","296,460","304,336","321,451","336,677","366,451","408,543","428,660","451,863"
,          Claims on other financial institutions,"12,339","14,981","13,127","13,286","13,494","14,824","15,325","14,179","24,469","15,618","13,428","11,834","15,265","14,535","14,362","14,240",...,...,...
,     Other items,"-5,963","-6,184","-12,933","-12,601","-16,302","-14,913","-14,116","-17,156","-16,600","-20,548","-22,726","-22,367","-26,983","-29,007","-33,945","-37,359",...,...,...
,,,,,,,,,,,,,,,,,,,,
,          Money Supply (M3) | (M2)  (% annual change)s,6.6,11.1,13.0,6.3,8.0,7.8,17.3,8.2,5.7,1.0,3.2,6.5,6.0,5.0,6.3,8.1 |,7.7,7.3,6.4
,          M3 | M2  (% of GDP at current market prices)t,86.3,89.3,96.1,95.6,96.5,98.7,109.6,109.2,113.8,112.1,110.5,112.2,116.6,114.5,116.9,120.4 |,102.7,103.7,106.2
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks,,,,,,,,,,,,,,,,,,,
,Demand depositsu,"25,881","31,264","32,113","35,620","34,864","36,186","37,181","36,323","37,208","38,051","39,555","44,331","52,411","61,413","69,945","80,229","62,913","68,850","74,036"
,Savings depositsv,"13,368","13,907","16,629","16,796","19,374","23,480","33,875","32,406","37,426","37,338","36,504","45,394","48,109","55,366","58,711","66,720","88,884","84,424","83,857"
,Time deposits,"63,862","69,802","80,627","91,672","102,788","109,262","122,534","138,135","158,023","148,648","154,140","156,444","165,502","164,221","165,325","172,716","155,502","174,167","188,645"
,Domestic credits outstandingw,"141,219","143,264","155,505","165,572","186,945","213,866","237,936","272,584","299,458","308,737","316,551","327,241","340,006","352,838","365,936","392,790","416,238","436,441","462,633"
,,,,,,,,,,,,,,,,,,,,
,Interest Rates  as of end of period  (% per annum),,,,,,,,,,,,,,,,,,,
,On deposits,,,,,,,,,,,,,,,,,,,
,     Time: 6 months,6.5,4.6,5.6,5.2,6.3,6.9,7.2,8.4,4.8,4.3,4.7,4.1,4.0,3.8,4.2,3.3,3.3,3.3,3.3
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE  fiscal year ending 30 June (NZ$ million) ,,,,,,,,,,,,,,,,,,,
,General Government,,,,,,,,,,,,,,,,,,,
,     Revenue,…,…,…,…,…,…,…,…,…,"75,267","72,550","78,748","79,000","82,779","86,977","91,897","96,659","102,727","107,757"
,          Taxes,…,…,…,…,…,…,…,…,…,"61,580","57,307","58,967","62,983","66,805","70,042","75,199","79,563","85,236","90,205"
,"               Taxes on income, profits, and capital gains",…,…,…,…,…,…,…,…,…,"38,762","33,659","32,839","35,379","38,156","40,012","43,224","45,789","49,543","52,434"
,                    Payable by individuals,…,…,…,…,…,…,…,…,…,"27,684","25,482","24,378","25,134","27,058","28,412","30,549","32,061","34,121","36,090"
,                    Payable by corporations and other enterprises,…,…,…,…,…,…,…,…,…,"11,078","8,178","8,460","10,245","11,099","11,600","12,675","13,728","15,422","16,344"
,"                    Other taxes on income, profits, and capital gains",…,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–
,               Taxes on payroll and workforce,…,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,–,–
,               Taxes on property,…,…,…,…,…,…,…,…,…,"3,795","3,958","4,179","4,357","4,495","4,754","4,970","5,284","5,558","5,807"
,               Taxes on goods and services,…,…,…,…,…,…,…,…,…,"17,085","17,762","19,992","21,177","22,056","23,064","24,561","25,994","27,525","29,158"
,               Taxes on international trade and transaction,…,…,…,…,…,…,…,…,…,"1,937","1,928","1,957","2,071","2,098","2,211","2,444","2,496","2,609","2,804"
,               Other taxes,…,…,…,…,…,…,…,…,…,–,–,–,–,–,–,–,–,1,3
,          Social contributions,…,…,…,…,…,…,…,…,…,"2,278","2,523","2,745","2,782","2,514","2,618","2,392","2,049","2,063","1,992"
,          Grants (revenue),…,…,…,…,…,…,…,…,…,"1,622","1,831","1,764","1,539","1,872","1,917","1,898","1,929","1,842","1,902"
,          Other revenue,…,…,…,…,…,…,…,…,…,"9,787","10,889","15,271","11,696","11,589","12,400","12,408","13,118","13,586","13,659"
,     Expense,…,…,…,…,…,…,…,…,…,"72,092","75,682","92,024","82,550","83,448","85,487","87,827","90,873","95,000","99,580"
,          Compensation of employees,…,…,…,…,…,…,…,…,…,"17,758","18,472","19,245","19,886","20,319","20,886","21,726","22,404","23,246","24,333"
,          Use of goods and services,…,…,…,…,…,…,…,…,…,"10,693","11,041","11,654","11,923","11,827","12,341","12,698","13,399","14,242","14,462"
,          Consumption of fixed capital,…,…,…,…,…,…,…,…,…,"4,805","5,129","5,527","5,357","5,444","5,625","5,891","6,051","6,234","6,530"
,          Interest,…,…,…,…,…,…,…,…,…,"2,627","2,889","3,744","4,112","4,315","4,129","4,332","4,230","4,267","4,258"
,          Subsidies,…,…,…,…,…,…,…,…,…,968,676,"1,264","1,015",997,873,736,775,912,951
,          Grants (expense),…,…,…,…,…,…,…,…,…,"5,823","6,079","18,121","7,262","6,768","7,060","6,843","7,371","8,074","9,344"
,          Social benefits,…,…,…,…,…,…,…,…,…,"28,887","30,831","31,875","32,460","33,180","34,010","35,067","36,185","37,590","39,279"
,          Other expense,…,…,…,…,…,…,…,…,…,530,564,593,535,597,563,535,460,434,422
,     Net operating balance,…,…,…,…,…,…,…,…,…,"3,175","-3,132","-13,276","-3,549",-669,"1,490","4,070","5,785","7,727","8,177"
,     Gross operating balance,…,…,…,…,…,…,…,…,…,"7,980","1,997","-7,749","1,808","4,776","7,115","9,960","11,836","13,961","14,707"
,     Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,     Net/gross investment in nonfinancial assets,…,…,…,…,…,…,…,…,…,"3,841","3,630","2,068","2,232","3,461","3,705","4,400","4,367","4,430","5,011"
,          Fixed assets,…,…,…,…,…,…,…,…,…,"8,520","8,433","7,395","7,571","8,304","8,786","9,988","9,911","10,203","10,805"
,          Inventories,…,…,…,…,…,…,…,…,…,-47,10,38,-71,-72,-56,51,96,95,234
,          Valuables,…,…,…,…,…,…,…,…,…,–,1,1,1,–,1,–,–,–,–
,          Nonproduced assets,…,…,…,…,…,…,…,…,…,174,315,162,90,673,600,253,410,366,502
,     Expenditure,…,…,…,…,…,…,…,…,…,"75,932","79,312","94,091","84,782","86,909","89,192","92,228","95,241","99,430","104,591"
,     Net lending/Net borrowing,…,…,…,…,…,…,…,…,…,-665,"-6,762","-15,344","-5,781","-4,130","-2,215",-331,"1,418","3,297","3,166"
,     Primary balance,…,…,…,…,…,…,…,…,…,"1,963","-3,873","-11,600","-1,669",185,"1,914","4,001","5,648","7,564","7,424"
,     Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,     Net acquisition of financial assets,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Domestic ,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          External ,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Net incurrence of liabilities,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          Domestic ,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,          External ,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,,,,,,,,,,,,,,,,,,,,
,Government Finance (% of GDP at current market prices),…,…,…,…,…,…,…,…,…,,,,,,,,,,
,Revenue,…,…,…,…,…,…,…,…,…,39.7,36.9,38.3,36.7,37.8,36.7,37.5,37.6,37.6,37.3
,Taxes,…,…,…,…,…,…,…,…,…,32.5,29.1,28.6,29.3,30.5,29.6,30.7,30.9,31.2,31.2
,Taxes payable by individuals,…,…,…,…,…,…,…,…,…,14.6,13.0,11.8,11.7,12.4,12.0,12.5,12.5,12.5,12.5
,Taxes payable by corporations and other enterprises,…,…,…,…,…,…,…,…,…,5.8,4.2,4.1,4.8,5.1,4.9,5.2,5.3,5.6,5.7
,Expenditure,…,…,…,…,…,…,…,…,…,40.1,40.3,45.7,39.4,39.7,37.7,37.7,37.0,36.4,36.2
,Net lending/Net borrowing,…,…,…,…,…,…,…,…,…,-0.4,-3.4,-7.5,-2.7,-1.9,-0.9,-0.1,0.6,1.2,1.1
,Primary balance,…,…,…,…,…,…,…,…,…,1.0,-2.0,-5.6,-0.8,0.1,0.8,1.6,2.2,2.8,2.6
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, General Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,…,…,…,…,…,…,…,…,…,"75,932","79,312","94,091","84,782","86,909","89,192","92,228","95,241","99,430","104,591"
,General public services,…,…,…,…,…,…,…,…,…,"8,285","8,784","11,466","10,086","11,123","10,442","10,527","11,092","13,181","13,928"
,Defense,…,…,…,…,…,…,…,…,…,"2,159","2,198","2,123","2,065","2,175","2,444","2,538","2,316","2,536","2,667"
,Public order and safety,…,…,…,…,…,…,…,…,…,"3,763","3,917","4,411","4,298","4,599","4,692","4,510","5,099","4,948","5,417"
,Economic affairs,…,…,…,…,…,…,…,…,…,"6,676","7,178","7,291","7,218","6,804","7,176","7,706","7,789","8,057","9,190"
,Environmental protection,…,…,…,…,…,…,…,…,…,"2,148","2,281","1,968","2,223","2,462","2,491","2,523","2,470","2,488","2,724"
,Housing and community amenities,…,…,…,…,…,…,…,…,…,"1,140","1,237","1,754","1,795","1,486","1,592","1,671","2,251","1,619","1,694"
,Health,…,…,…,…,…,…,…,…,…,"13,436","13,781","14,155","15,030","15,846","16,358","16,788","17,395","17,861","19,040"
,"Recreation, culture, and religion",…,…,…,…,…,…,…,…,…,"2,064","2,092","2,098","2,029","2,090","2,325","2,473","2,465","2,664","2,812"
,Education,…,…,…,…,…,…,…,…,…,"12,555","13,296","13,823","14,103","14,185","14,632","15,332","15,675","16,076","16,504"
,Social protection,…,…,…,…,…,…,…,…,…,"23,706","24,547","35,001","25,936","26,141","27,041","28,161","28,690","29,998","30,614"
,,,,,,,,,,,,,,,,,,,,
,               Expenditure by Function   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,…,…,…,…,…,…,…,…,…,6.6,6.8,6.7,6.6,6.5,6.2,6.3,6.1,5.9,5.7
,               Health,…,…,…,…,…,…,…,…,…,7.1,7.0,6.9,7.0,7.2,6.9,6.9,6.8,6.5,6.6
,               Social protection,…,…,…,…,…,…,…,…,…,12.5,12.5,17.0,12.1,11.9,11.4,11.5,11.2,11.0,10.6
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year (NZ$ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob  ","30,536","32,695","30,271","28,600","31,088","31,098","35,303","38,126","43,353","39,556","44,764","47,468","46,160","50,028","48,915","48,833","48,694","54,603","58,387"
,"Imports, cif","31,463","31,829","32,168","32,355","35,446","38,160","41,082","42,653","48,037","39,719","44,024","47,202","46,681","49,230","51,287","52,599","52,404","58,071","64,100"
,     Trade balance,-927,866,"-1,897","-3,755","-4,358","-7,062","-5,779","-4,528","-4,684",-164,741,267,-521,798,"-2,372","-3,765","-3,709","-3,468","-5,713"
,,,,,,,,,,,,,,,,,,,,
,                    External Trade  (% annual change),,,,,,,,,,,,,,,,,,,
,                    Exports,29.5,7.1,-7.4,-5.5,8.7,0.0,13.5,8.0,13.7,-8.8,13.2,6.0,-2.8,8.4,-2.2,-0.2,-0.3,12.1,6.9
,                    Imports,16.0,1.2,1.1,0.6,9.6,7.7,7.7,3.8,12.6,-17.3,10.8,7.2,-1.1,5.5,4.2,2.6,-0.4,10.8,10.4
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade    calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total","12,743","13,479","14,187","16,327","20,342","21,766","22,441","27,000","30,546","24,916","31,349","37,505","37,254","39,584","41,826","34,351","33,682","38,184","40,001"
,"     1. China, People's Republic of",378,541,655,792,"1,150","1,104","1,220","1,443","1,787","2,294","3,498","4,701","5,591","8,214","8,365","6,028","6,525","8,531","9,641"
,     2. Australia,"2,566","2,534","2,875","3,546","4,259","4,657","4,598","5,928","7,088","5,820","7,241","8,308","7,857","7,528","7,316","5,818","5,753","6,274","6,336"
,     3. United States,"1,880","2,027","2,199","2,371","2,926","3,067","2,947","3,103","3,097","2,402","2,704","3,172","3,444","3,351","3,889","4,057","3,681","3,789","3,821"
,     4. Japan,"1,745","1,682","1,627","1,788","2,287","2,301","2,303","2,474","2,570","1,768","2,437","2,650","2,609","2,350","2,459","2,069","2,078","2,326","2,421"
,"     5. Korea, Republic of",558,593,621,572,779,769,881,981,983,783,"1,018","1,318","1,258","1,348","1,463","1,097","1,040","1,072","1,209"
,     6. United Kingdom,700,652,675,785,961,"1,012","1,103","1,252","1,212","1,048","1,099","1,212","1,134","1,152","1,290","1,175","1,014","1,031","1,072"
,     7. Singapore,220,168,177,184,241,306,346,510,621,734,595,636,683,835,838,763,772,787,880
,"     8. Taipei,China",301,296,313,358,464,545,497,568,543,478,606,716,671,725,846,784,757,748,370
,     9. Malaysia,258,295,274,307,348,331,323,480,686,443,558,703,718,744,811,664,554,722,711
,"     10. Hong Kong, China",344,323,287,324,369,369,363,431,498,498,622,616,706,632,613,524,562,866,789
,,,,,,,,,,,,,,,,,,,,
,"Imports, total","13,952","13,367","15,098","18,476","23,094","26,133","26,363","30,781","34,202","25,641","30,682","36,722","38,384","39,655","42,304","36,550","36,138","40,049","43,924"
,"     1. China, People's Republic of",867,930,"1,209","1,669","2,249","2,843","3,238","4,130","4,531","3,868","4,900","5,906","6,282","6,931","7,187","7,125","7,232","7,750","8,633"
,     2. Australia,"3,086","2,925","3,336","4,109","5,164","5,460","5,399","6,362","6,207","4,718","5,569","5,853","5,838","5,274","5,188","4,331","4,595","4,937","5,013"
,     3. United States,"2,425","2,152","2,061","2,188","2,618","2,882","3,107","2,984","3,258","2,681","3,214","3,803","3,578","3,734","4,933","4,292","3,949","4,290","4,420"
,     4. Japan,"1,572","1,467","1,813","2,173","2,588","2,880","2,417","2,918","2,836","1,855","2,261","2,313","2,476","2,538","2,830","2,397","2,609","2,971","3,033"
,     5. Germany,592,644,778,985,"1,208","1,272","1,172","1,445","1,472","1,067","1,260","1,583","1,705","1,831","2,048","1,710","1,777","2,142","2,207"
,     6. Thailand,204,215,260,335,440,661,644,831,940,680,991,"1,054","1,226","1,365","1,465","1,515","1,638","1,893","1,919"
,"     7. Korea, Republic of",308,306,367,495,661,727,778,837,955,896,"1,058","1,151","1,452","1,577","1,901","1,356","1,528","1,453","2,001"
,     8. Malaysia,363,411,372,429,576,675,805,930,"1,490",740,"1,073","1,152","1,413","1,610","1,832","1,217",983,"1,265","1,446"
,     9. Singapore,234,263,267,357,619,842,"1,151","1,523","1,595","1,056","1,184","1,705","1,824","1,537","1,543","1,267",997,"1,368","1,474"
,     10. United Kingdom,535,518,555,618,783,844,724,799,772,601,691,"1,003","1,102","1,011","1,109",944,"1,046","1,253","1,248"
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSx    fiscal year beginning 1 April ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,"-1,219",-677,"-1,277","-2,489","-5,356","-8,812","-7,631","-9,421","-8,751","-1,922","-4,116","-5,404","-6,476","-4,819","-6,600","-4,456","-4,927","-6,104",...
,Balance on goods,829,911,240,-850,"-1,790","-3,376","-2,317","-1,879","-1,361","1,443","2,146","1,584",420,"2,200",-403,"-1,725","-2,113","-1,927",...
,     Exports,"13,623","13,716","15,131","17,827","21,058","21,800","23,344","29,346","28,682","27,101","33,206","38,757","37,903","41,380","39,812","33,110","34,639","39,135",...
,     Imports,"12,795","12,804","14,892","18,677","22,848","25,175","25,659","31,225","30,043","25,658","31,061","37,175","37,483","39,180","40,215","34,834","36,752","41,062",...
,Balance on services,744,"1,044","1,794","2,414","2,089","1,743","1,881","2,050","1,051","1,619","1,277","1,079",812,878,"2,080","3,338","3,539","3,735",...
,     Credit,"5,267","5,377","6,859","8,622","9,732","10,081","10,116","12,172","10,822","10,783","11,928","13,477","13,229","13,682","15,125","14,881","15,962","17,047",...
,     Debit,"4,524","4,333","5,065","6,208","7,642","8,338","8,235","10,122","9,771","9,165","10,651","12,399","12,416","12,803","13,044","11,543","12,424","13,313",...
,Balance on primary income,"-3,003","-2,726","-3,373","-4,212","-5,870","-7,283","-7,588","-10,117","-8,936","-5,403","-7,411","-7,791","-7,374","-7,532","-7,920","-5,810","-6,147","-7,606",...
,     Credit,"1,660","1,698","2,327","3,034","3,742","3,602","4,096","5,363","3,872","3,647","4,071","5,195","5,546","5,827","5,825","5,417","5,771","5,990",...
,     Debit,"4,662","4,424","5,699","7,247","9,612","10,884","11,683","15,479","12,806","9,052","11,480","12,984","12,919","13,357","13,746","11,227","11,920","13,595",...
,Balance on secondary income,212,93,62,158,216,104,393,525,494,421,-129,-277,-333,-364,-358,-259,-204,-307,...
,     Credit,606,564,687,884,"1,056","1,159","1,294","1,604","1,535","1,372",859,"1,018","1,039","1,038","1,499","1,361","1,537","1,597",...
,     Debit,393,470,625,726,841,"1,056",902,"1,079","1,042",951,988,"1,295","1,372","1,403","1,856","1,620","1,741","1,904",...
,Capital account,0,3,23,-2,5,-1,–,2,737,12,"15,278",906,-1,1,30,234,958,167,...
,     Credit,1,4,23,–,5,1,–,4,751,19,"15,316",950,26,7,40,258,996,216,...
,     Debit,1,1,–,2,1,2,–,2,15,7,37,44,26,7,10,25,37,49,...
,Financial accounty,"1,803","1,876","1,668","5,454","8,297","9,952","8,045","8,506","1,961","3,273","-11,373","10,191","5,412",-436,"1,475","2,596","5,417","4,079",...
,     Direct investment,"3,911",-253,"1,488","-4,204",984,"3,583","3,631","-2,170","3,434","1,544",42,"2,037","3,400","1,231","2,084",73,"2,269","3,636",...
,     Portfolio investment,-304,-201,"2,112","4,347","3,494","6,644",912,"12,302","-12,478","4,708","7,650","1,439","4,589","-3,802","1,034","1,541","2,865",839,...
,     Financial derivatives,13,-3,1,-4,4,-27,-38,45,"-1,529","1,152",276,189,-804,582,-737,"-1,772",682,-412,...
,     Other investments,"-1,813","2,298",-647,"6,742","3,198","3,107","7,971","2,708","6,034",274,"-17,807","6,699",-703,-153,662,575,"1,698","1,959",...
,Net errors and omissions,-585,"-1,201",-414,"-2,965","-2,945","-1,140",-412,914,"6,053","-1,363",210,"-5,690","1,065","5,254","5,095","1,625","-1,448","1,858",...
,Overall balance,585,"1,201",414,"2,965","2,945","1,140",412,-914,"-6,053","1,363",-210,"5,690","-1,065","-5,254","-5,095","-1,625","1,448","-1,858",...
,Reserves and related items,4,-35,"1,286","1,427",-616,"3,355","4,431","4,379","-6,501","4,406","1,534",173,"1,070","-1,706","1,568","-2,180","2,096","1,943",...
,International investment position,"-38,755","-35,401","-44,370","-61,706","-74,691","-81,866","-85,247","-105,074","-103,823","-103,425","-93,267","-115,797","-120,991","-124,546","-123,813","-106,986","-108,868","-111,662",...
,,,,,,,,,,,,,,,,,,,,
,          Balance of Payments   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,          Exports,25.8,25.5,22.6,20.1,20.2,19.3,20.6,20.7,23.3,20.6,22.3,22.5,21.4,21.7,20.3,19.2,18.1,19.2,...
,          Imports,24.2,23.8,22.2,21.1,21.9,22.3,22.7,22.0,24.4,19.5,20.8,21.6,21.2,20.5,20.5,20.2,19.2,20.1,...
,          Balance on goods,1.6,1.7,0.4,-1.0,-1.7,-3.0,-2.0,-1.3,-1.1,1.1,1.4,0.9,0.2,1.2,-0.2,-1.0,-1.1,-0.9,...
,          Current account balance,-2.3,-1.3,-1.9,-2.8,-5.1,-7.8,-6.7,-6.6,-7.1,-1.5,-2.8,-3.1,-3.7,-2.5,-3.4,-2.6,-2.6,-3.0,...
,          Overall balance,1.1,2.2,0.6,3.3,2.8,1.0,0.4,-0.6,-4.9,1.0,-0.1,3.3,-0.6,-2.8,-2.6,-0.9,0.8,-0.9,...
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES     as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,"3,952","3,565","4,963","6,085","6,947","8,893","14,068","17,247","11,052","15,594","16,723","17,012","17,583","16,318","15,861","14,700","17,808","20,684","17,657"
,"     Gold, national valuation",–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,     Foreign exchange,"3,619","3,161","4,482","5,414","6,439","8,694","13,916","17,124","10,855","13,982","15,133","15,242","15,778","14,409","14,070","13,104","16,523","19,327","16,060"
,     Reserve position in the IMF,320,387,459,644,474,165,119,95,175,273,273,499,547,606,522,386,253,244,305
,     SDRs,13,16,22,28,34,34,33,28,22,"1,340","1,317","1,272","1,258","1,303","1,268","1,209","1,032","1,113","1,292"
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES    (NZ$–$),,,,,,,,,,,,,,,,,,,
,End of period,2.3,2.4,1.9,1.5,1.4,1.5,1.4,1.3,1.7,1.4,1.3,1.3,1.2,1.2,1.3,1.5,1.4,1.4,1.5
