MYANMAR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,"     Housing, water, electricity, gas, and other fuels",…,…,…,…,…,… |,100.0,123.5,138.8,150.3,160.0,176.4 |,92.6,108.4,114.6,123.6,130.4,136.9,147.6
,"     Furnishings, household equipment, and routine household maintenance",…,…,…,…,…,… |,100.0,125.5,140.2,135.7,139.1,139.8 |,102.4,101.4,102.1,107.8,112.9,114.7,119.7
,     Health,…,…,…,…,…,… |,100.0,138.1,88.5,130.4,159.2,176.1 |,122.7,106.0,112.2,121.1,128.5,133.6,141.1
,     Transport,…,…,…,…,…,… |,100.0,98.3,137.5,123.9,142.1,160.2 |,87.3,98.9,99.3,93.6,89.5,98.6,109.6
,     Communication,…,…,…,…,…,… |,100.0,…,…,…,…,…,...,96.4,95.9,96.3,95.2,98.3,102.3
,     Recreation and culture,…,…,…,…,…,… |,100.0,129.0,150.9,167.3,176.2,180.1 |,87.7,99.1,99.3,102.4,104.8,105.7,107.7
,     Education,…,…,…,…,…,… |,100.0,136.1,173.2,216.4,239.5,246.0 |,98.3,109.7,114.6,116.9,120.8,122.4,129.0
,     Restaurants and hotels,…,…,…,…,…,… |,100.0,129.6,152.2,179.2,183.9,208.9 |,93.0,99.4,98.5,104.5,109.2,112.8,122.8
,     Miscellaneous goods and services,…,…,…,…,…,… |,100.0,118.3,136.4,153.2,165.0,174.2 |,98.6,100.9,99.5,108.6,116.8,122.4,128.7
,Consumer (Yangon);  1997 | 2006 = 100 | December 2012 = 100,157.3,220.4,316.2,398.0,404.6,449.1 |,100.0,115.4,144.6,146.8,159.9,168.1 |,101.8,102.4,109.0,118.5,130.0,135.2,143.6
,     Food and nonalcoholic beverages,…,…,…,…,…,… |,100.0,115.4,147.5,143.9,157.6,162.7 |,108.1,103.8,114.9,129.8,146.9,153.8,164.9
,"     Alcoholic beverages, tobacco, and narcotics",…,…,…,…,…,… |,100.0,119.6,146.9,157.4,162.9,178.8 |,113.1,108.9,113.6,122.3,149.6,154.4,159.5
,     Clothing and footwear,…,…,…,…,…,… |,100.0,163.5,201.0,209.0,223.0,226.5 |,100.0,103.5,107.9,112.8,116.2,117.6,120.5
,"     Housing, water, electricity, gas, and other fuels",…,…,…,…,…,… |,100.0,107.5,122.5,135.5,143.6,144.6 |,138.3,104.0,107.3,111.0,114.0,115.7,120.0
,"     Furnishings, household equipment, and routine household maintenance",…,…,…,…,…,… |,100.0,113.4,142.6,126.5,139.1,128.8 |,101.3,100.7,104.3,113.0,124.2,125.0,127.3
,     Health,…,…,…,…,…,… |,100.0,125.8,148.0,127.3,163.4,168.2 |,94.0,101.2,103.3,115.8,136.5,138.9,140.7
,     Transport,…,…,…,…,…,… |,100.0,106.0,125.5,107.8,119.9,171.3 |,59.4,95.5,95.0,92.8,92.2,98.7,105.9
,     Communication,…,…,…,…,…,… |,100.0,…,…,…,…,…,...,97.0,96.5,96.8,97.1,103.1,109.7
,     Recreation and culture,…,…,…,…,…,… |,100.0,90.3,105.8,115.9,163.1,163.1 |,94.5,104.1,107.7,107.8,108.2,108.8,111.1
,     Education,…,…,…,…,…,… |,100.0,148.5,194.6,319.3,313.9,305.3 |,124.1,104.5,104.5,104.5,104.5,104.5,106.8
,     Restaurants and hotels,…,…,…,…,…,… |,100.0,117.6,157.9,183.0,190.3,185.6 |,105.8,102.4,102.7,106.7,115.4,117.4,124.4
,     Miscellaneous goods and services,…,…,…,…,…,… |,100.0,99.7,118.7,129.7,154.9,163.4 |,111.8,100.7,101.0,110.6,122.2,125.4,129.1
,Implicit GDP deflator;   2000/2001 | 2005/2006 | 2010/2011 = 100,"2,545.7 |",124.8,176.7,212.9,220.5,262.8 |,121.3,150.0,170.4,178.7 |,100.0,110.3,113.7,118.7,123.6,128.8,133.3,141.7,...
,,,,,,,,,,,,,,,,,,,,
,              Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index (national),-0.2,21.2,57.0,36.6,4.5,9.4,20.0,19.0,19.7,1.5,7.7,5.0,1.5,8.9,5.0,9.5,6.9,4.6,6.8
,               Food and nonalcoholic beverages price index (national),…,…,…,…,…,…,…,18.7,21.0,-1.3,7.4,2.9,…,6.8,6.9,13.1,9.2,4.4,6.6
,               Implicit GDP deflator,2.5,24.8,41.5,20.5,3.6,19.2,21.3,23.6,13.6,4.9,7.0,10.3,3.1,4.4,4.2,4.1,3.6,6.3,...
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKING   as of end of period (MK billion) ,,,,,,,,,,,,,,,,,,,
,Money supply (M1),499.7,695.5,"1,001.4","1,175.4","1,471.8","1,931.7","2,445.6","3,181.1","3,385.4","4,199.2","5,548.9","6,702.8","7,735.3","9,610.0","10,918.1","14,396.0","14,496.4","15,807.3","17,178.7"
,     Currency in circulationn,378.0,494.6,718.6,"1,102.9","1,347.6","1,743.7","2,152.9","2,696.7","2,922.6","3,568.6","4,278.9","5,132.6","5,856.8","6,949.2","7,622.8","9,392.5","9,601.8","10,390.9","11,786.6"
,     Demand deposits,121.7,200.9,282.8,72.5,124.2,188.0,292.7,484.5,462.7,630.6,"1,270.0","1,570.2","1,878.6","2,660.9","3,295.3","5,003.5","4,894.7","5,416.4","5,392.1"
,Quasi-money,335.7,458.5,563.2,400.7,610.1,718.7,928.6,"1,202.7","1,651.3","2,380.6","3,827.3","5,542.6","8,497.1","11,723.5","14,886.3","19,323.3","25,106.5","31,931.1","37,515.3"
,Money supply (M2),835.3,"1,154.0","1,564.6","1,576.1","2,081.9","2,650.4","3,374.2","4,383.8","5,036.7","6,579.8","9,376.2","12,245.5","16,232.5","21,333.5","25,804.4","33,719.3","39,603.0","47,738.4","54,694.0"
,     Foreign assets (net),1.2,-8.9,-8.0,-9.5,-9.9,-10.3,-7.1,-1.8,2.4,5.6,6.7,24.6,"5,535.4","5,591.5","7,461.2","10,392.9","9,464.0","9,376.6","10,970.6"
,     Domestic claims,686.0,"1,177.1","1,584.7","1,667.6","2,229.0","2,833.7","3,598.5","4,713.5","5,407.8","7,172.5","10,030.2","12,800.4","11,645.6","15,519.2","18,885.3","24,192.9","31,332.3","38,468.4","45,253.4"
,          Claims on government sector,445.4,712.6,929.7,"1,294.9","1,766.9","2,252.7","2,936.7","3,906.5","4,485.0","5,988.3","8,127.1","9,642.1","4,281.3","6,571.7","6,325.9","8,949.9","12,048.4","14,469.3","18,156.9"
,          Claims on private sector,240.6,390.4,581.9,316.0,430.4,572.2,653.4,799.0,912.4,"1,176.9","1,896.1","3,124.3","4,772.4","7,447.8","10,139.9","13,156.6","17,526.8","21,934.3","26,267.9"
,          Claims on other financial institutions,0.0,74.1,73.0,56.7,31.8,8.8,8.4,8.1,10.4,7.3,7.0,34.0,"2,591.9","1,499.7","2,419.5","2,086.5","1,757.1","2,064.8",828.7
,     Other items,148.1,-14.1,-12.1,-82.0,-137.3,-173.0,-217.2,-327.8,-373.5,-598.2,-660.7,-579.5,-948.6,222.9,-542.1,-866.5,"-1,193.3",-106.7,"-1,530.0"
,,,,,,,,,,,,,,,,,,,,
,               Money Supply (M2)  (% annual change),42.2,38.1,35.6,0.7,32.1,27.3,27.3,29.9,14.9,30.6,42.5,30.6,32.6,31.4,21.0,30.7,17.4,20.5,14.6
,               M2 (% of GDP at current producer prices),32.7,32.5,27.8,20.4,22.9,21.6,20.0,18.8,17.2,19.4,23.6,26.4,31.7,36.8,39.5,46.4,49.7,52.8,...
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Bankso,,,,,,,,,,,,,,,,,,,
,Demand depositsp,121.7,208.8,292.8,83.5,138.3,184.4,237.2,484.5,462.7,630.6,"1,270.0","1,570.2","1,878.6","2,660.9","3,295.3","5,003.5","4,894.7","5,416.4","5,392.1"
,Savings depositsq,300.7,399.5,456.6,354.4,570.7,674.4,877.0,"1,202.7","1,651.3","2,380.6","3,121.5","5,264.1","7,091.8","9,262.5","10,797.9","13,054.6","16,216.7","19,462.2","22,877.1"
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE   fiscal year beginning 1 April (MK billion) ,,,,,,,,,,,,,,,,,, ,
,General Government,,,,,,,,,,,,,,,,,,,
,     Revenue,...,...,...,...,...,...,...,...,...,...,...,...,"5,033","6,471","9,061","8,603","9,307","9,641","10,160"
,          Taxes,...,...,...,...,...,...,...,...,...,...,...,...,"3,404","4,259","5,096","5,473","6,236","6,513","6,840"
,"               Taxes on income, profits, and capital gains",...,...,...,...,...,...,...,...,...,...,...,...,"1,438","1,807","2,242","2,341","2,324","2,264","2,325"
,                    Payable by individuals,...,...,...,...,...,...,...,...,...,...,...,...,…,…,…,…,…,381,…
,                    Payable by corporations and other enterprises,...,...,...,...,...,...,...,...,...,...,...,...,…,…,…,685,436,"1,372",765
,"                    Other taxes on income, profits, and capital gains",...,...,...,...,...,...,...,...,...,...,...,...,"1,438","1,807","2,242","1,656","1,888",511,"1,559"
,               Taxes on payroll and workforce,...,...,...,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–
,               Taxes on property,...,...,...,...,...,...,...,...,...,...,...,...,10,11,12,30,37,44,68
,               Taxes on goods and services,...,...,...,...,...,...,...,...,...,...,...,...,"1,538","2,036","2,270","2,496","3,339","3,615","3,843"
,               Taxes on international trade and transaction,...,...,...,...,...,...,...,...,...,...,...,...,368,363,496,467,480,524,530
,               Other taxes,...,...,...,...,...,...,...,...,...,...,...,...,51,42,76,139,56,68,75
,          Social contributions,...,...,...,...,...,...,...,...,...,...,...,...,–,9,31,53,73,89,95
,          Grants,...,...,...,...,...,...,...,...,...,...,...,...,26,76,166,247,342,200,582
,          Other revenue,...,...,...,...,...,...,...,...,...,...,...,...,"1,602","2,126","3,768","2,830","2,655","2,839","2,643"
,     Expense,...,...,...,...,...,...,...,...,...,...,...,...,"3,665","4,535","5,867","6,600","7,125","7,651","8,909"
,          Compensation of employees,...,...,...,...,...,...,...,...,...,...,...,...,"1,163","1,025","1,872","1,856","2,699","2,863","3,483"
,          Use of goods and services,...,...,...,...,...,...,...,...,...,...,...,...,"1,162","1,431","2,215","1,837","1,948","2,913","2,083"
,          Consumption of fixed capital,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Interest,...,...,...,...,...,...,...,...,...,...,...,...,612,638,721,706,911,"1,105","1,399"
,          Subsidies,...,...,...,...,...,...,...,...,...,...,...,...,–,–,–,–,–,11,–
,          Grants,...,...,...,...,...,...,...,...,...,...,...,...,–,–,–,–,–,–,–
,          Social benefits,...,...,...,...,...,...,...,...,...,...,...,...,211,283,360,565,598,624,708
,          Other expense,...,...,...,...,...,...,...,...,...,...,...,...,518,"1,159",699,"1,636",969,135,"1,235"
,     Net operating balance,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Gross operating balance,...,...,...,...,...,...,...,...,...,...,...,...,"1,368","1,936","3,194","2,003","2,181","1,990","1,251"
,     Transactions in Nonfinancial Assets, , , , , , , , , , , , ,,,,,,,
,     Net/gross investment in nonfinancial assets,...,...,...,...,...,...,...,...,...,...,...,...,"3,621","3,817","4,824","5,215","4,595","4,773","6,724"
,          Fixed assets,...,...,...,...,...,...,...,...,...,...,...,...,"3,621","3,817","4,824","5,215","4,595","4,773","6,724"
,          Inventories,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Valuables,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Nonproduced assets,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Expenditure,...,...,...,...,...,...,...,...,...,...,...,...,"7,285","8,352","10,691","11,814","11,720","12,424","15,633"
,     Net lending/Net borrowing,...,...,...,...,...,...,...,...,...,...,...,...,"-2,253","-1,881","-1,630","-3,212","-2,414","-2,783","-5,473"
,     Primary balance,...,...,...,...,...,...,...,...,...,...,...,...,"-1,641","-1,243",-909,"-2,506","-1,502","-1,678","-4,074"
,     Transactions in Financial Assets and Liabilities (Financing), , , , , , , , , , , , ,,,,,,,
,     Net acquisition of financial assets,...,...,...,...,...,...,...,...,...,...,...,...,26,59,170,320,118,-27,6
,          Domestic,...,...,...,...,...,...,...,...,...,...,...,...,23,57,169,306,110,-35,-23
,          External ,...,...,...,...,...,...,...,...,...,...,...,...,2,2,2,14,8,8,29
,     Net incurrence of liabilities,...,...,...,...,...,...,...,...,...,...,...,...,906,"1,203",589,"3,695","2,464","2,979",931
,          Domestic,...,...,...,...,...,...,...,...,...,...,...,...,886,"1,185",460,"3,236","2,297","2,704",-2
,          External ,...,...,...,...,...,...,...,...,...,...,...,...,19,18,128,459,167,275,933
,,,,,,,,,,,,,,,,,,,,
,              Government Finance   (% of GDP at current producer prices),,,,,,,,,,,,,,,,,,,
,               Revenue,...,...,...,...,...,...,...,...,...,...,...,...,9.8,11.2,13.9,11.8,11.7,10.7,...
,               Taxes,...,...,...,...,...,...,...,...,...,...,...,...,6.6,7.3,7.8,7.5,7.8,7.2,...
,               Taxes payable by individuals,...,...,...,...,...,...,...,...,...,...,...,...,…,…,…,…,…,0.4,...
,               Taxes payable by corporations and other enterprises,...,...,...,...,...,...,...,...,...,...,...,...,…,…,…,0.9,0.5,1.5,...
,               Expenditure,...,...,...,...,...,...,...,...,...,...,...,...,14.2,14.4,16.4,16.2,14.7,13.7,...
,               Net lending/Net borrowing,...,...,...,...,...,...,...,...,...,...,...,...,-4.4,-3.2,-2.5,-4.4,-3.0,-3.1,...
,               Primary balance,...,...,...,...,...,...,...,...,...,...,...,...,-3.2,-2.1,-1.4,-3.4,-1.9,-1.9,...
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, General Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,...,...,...,...,...,...,...,...,...,...,...,...,"7,285","8,352","10,691","11,814","11,720","12,424","15,633"
,     General public services,...,...,...,...,...,...,...,...,...,...,...,...,"1,535","1,401","1,655","1,838","1,909","2,221","2,939"
,     Defense,...,...,...,...,...,...,...,...,...,...,...,...,"1,887","2,223","2,471","3,141","2,953","3,052","3,243"
,     Public order and safety,...,...,...,...,...,...,...,...,...,...,...,...,196,290,392,403,467,497,566
,     Economic affairs,...,...,...,...,...,...,...,...,...,...,...,...,"1,665","1,901","3,098","2,711","2,788","2,734","3,509"
,     Environmental protection,...,...,...,...,...,...,...,...,...,...,...,...,5,24,9,10,41,50,73
,     Housing and community amenities,...,...,...,...,...,...,...,...,...,...,...,...,251,484,655,704,511,662,988
,     Health,...,...,...,...,...,...,...,...,...,...,...,...,381,485,662,752,704,724,"1,088"
,"     Recreation, culture, and religion",...,...,...,...,...,...,...,...,...,...,...,...,377,241,122,109,114,126,202
,     Education,...,...,...,...,...,...,...,...,...,...,...,...,774,"1,007","1,240","1,549","1,602","1,663","2,183"
,     Social protection,...,...,...,...,...,...,...,...,...,...,...,...,215,296,388,596,630,695,843
,,,,,,,,,,,,,,,,,,,,
,               Expenditure by Function   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,...,...,...,...,...,...,...,...,...,...,...,...,0.7 ,0.8 ,1.0 ,1.0 ,0.9 ,0.8 ,...
,               Health,...,...,...,...,...,...,...,...,...,...,...,...,1.5 ,1.7 ,1.9 ,2.1 ,2.0 ,1.8 ,...
,               Social Protection,...,...,...,...,...,...,...,...,...,...,...,...,0.4 ,0.5 ,0.6 ,0.8 ,0.8 ,0.8 ,...
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob","1,756","2,361","3,010","2,460","2,371","3,836","4,569","6,312","6,967","6,702","8,872","9,246","8,900","11,233","11,452","11,432","11,837","13,878","16,672"
,"Imports, cif  ","2,407","2,885","2,329","2,078","2,188","1,934","2,552","3,301","4,305","4,385","4,866","9,098","9,201","12,043","16,220","16,743","15,706","19,253","19,345"
,     Trade balance  ,-651,-524,681,382,183,"1,902","2,017","3,011","2,662","2,317","4,006",148,-301,-810,"-4,768","-5,311","-3,869","-5,375","-2,673"
,,,,,,,,,,,,,,,,,,,,
,              External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,53.1,34.5,27.5,-18.3,-3.6,61.8,19.1,38.1,10.4,-3.8,32.4,4.2,-3.7,26.2,1.9,-0.2,3.5,17.2,20.1
,               Imports,3.3,19.9,-19.3,-10.8,5.3,-11.6,32.0,29.3,30.4,1.9,11.0,87.0,1.1,30.9,34.7,3.2,-6.2,22.6,0.5
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total","2,453.0","3,215.4","3,274.6","2,919.2","3,226.2","4,285.7","4,931.2","5,710.0","7,304.0","7,391.7","7,702.6","8,207.8","9,160.0","11,543.2","11,551.4","12,246.6","11,724.8","13,912.9","15,648.3"
,"     1. China, People's Republic of",133.8,143.8,146.6,181.0,219.9,289.1,260.4,361.5,569.5,425.0,476.3,"1,515.3","1,382.9","3,053.1","4,035.4","4,830.8","4,766.7","5,398.1","5,456.1"
,     2. Thailand,252.5,797.2,901.2,897.2,"1,336.3","1,766.9","2,336.9","2,325.9","3,454.3","3,005.3","3,177.2","3,216.9","2,394.6","4,598.1","3,746.0","3,359.4","2,241.5","2,698.7","2,851.4"
,     3. Singapore,678.9,694.6,660.8,516.9,435.8,659.5,415.7,351.8,460.6,508.0,276.3,396.8,356.5,657.4,549.8,670.4,890.8,735.2,"1,275.3"
,     4. India,199.7,326.0,430.8,316.7,293.7,470.9,575.8,778.8,881.2,"1,149.9",958.1,929.2,"2,763.5",811.5,835.6,"1,014.0","1,038.1",708.1,430.6
,     5. Japan,85.5,73.2,79.1,99.9,128.5,144.8,175.4,206.1,213.5,213.2,215.2,310.0,373.6,780.0,532.2,486.6,663.4,903.0,"1,122.2"
,"     6. Korea, Republic of",20.5,33.5,44.3,32.6,30.3,48.7,60.1,82.7,94.3,97.5,125.4,207.0,294.8,326.9,376.7,292.7,334.8,300.7,335.4
,     7. Germany,...,...,...,...,...,...,...,...,...,...,...,...,9.2,26.2,63.5,79.4,172.4,360.3,538.3
,"     8. Hong Kong, China",81.4,72.0,66.0,81.1,125.1,182.9,283.9,653.4,695.7,"1,188.2","1,611.8",552.8,142.6,373.3,346.3,314.2,192.6,81.2,148.3
,     9. Malaysia,59.8,67.3,66.0,68.7,91.9,114.9,107.2,119.3,152.5,119.5,162.8,190.4,427.5,243.4,255.6,185.8,144.4,187.8,223.8
,     10. United States,488.7,503.5,381.6,297.2,1.7,1.7,1.7,1.7,1.7,1.8,1.7,8.1,12.0,11.1,43.3,69.5,150.3,278.0,376.1
,,,,,,,,,,,,,,,,,,,,
,"Imports, total","3,245.0","2,734.9","2,767.9","2,769.3","2,778.8","2,736.3","2,956.1","3,875.0","4,704.2","3,734.4","4,278.0","8,711.9","8,003.6","12,199.7","16,458.7","17,132.0","15,920.6","19,518.6","21,474.0"
,"     1. China, People's Republic of",310.4,332.2,485.6,607.1,624.7,616.4,780.2,"1,048.0","1,113.9",995.0,"1,128.5","2,303.7","2,496.6","3,662.5","5,026.8","6,432.3","5,403.1","6,115.8","7,225.5"
,     2. Singapore,682.8,523.5,632.8,784.5,783.1,711.6,661.4,883.4,"1,357.6",786.4,"1,122.5","2,529.6","2,076.4","2,276.4","3,755.1","3,659.4","2,268.3","2,931.1","3,411.8"
,     3. Thailand,342.9,179.0,157.1,212.9,291.9,338.0,357.6,431.5,542.5,500.3,473.4,760.8,769.5,"1,031.3","1,585.4","1,957.3","1,985.9","2,166.7","2,294.5"
,     4. Japan,304.2,247.2,148.6,160.2,135.1,117.1,130.6,216.3,219.5,204.7,218.8,400.5,885.7,"1,589.4","1,636.8","1,534.3","1,254.7","1,055.1",900.7
,     5. India,72.9,240.8,210.9,158.2,144.0,125.8,165.6,207.7,179.4,143.5,163.6,311.0,280.0,371.6,659.8,474.0,"1,094.7",975.1,"1,044.6"
,     6. Malaysia,407.5,183.8,197.1,115.3,122.2,198.9,131.1,159.1,217.9,109.0,134.3,281.3,271.2,432.9,967.0,529.9,690.7,999.1,"1,020.9"
,     7. Indonesia,73.2,335.6,296.3,222.1,202.1,176.2,230.8,286.9,351.3,309.9,203.3,360.0,156.4,335.9,529.3,587.2,593.4,918.5,705.6
,"     8. Korea, Republic of",305.7,224.8,176.3,132.2,120.3,104.9,137.5,171.1,210.1,186.5,252.5,541.2,245.5,"1,405.3",462.7,412.2,473.8,528.3,484.2
,     9. United States,74.8,21.4,16.0,12.3,17.0,10.8,13.1,14.1,16.2,12.5,24.8,200.3,65.8,111.5,492.1,103.1,216.5,694.8,726.6
,     10. Viet Nam,4.7,80.2,71.9,53.8,48.9,42.5,55.2,67.6,79.5,63.3,38.0,59.4,55.4,147.5,238.3,268.6,355.2,572.0,498.8
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSr  calendar year ($ million),,,,,,, ,,,,,,,,,,,,
,Current account balance,-243,-169,9,-21,-79,590,787,"1,266","1,262","1,093","1,963 |","-1,633","-1,228",-506 |,"-1,906","-2,696","-1,406","-5,738",...
,     Balance on goods,-516,58,379,790,464,"2,038","2,196","2,801","3,026","2,647","3,553 |",236,793,97 |,"-1,863","-3,841","-3,542","-5,954",...
,          Exports,"1,619","2,443","2,526","2,687","2,446","3,810","4,531","5,766","6,303","6,260","7,847 |","8,263","8,935","10,217 |","10,039","9,975","9,263","9,825",...
,          Imports,"-2,135","-2,384","-2,147","-1,898","-1,982","-1,772","-2,335","-2,966","-3,276","-3,613","-4,294 |","-8,027","-8,142","-10,120 |","11,902","13,816","12,806","15,779",...
,     Balance on services,-24,-431,-530,-904,-699,"-1,624","-1,532","-1,743","-2,078","-1,867","-1,822 |",-426,-282,228 |,929,"1,392","1,280","1,167",...
,          Credit,557,445,408,276,290,317,412,472,477,427,702 |,674,"1,041","1,683 |","3,128","3,790","3,799","4,130",...
,          Debit,-581,-877,-938,"-1,180",-989,"-1,940","-1,944","-2,216","-2,555","-2,293","-2,523 |","-1,100","-1,323","-1,455 |","2,199","2,398","2,519","2,964",...
,     Balance on primary income,…,…,…,…,…,…,…,…,…,…,… |,"-1,841","-2,270","-1,957 |","-3,007","-2,684","-2,213","-2,127",...
,          Credit,…,…,…,…,…,…,…,…,…,…,… |,202,311,237 |,288,335,421,759,...
,          Debit,…,…,…,…,…,…,…,…,…,…,… |,"-2,043","-2,581","-2,194 |","3,295","3,018","2,634","2,886",...
,     Balance on secondary income,297,204,161,94,156,175,122,208,313,313,232 |,398,531,"1,126 |","2,035","2,438","3,070","1,176",...
,          Credit,297,218,185,117,182,199,161,235,366,377,340 |,503,665,"1,516 |","3,490","3,724","4,623","1,467",...
,          Debit, -0,-14,-24,-23,-26,-24,-39,-27,-53,-64,-109 |,-105,-134,-391 |,"1,455","1,286","1,553",290,...
,Capital account,–,–,–,–,–,–,–,…,…,…,…,…,…,…,–,–,0,1,...
,     Credit,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...,...,0,1,...
,     Debit,…,…,…,…,…,…,…,…,…,…,…,…,…,…,...,...,...,...,...
,Financial account,160,117,96,136,211,167,195,...,...,...,"1,853 |","2,993","2,328","2,862 |","1,321","4,431","4,368","4,947",...
,     Direct investment,255,211,190,250,269,239,277,715,872,"1,077","1,492 |","2,539","1,342","2,244 |","2,176","4,098","3,275","4,693",...
,     Portfolio investment,–,–,–,–,–,–,–,...,...,...,…,...,...,… |,-17,8,-36,–,...
,     Financial derivatives,...,...,...,...,...,...,...,...,...,...,…,...,...,… |,"-1,077",-394,"1,672",315,...
,     Other investment,-95,-94,-93,-113,-58,-72,-83,...,...,...,361 |,454,986,617 |,239,719,-543,-61,...
,Net errors and omissions,60,230,-37,-40,-7,-625,–,...,...,...,… |,-44,"-1,107",-737 |,"1,257","-1,650","-2,471","1,004",...
,Overall balance,-23,178,69,75,125,132,982,...,...,...,… |,"1,316",-6,"1,619 |",672,85,492,214,...
,Reserves and related items,23,-178,-69,-75,-125,-132,-982,...,...,...,… |,"-1,316",6,"-1,619 |",-672,-85,-492,-214,...
,International investment position,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,,,,,,,,,,,,,,,,,,,,
,              Balance of Payments   (% of GDP at current producer prices),,,,,,,,,,,,,,,,,,,
,               Exports,0.4,0.5,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,11.2,16.4,15.1,15.9,14.3,14.8,...
,               Imports, -0.5, -0.5, -0.3, -0.2, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -0.1, -10.2, -16.3,18.0,22.1,19.8,23.7,...
,               Balance on goods, -0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,1.0,0.2, -2.8, -6.1, -5.5, -9.0,...
,               Current account balance, -0.1, -0.0,0.0, -0.0, -0.0,0.0,0.0,0.0,0.0,0.0,0.0, -0.0, -1.5, -0.8, -2.9, -4.3, -2.2, -8.6,...
,               Overall balance, -0.0,0.0,0.0,0.0,0.0,0.0,0.0,...,...,...,...,0.0, -0.0,2.6,1.0,0.1,0.8,0.3,...
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,233.5,410.6,481.0,562.3,684.7,782.3,"1,247.8","3,101.8","3,730.1","5,264.5","5,729.5","7,016.5","6,976.6","8,566.7","4,508.5","4,599.1","4,889.7","5,213.8","5,645.7"
,"     Gold, national valuation",10.6,10.2,11.0,12.0,12.6,11.6,12.2,12.9,12.6,12.8,12.6,12.6,12.6,12.6,280.9,248.2,271.1,302.8,298.8
,     Foreign exchange,222.8,399.9,469.9,550.1,672.1,770.5,"1,235.4","3,088.5","3,717.4","5,138.4","5,714.3","7,003.0","6,963.5","8,552.3","4,224.9","4,348.4","4,616.4","4,910.2","5,346.8"
,     Reserve position in the IMF,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,     SDRs,0.1,0.6,0.1,0.1,0.0,0.2,0.2,0.4,0.1,113.3,2.6,1.0,0.5,1.7,2.8,2.5,2.2,0.8,0.1
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATESs   (MK–$),,,,,,,,,,,,,,,,,,,
,End of period,6.599,6.850,6.344,5.805,5.552,5.990,5.717,5.444,5.552,5.502,5.580,5.615 |,855.000,988.000,"1,031.500","1,304.000","1,357.500","1,362.000","1,550.000"
,Average of period,6.517,6.749,6.642,6.139,5.806,5.818,5.843,5.617,5.441,5.576,5.635,5.444 |,640.653,933.570,984.346,"1,162.615","1,234.870","1,360.359","1,429.808"
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS    as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,"6,238.9","6,099.5","6,792.5","7,543.4","7,595.0","7,287.9","7,636.2","8,699.3","8,641.8","9,397.6","10,187.2","10,811.5","11,278.7","12,365.3","13,850.9","14,847.8","14,434.2","16,138.7",…
,     Long-term debt,"5,691.9","5,536.5","6,082.7","6,699.3","6,707.9","6,428.8","6,718.9","7,615.2","7,577.4","7,963.9","8,616.2","9,239.5","9,924.2","11,092.0","12,708.2","13,632.9","13,253.7","14,865.8",…
