KAZAKHSTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,,,,,,,,,,,,,,,,,,,,
,               Savings and Investment   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Gross domestic saving,26.0,28.7,33.8,34.3,34.9,38.9,44.1,43.8,45.4,40.8,43.8,47.3,43.5,0.0,40.8,34.6,33.8,37.2*,…
,               Gross national saving,21.2,24.6,29.7,28.1,27.1,28.8,30.9,29.5,30.2,29.2,30.4,32.8,29.5,28.6,29.8,27.9,24.1,25.8*,…
,               Gross capital formation,18.1,26.9,27.3,25.7,26.3,31.0,33.9,35.5,27.5,29.4,25.4,23.0,25.2,24.6,25.8,27.9,27.8,26.6,24.7*
,,,,,,,,,,,,,,,,,,,,
,At Current Market Prices   (T '000),,,,,,,,,,,,,,,,,,,
,Per capita GDP ,174.7,218.8,254.1,309.3,391.0,501.1,667.2,829.9,"1,024.2","1,056.9","1,336.6","1,705.8","1,847.1","2,113.2","2,294.8","2,330.4","2,639.7","2,943.9","3,261.8*"
,Per capita GNI ,163.8,207.5,242.5,291.8,365.2,454.0,589.4,727.3,875.8,941.2,"1,161.7","1,460.3","1,597.5","1,888.6","2,060.2","2,190.8","2,388.8","2,560.9",…
,,,,,,,,,,,,,,,,,,,,
,PRODUCTION INDEXES    period averages,,,,,,,,,,,,,,,,,,,
,Agriculturef;  previous year = 100,95.6,117.0,103.3,101.8,99.5,107.1,104.5,108.5,93.1,114.6,89.6,121.5,85.2,109.7,101.0,103.4,105.4,103.0,103.2
,Mining;  1980 | December 2000 = 100 | previous year = 100,95.5 |,76.1,91.3,93.8,129.8,164.4,179.5,263.7,176.8,271.0,302.8 |,101.0,100.4,103.3,99.7,97.5,97.3,109.3,104.6*
,Manufacturing;  1980 | December 2000 = 100 | previous year = 100,61.7 |,90.9,95.5,105.0,119.2,138.2,169.8,188.3,200.3,213.0,245.1 |,107.7,101.2,101.9,101.1,100.2,100.6,105.1,103.8*
,,,,,,,,,,,,,,,,,,,,
,ENERGY   annual values,,,,,,,,,,,,,,,,,,,
,Crude petroleum   (t '000),,,,,,,,,,,,,,,,,,,
,     Production,"30,647.9","36,060.0","42,066.7","45,376.3","50,671.5","50,869.8","54,338.8","55,265.0","58,646.0","64,354.4","68,084.4","67,765.0","66,475.2","69,483.3","67,907.7","66,520.6","65,569.6","72,924.9","77,491.0"
,     Exports,"23,244.0","28,384.0","34,094.0","38,638.0","47,743.0","50,151.0","51,697.0","58,000.0","58,062.0","65,275.6","66,104.0","68,241.4","66,865.1","69,179.7","66,686.0","62,380.3","60,969.3","67,839.4","69,410.2"
,     Imports,"1,010.0","2,335.0","2,631.0","2,332.0","3,250.0","3,728.0","5,686.0","7,746.0","7,528.0","6,086.4","8,483.5","6,577.0","5,844.3","7,262.2",268.4,51.1,7.0,23.0,17.9
,     Consumption,"8,413.0","10,011.0","10,603.0","10,070.0","6,179.0","4,447.0","8,328.0","5,011.0","8,112.0","5,165.2","10,463.9","6,100.6","5,454.4","19,861.8","16,070.7","4,191.4","4,607.3","5,567.0","8,098.7"
,,,,,,,,,,,,,,,,,,,,
,Coal   (t '000),,,,,,,,,,,,,,,,,,,
,     Production,"74,865.0","79,077.0","73,730.0","84,906.0","86,874.0","86,586.0","96,159.0","98,384.0","111,072.0","100,854.3","110,929.4","108,081.4","112,779.6","112,883.6","107,091.6","101,792.5","97,323.6","106,199.1","111,356.7"
,     Exports,"25,189.0","28,777.0","22,734.0","27,028.0","24,561.0","24,657.0","28,551.0","26,506.0","33,879.0","26,706.2","34,500.6","31,340.3","30,005.1","30,821.1","28,069.0","27,999.2","24,038.7","27,529.2","23,387.1"
,     Imports,669.0,207.0,196.0,356.0,461.0,439.0,300.0,356.0,292.0,269.0,265.4,222.4,206.6,235.9,161.6,174.4,220.2,159.5,839.4
,     Consumption,"50,345.0","50,507.0","51,192.0","58,234.0","62,774.0","62,368.0","67,908.0","72,233.0","77,486.0","74,417.1","76,694.2","76,963.4","82,981.0","82,298.5","79,184.2","73,967.7","73,505.1","78,829.4","88,809.1"
,,,,,,,,,,,,,,,,,,,,
,Natural gas   (m3 million),,,,,,,,,,,,,,,,,,,
,     Production,"5,808.4","4,849.0","5,876.3","7,195.8","8,969.5","9,516.8","9,664.5","9,791.3","11,708.6","10,951.8","10,607.3","10,504.3","10,890.3","11,273.2","11,697.7","12,008.4","12,614.2","12,623.4","12,660.3"
,     Exports,"5,221.0","5,539.0","10,437.0","11,009.0","6,965.0","15,430.0","14,090.0","7,773.0","6,238.0","6,618.0","6,230.0","22,327.7","20,535.8","20,611.2","20,325.5","21,513.9","21,621.8","25,628.5","26,491.8"
,     Imports,"4,218.0","4,280.0","8,176.0","8,696.0","2,502.0","11,229.0","12,500.0","6,382.0","6,198.0","2,155.0","3,513.0","3,702.8","4,629.5","5,154.2","4,422.7","5,828.3","6,860.0","6,272.8","7,051.3"
,     Consumption,"8,084.0","7,020.0","3,757.0","5,244.0","4,507.0","5,316.0","12,810.0","8,400.0","11,669.0","6,488.0","7,890.0","8,120.6","5,016.0","4,183.8","4,205.1","3,677.2","2,190.3",…,…
,,,,,,,,,,,,,,,,,,,,
,Electricity   (kWh million),,,,,,,,,,,,,,,,,,,
,     Production,"51,635.0","55,384.0","58,331.0","63,866.0","66,942.0","67,920.0","71,669.0","76,621.0","80,348.0","78,729.1","82,646.5","86,585.5","90,613.9","92,615.7","94,643.2","91,645.1","94,490.4","103,128.0","107,060.4"
,     Exports,38.0,"1,637.0","1,974.0","4,975.0","7,403.0","3,978.0","3,286.0","3,528.0","2,337.0","2,161.0",993.2,"1,349.6","2,687.1","4,364.1","3,853.1","1,613.8","2,571.6","5,692.4","5,041.6"
,     Imports,"2,842.0","3,660.0","2,389.0","3,506.0","5,234.0","4,552.0","4,057.0","3,665.0","2,959.0","1,940.1","6,383.1","4,389.6","9,373.3","2,147.3","1,749.0","1,618.1","1,318.6","1,327.5","1,561.4"
,     Consumption,"54,439.0","57,408.0","58,746.0","62,397.0","64,773.0","68,494.0","72,440.0","76,758.0","80,970.0","78,508.3","88,036.4","89,625.5","97,300.1","90,399.0","92,539.2","91,649.5","93,552.9","98,763.0","103,580.1"
,,,,,,,,,,,,,,,,,,,,
,Retail prices  (T/L),,,,,,,,,,,,,,,,,,,
,"     Gasoline, premiumg",50.0,44.0,46.0,51.0,59.0,62.0,78.0,88.0,80.0,83.0,86.0,106.0,110.0,115.0,115.0,124.0,134.0,160.0,155.0
,     Diesel,42.0,26.0,25.0,34.0,48.0,52.0,58.0,71.0,75.0,70.0,78.0,99.0,116.0,114.0,107.0,97.0,130.0,159.0,193.0
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES   previous year = 100,,,,,,,,,,,,,,,,,,,
,Consumer (national),113.2,108.4,105.9,106.4,106.9,107.6,108.6,110.8,117.0,107.3,107.1,108.3,105.1,105.8,106.7,106.6,114.6,107.4,106.0
,     Food and nonalcoholic beverages,116.4,111.5,107.6,107.7,108.5,108.8,108.9,112.8,124.9,105.1,105.9,112.5,104.2,104.0,105.8,105.7,112.9,108.5,104.7
,"     Alcoholic beverages, tobacco, and narcotics",113.4,102.3,100.7,101.5,101.7,102.5,106.6,107.9,111.4,113.8,109.2,106.9,106.3,106.8,113.3,113.6,111.5,110.1,111.0
,     Clothing and footwear,110.0,106.9,107.4,108.1,106.5,106.7,108.3,108.4,109.7,108.9,106.6,104.4,104.0,104.0,106.3,112.8,127.9,107.8,108.1
,"     Housing, water, electricity, gas, and other fuels",107.5,105.2,105.3,105.0,104.6,106.6,109.1,113.0,113.5,106.5,109.2,106.3,105.6,110.9,107.1,104.5,111.2,106.1,106.2
,"     Furnishings, household equipment, and routine household maintenance",109.2,104.3,104.8,104.5,103.7,103.8,104.9,105.7,108.8,112.6,105.1,102.9,103.1,103.3,108.1,110.1,123.1,106.8,106.0
,     Health,107.8,102.8,104.0,104.7,102.7,103.2,104.7,107.1,111.4,117.0,111.1,105.3,104.4,105.4,109.8,113.5,124.2,108.2,106.9
,     Transport,116.6,105.0,100.1,107.2,111.8,111.3,111.6,111.1,116.5,99.8,107.4,110.0,108.1,105.5,106.8,100.4,111.3,109.3,108.2
,     Communication,108.6,100.5,101.3,101.3,103.9,109.2,101.5,98.1,101.5,111.2,106.5,106.8,108.3,108.7,99.9,104.8,102.6,100.5,102.4
,     Recreation and culture,110.8,103.8,104.2,104.4,103.7,104.0,104.7,104.8,105.9,107.6,104.9,102.8,102.6,103.1,106.1,106.2,112.9,106.0,105.7
,     Education,108.8,104.4,105.4,108.4,110.3,113.2,116.8,113.6,113.6,111.5,108.9,109.9,111.8,109.2,105.7,104.5,106.2,105.0,104.4
,     Restaurants and hotels,113.7,108.7,106.5,105.4,107.3,108.0,110.0,114.3,128.7,115.4,108.6,108.7,104.9,105.8,109.1,108.7,110.9,106.0,105.4
,     Miscellaneous goods and services,110.7,104.3,105.4,105.0,105.1,105.5,107.3,108.2,113.1,116.7,107.5,104.5,105.0,104.9,108.7,107.9,114.3,106.7,106.3
,Consumer (capital city)   ,116.1,108.0,106.0,106.8,107.7,107.1,109.9,112.6,117.4,107.9,107.3,109.3,106.2,105.0,107.6,108.1,119.5,108.4,106.8
,     Food and nonalcoholic beverages,118.4,111.0,107.9,108.4,110.5,108.1,111.1,117.5,125.5,105.3,106.6,115.1,106.8,103.9,107.4,106.8,115.0,110.8,105.3
,"     Alcoholic beverages, tobacco, and narcotics",116.3,104.2,101.4,101.4,99.8,100.1,104.2,113.5,115.6,106.7,110.2,108.5,111.1,107.5,113.7,113.4,114.5,110.0,109.6
,     Clothing and footwear,125.4,109.1,107.1,110.1,106.7,103.8,107.4,107.7,106.7,107.2,107.5,103.8,105.2,103.9,107.5,120.3,150.8,112.2,114.6
,"     Housing, water, electricity, gas, and other fuels",106.3,103.9,105.8,105.2,106.2,109.6,109.0,108.4,108.9,103.4,107.9,106.9,105.6,108.6,109.4,102.7,108.6,103.6,105.4
,"     Furnishings, household equipment, and routine household maintenance",109.6,103.6,103.3,101.7,105.7,101.7,103.6,106.3,108.7,116.0,104.7,103.3,104.7,102.9,108.7,111.1,130.7,107.7,106.9
,     Health,110.6,102.6,102.4,102.4,101.1,99.9,103.6,112.7,114.6,122.0,113.6,107.1,105.5,104.7,107.7,116.3,132.0,110.3,106.8
,     Transport,115.2,102.1,98.7,106.5,110.4,112.4,118.0,112.7,124.6,107.3,105.3,108.2,106.5,103.1,106.6,105.0,113.7,108.3,105.8
,     Communication,109.3,100.5,101.3,101.3,104.4,109.4,103.5,98.6,102.6,117.5,105.9,106.3,108.6,108.7,100.1,104.3,102.2,100.7,103.3
,     Recreation and culture,109.6,102.0,103.4,102.5,102.6,102.9,104.3,107.9,105.7,107.5,103.3,103.3,103.1,102.7,106.0,107.1,115.5,107.0,106.4
,     Education,106.0,110.7,111.9,112.0,109.7,111.6,119.0,115.2,115.5,113.2,116.2,108.7,108.8,105.7,102.4,103.2,115.9,105.0,105.8
,     Restaurants and hotels,117.4,106.6,106.7,105.8,106.3,105.9,116.4,122.7,121.7,124.2,108.9,109.4,103.1,103.9,103.5,106.5,119.7,102.3,105.0
,     Miscellaneous goods and services,118.1,104.4,102.5,101.8,102.3,104.1,108.7,109.0,116.6,124.1,105.9,105.5,103.4,103.2,109.4,109.2,118.5,108.3,107.7
,Producer,138.0,100.3,100.3,109.3,116.7,123.7,118.4,112.4,136.8,78.0,125.2,127.2,103.5,99.7,109.5,79.5,116.8,115.3,119.0
,Wholesale,…,…,…,…,…,…,…,109.5,117.3,100.4,106.0,112.4,101.8,106.7,107.7,100.2,115.5,106.4,106.6
,Retail,115.6,109.0,106.1,106.8,106.4,106.7,107.2,108.8,113.2,104.4,106.3,108.2,104.2,103.3,107.2,106.2,119.2,108.6,106.9
,Implicit GDP deflator ,117.4,110.1,105.9,111.7,116.1,117.9,121.5,115.5,121.0,104.7,119.6,118.9,104.8,109.5,105.8,101.9,113.6,108.6,106.4*
,,,,,,,,,,,,,,,,,,,,
,               Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index (national),13.2,8.4,5.9,6.4,6.9,7.6,8.6,10.8,17.0,7.3,7.1,8.3,5.1,5.8,6.7,6.6,14.6,7.4,6.0
,               Food and nonalcoholic beverages price index (national),16.4,11.5,7.6,7.7,8.5,8.8,8.9,12.8,24.9,5.1,5.9,12.5,4.2,4.0,5.8,5.7,12.9,8.5,4.7
,               Producer price index,38.0,0.3,0.3,9.3,16.7,23.7,18.4,12.4,36.8,-22.0,25.2,27.2,3.5,-0.3,9.5,-20.5,16.8,15.3,19.0
,               Wholesale price index,…,…,…,…,…,…,…,9.5,17.3,0.4,6.0,12.4,1.8,6.7,7.7,0.2,15.5,6.4,6.6
,               Retail price index,15.6,9.0,6.1,6.8,6.4,6.7,7.2,8.8,13.2,4.4,6.3,8.2,4.2,3.3,7.2,6.2,19.2,8.6,6.9
,               Implicit GDP deflator,17.4,10.1,5.9,11.7,16.1,17.9,21.5,15.5,21.0,4.7,19.6,18.9,4.8,9.5,5.8,1.9,13.6,8.6,6.4*
,,,,,,,,,,,,,,,,,,,,
,MONEY AND BANKINGh   as of end of period (T billion),,,,,,,,,,,,,,,,,,,
,Money supply (M1),195.4,224.2,287.3,412.1,680.6,799.4,"1,281.5","1,532.7","1,947.6","2,457.7","3,116.0","3,845.0","3,880.6","3,518.4","2,981.0","3,032.7","4,589.8","4,968.0","5,605.0*"
,     Currency in circulation,106.4,131.2,161.7,238.5,379.3,411.8,600.8,739.7,857.8,913.4,"1,148.5","1,365.7","1,528.1","1,512.3","1,122.3","1,237.0","1,748.8","1,946.3","2,260.2*"
,     Demand depositsi,89.0,93.1,125.6,173.6,301.4,387.6,680.7,793.0,"1,089.7","1,544.2","1,967.6","2,479.3","2,352.5","2,006.2","1,858.7","1,795.7","2,841.0","3,021.7","3,344.9*"
,Quasi-moneyj,95.2,113.7,210.8,281.2,494.9,716.5,"1,533.0","2,021.0","2,672.8","2,877.5","3,454.1","4,122.5","4,666.3","5,159.2","4,982.8","5,565.1","7,976.7","8,545.7","8,862.0*"
,Money supply (M3)k,397.0,576.0,765.0,971.3,"1,649.3","2,065.0","3,677.6","4,629.8","6,267.2","7,487.3","8,482.8","9,752.2","10,522.8","11,598.1","12,801.5","17,125.9","19,798.6","19,456.3","20,813.4*"
,     Foreign assets (net),303.2,501.5,715.0,969.2,"1,401.6","1,201.0","2,295.9","1,961.3","4,126.6","6,393.7","9,051.1","11,735.1","14,518.7","17,331.4","20,805.8","30,772.3","31,036.4","30,865.9","35,316.4*"
,     Domestic credit,321.0,378.7,493.3,602.5,"1,024.8","1,841.8","3,308.8","5,256.9","5,372.8","5,703.5","5,344.0","4,645.7","3,742.0","3,134.4","1,062.7","-3,901.8","-1,832.5","-1,192.0","-3,282.9*"
,          Claims on government sectorl,26.3,-171.3,-245.5,-473.2,-614.0,-995.0,"-1,912.9","-2,648.1","-3,092.5","-3,643.7","-4,528.1","-6,637.5","-8,904.9","-11,109.8","-13,988.1","-22,637.8","-20,479.0","-18,556.2","-21,671.0*"
,          Claims on private sectorm,289.1,519.0,699.2,"1,007.7","1,553.1","2,678.3","4,879.8","7,573.9","7,969.8","8,549.5","8,572.6","9,924.1","11,127.9","12,551.5","13,297.8","13,903.8","13,916.5","14,048.2","13,976.6*"
,          Claims on other financial institutions,5.6,16.4,26.8,37.1,65.2,117.1,313.6,293.5,464.0,470.3,477.1,461.9,546.2,738.3,748.6,"3,703.0","3,351.2","2,104.4","2,934.3*"
,          Claims on nonfinancial public enterprise,…,14.6,12.8,30.9,20.6,41.4,28.3,37.6,31.5,327.3,822.5,897.2,972.9,954.4,"1,004.4","1,129.2","1,378.7","1,211.6","1,477.2*"
,     Other items,-227.2,-304.1,-443.3,-600.5,-777.2,-977.8,"-1,927.2","-2,588.3","-3,232.2","-4,609.8","-5,912.3","-6,628.6","-7,737.9","-8,867.7","-9,067.0","-9,744.7","-9,405.3","-10,217.5","-11,220.1*"
,,,,,,,,,,,,,,,,,,,,
,               Money Supply (M3)   (% annual change),45.0,45.1,32.8,27.0,69.8,25.2,78.1,25.9,35.4,19.5,13.3,15.0,7.9,10.2,10.4,33.8,15.6,-1.7,7.0*
,               M3   (% of GDP at current market prices),15.3,17.7,20.3,21.1,28.1,27.2,36.0,36.0,39.0,44.0,38.9,34.5,33.9,32.2,32.3,41.9,42.2,36.6,35.4*
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banksn   (T billion),,,,,,,,,,,,,,,,,,,
,Demand deposits,985.4,439.7,551.5,434.5,641.1,780.6,"1,439.6","1,948.1","1,072.8","1,625.9","1,297.2","1,358.6","1,243.3","1,468.6","1,314.5",404.2,570.4,871.0,"1,620.3"
,Savings deposits,…,…,…,0.2,2.9,4.4,5.5,12.0,28.7,5.7,13.6,47.6,22.1,44.8,66.9,71.1,84.7,83.6,91.3
,Time deposits,214.0,297.8,"1,117.1","1,704.7","1,366.9","1,697.6","5,289.0","11,735.5","16,540.4","10,020.3","11,171.0","7,689.3","8,762.3","14,797.8","20,649.0","22,910.3","51,994.4","76,348.6","100,126.7"
,Domestic credits outstandingo,108.0,140.1,"1,950.2","2,206.1","2,753.7","4,057.2","6,862.1","9,643.6","5,931.3","4,089.8","3,788.9","5,777.9","7,249.0","8,347.9","10,599.3","9,350.5","9,836.1","10,819.1","13,460.4"
,,,,,,,,,,,,,,,,,,,,
,Interest Rates   period averages (% per annum),,,,,,,,,,,,,,,,,,,
,On depositsp,,,,,,,,,,,,,,,,,,,
,     Demand,0.6,1.6,1.6,2.1,1.8,1.0,0.9,1.1,1.2,0.6,0.9,0.7,0.5,1.2,2.2,2.3,3.1,3.5,2.2
,     Time: up to 12 months,6.6,6.0,5.4,4.3,3.3,3.3,4.1,5.1,5.2,4.4,2.7,3.1,3.2,4.9,5.9,12.7,12.9,8.8,7.3
,              over 12 months,7.5,7.7,9.5,9.9,10.7,10.3,10.3,10.5,11.6,10.7,9.8,8.8,7.7,6.4,6.9,7.5,11.4,11.2,10.6
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE   calendar year (T billion),,,,,,,,,,,,,,,,,,,
,General Government,,,,,,,,,,,,,,,,,,,
,Revenue,565.9,708.5,798.4,992.1,"1,267.6","2,438.0","2,799.8","3,653.3","5,080.2","6,051.2","5,555.4","7,790.5","8,141.5","8,707.4","9,223.5","7,205.0","8,278.1","10,821.9",…
,     Taxes,524.1,635.8,752.8,947.3,"1,186.1","1,732.6","2,054.2","2,298.0","2,770.7","3,506.7","4,267.2","6,128.0","5,236.4","7,024.4","7,064.6","5,551.2","5,839.4","7,519.2",…
,"          Taxes on income, profits, and capital gains",214.5,237.6,286.4,365.9,481.3,"1,001.6","1,056.3",988.0,"1,198.9","1,730.6","2,072.4","2,774.2","2,826.2","2,928.1","3,114.0","2,468.0","2,610.4","3,128.9",…
,               Payable by individuals,51.0,68.6,77.4,93.3,98.5,123.0,165.0,221.0,267.4,268.7,312.3,376.2,438.5,493.0,552.3,598.8,691.8,750.2,…
,               Payable by corporations and other enterprises,163.5,169.0,209.1,272.6,382.8,878.6,891.2,767.0,931.5,"1,461.9","1,760.0","2,397.9","2,387.7","2,435.1","2,561.7","1,869.2","1,918.6","2,378.7",…
,"               Other taxes on income, profits, and capital gains",–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,…
,          Taxes on payroll and workforce,99.1,124.3,133.9,157.7,168.0,197.3,236.6,295.7,251.2,232.8,253.8,296.8,341.0,380.5,428.0,464.7,–,576.6,…
,          Taxes on property,26.4,33.2,35.3,33.1,37.9,51.6,65.2,82.9,89.1,105.5,122.1,131.2,141.3,157.4,188.3,224.8,212.6,255.9,…
,          Taxes on goods and services,161.9,214.0,253.2,340.6,440.7,393.3,558.7,709.1,742.8,941.4,817.3,"1,025.6","1,088.2","1,520.9","1,443.6","1,220.6","1,942.5","2,095.8",…
,          Taxes on international trade and transaction,18.5,25.9,38.6,42.5,50.3,63.2,110.3,150.4,421.4,357.8,847.4,"1,645.9",772.4,"1,764.2","1,792.9","1,109.7","1,073.5","1,451.8",…
,          Other taxes,3.7,0.8,5.4,7.5,7.9,25.6,27.2,71.9,67.4,138.5,154.2,254.2,67.2,273.3,97.8,63.5,0.4,10.2,…
,     Social contributions,–,–,–,–,–,–,–,–,–,–,131.0,156.5,183.7,203.2,225.5,240.6,794.6,280.2,…
,     Grants (revenue),3.2,0.2,–,–,–,373.9,537.0,"1,106.7","2,163.0","1,386.9",0.9,0.5,0.6,0.4,0.7,0.5,1.7,-48.6,…
,     Other revenue,38.6,72.5,45.6,44.8,81.5,331.5,208.6,248.6,146.5,"1,157.7","1,156.3","1,505.4","2,720.8","1,479.3","1,932.8","1,412.8","1,642.4","3,071.2",…
,Expense,541.2,662.3,670.8,827.0,"1,023.0","1,956.3","2,213.4","2,806.4","3,428.8","4,176.6","3,398.0","4,209.1","4,942.4","5,499.9","6,192.7","6,791.2","8,263.5","10,875.0",…
,     Compensation of employees,105.5,122.4,152.0,170.9,237.4,269.6,320.3,439.2,477.4,608.2,705.9,853.4,959.2,"1,078.0","1,147.8","1,187.4","1,460.3","1,499.7",…
,     Use of goods and services,197.7,274.1,246.7,302.0,383.7,479.8,599.5,816.7,990.6,"1,187.2","1,440.5","1,838.7","2,272.6","2,261.7","2,464.7","2,845.6","3,577.4","5,902.6",…
,     Consumption of fixed capital,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Interest,35.4,37.7,39.0,35.4,35.0,30.8,29.3,34.4,61.8,69.5,84.9,112.3,115.9,155.7,202.4,258.8,524.6,411.4,…
,     Subsidies,10.8,14.9,14.6,22.3,30.2,48.9,49.2,64.7,87.4,89.5,117.4,148.6,193.9,223.2,311.4,337.8,402.1,452.1,…
,     Grants (expense),0.8,3.1,0.7,1.1,1.7,374.7,537.0,848.9,"1,091.3","1,403.2",3.6,3.6,6.0,36.4,38.1,7.8,13.4,-7.8,…
,     Social benefits,164.9,176.8,190.6,225.3,255.2,324.1,397.3,474.6,583.2,694.6,904.0,"1,147.1","1,244.1","1,594.4","1,852.3","2,032.0","2,052.0","2,393.2",…
,     Other expense,26.1,33.4,27.1,70.0,79.8,428.4,280.9,127.8,137.2,124.4,141.7,105.4,150.7,150.4,175.9,121.8,233.6,223.7,…
,Net operating balance,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,Gross operating balance,24.7,46.2,127.6,165.1,244.6,481.6,586.4,846.9,"1,651.4","1,874.6","2,157.4","3,581.5","3,199.1","3,207.5","3,030.9",413.9,14.6,-53.0,…
,Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,Net/gross investment in nonfinancial assets,10.6,38.5,120.8,187.5,245.8,319.7,394.9,633.0,880.0,913.9,"1,062.9","1,240.9","1,343.1","1,389.8","1,643.5","1,322.9","1,344.3","1,565.4",…
,     Fixed assets,12.8,41.8,123.7,192.4,254.5,340.6,426.5,689.3,892.1,912.2,"1,072.3","1,229.4","1,336.4","1,354.6","1,605.3","1,283.5","1,312.0","1,554.6",…
,     Inventories,-0.3,-0.7,-0.1,0.2,1.4,-1.4,-1.1,-3.6,4.2,8.2,-6.4,4.4,-0.2,2.0,4.6,15.0,–,-4.0,…
,     Valuables,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,…
,     Nonproduced assets,-1.8,-2.6,-2.9,-5.1,-10.0,-19.4,-30.5,-52.7,-16.3,-6.5,-3.0,7.1,6.8,33.1,33.5,24.4,32.2,14.8,…
,Expenditure,551.8,700.8,791.6,"1,014.5","1,268.8","2,276.1","2,608.3","3,439.4","4,308.8","5,090.5","4,460.9","5,450.0","6,285.4","6,889.6","7,836.1","8,114.0","9,607.7","12,440.4",…
,Net lending/Net borrowing,14.1,7.7,6.8,-22.4,-1.2,161.9,191.5,213.9,771.4,960.8,"1,094.5","2,340.6","1,856.1","1,817.7","1,387.4",-909.0,"-1,329.6","-1,618.5",…
,Primary balance,49.5,45.4,45.8,13.0,33.8,192.7,220.8,248.4,833.2,"1,030.3","1,179.4","2,452.8","1,971.9","1,973.5","1,589.8",-650.3,-805.1,"-1,207.1",…
,Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,Net acquisition of financial assets,27.2,24.8,-8.5,35.7,11.1,152.6,280.2,283.5,"1,088.2","1,519.8","1,651.1","2,734.1","2,645.9","2,469.7","2,292.8",168.4,-798.2,281.9,…
,     Domestic,27.1,24.2,-8.8,34.4,10.8,138.9,267.3,259.9,"1,076.3","1,519.8","1,650.6","2,733.0","2,643.6","1,012.4",-219.1,630.9,289.3,"1,101.4",…
,     External,0.1,0.5,0.3,1.3,0.3,13.7,12.9,23.6,11.9,–,0.5,1.0,2.3,"1,457.3","2,512.0",-462.5,"-1,087.4",-819.6,…
,Net incurrence of liabilities,13.2,17.1,-15.3,58.1,12.3,-9.5,88.7,69.6,316.8,559.1,556.6,393.4,789.8,651.9,905.4,"1,077.4",864.1,"1,900.4",…
,     Domestic,-18.6,6.7,36.6,50.9,61.7,103.9,89.2,118.5,311.8,467.4,345.7,300.8,711.4,588.8,437.3,83.9,136.1,"1,712.9",…
,     External,31.8,10.4,-51.9,7.3,-49.4,-113.3,-0.4,-49.0,5.0,91.7,210.8,92.6,78.5,63.0,468.1,993.5,728.0,187.5,…
,,,,,,,,,,,,,,,,,,,,
,               Government Finance  (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,21.8,21.8,21.1,21.5,21.6,32.1,27.4,28.4,31.6,35.6,25.5,27.6,26.3,24.2,23.2,17.6,17.6,20.4,…
,               Taxes,20.2,19.6,19.9,20.5,20.2,22.8,20.1,17.9,17.3,20.6,19.6,21.7,16.9,19.5,17.8,13.6,12.4,14.2,…
,               Taxes payable by individuals,2.0,2.1,2.0,2.0,1.7,1.6,1.6,1.7,1.7,1.6,1.4,1.3,1.4,1.4,1.4,1.5,1.5,1.4,…
,               Taxes payable by corporations and other enterprises,6.3,5.2,5.5,5.9,6.5,11.6,8.7,6.0,5.8,8.6,8.1,8.5,7.7,6.8,6.5,4.6,4.1,4.5,…
,               Expenditure,21.2,21.6,21.0,22.0,21.6,30.0,25.5,26.8,26.8,29.9,20.4,19.3,20.3,19.1,19.8,19.8,20.5,23.4,…
,               Net lending/Net borrowing,0.5,0.2,0.2,-0.5,0.0,2.1,1.9,1.7,4.8,5.6,5.0,8.3,6.0,5.0,3.5,-2.2,-2.8,-3.0,…
,               Primary balance,1.9,1.4,1.2,0.3,0.6,2.5,2.2,1.9,5.2,6.1,5.4,8.7,6.4,5.5,4.0,-1.6,-1.7,-2.3,…
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, General Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,576.2,726.2,801.1,"1,027.0","1,287.9","2,317.5","2,682.8","3,539.3","4,376.4","5,126.4","4,461.0","5,449.9","6,285.4","6,871.6","7,836.0","8,114.0","9,607.7","12,440.4",…
,     General public services,70.7,88.5,97.1,199.6,199.8,805.1,714.1,722.1,873.1,950.9,326.4,456.7,508.8,756.5,909.0,"1,084.2",787.9,664.9,…
,     Defense,20.4,32.5,37.7,47.5,58.0,79.2,100.2,168.1,188.0,189.2,221.3,264.4,341.1,396.5,431.7,453.7,644.7,713.0,…
