AFGHANISTAN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB),,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,Interest Ratesq   period averages (% per annum),,,,,,,,,,,,,,,,,,,
,On deposits,,,,,,,,,,,,,,,,,,,
,     Savings,...,...,...,...,...,...,4.3,5.4,4.1,6.4,5.4,4.5,4.1,2.7,2.8,3.1,1.6,1.3,1.6
,     Time:   6 months,...,...,...,...,...,...,4.8,5.0,5.6,5.4,4.7,2.8,4.3,2.6,5.2,4.8,3.5,3.9,3.2
,               12 months,...,...,...,...,...,...,4.7,4.0,7.0,5.8,8.2,7.0,4.6,4.9,2.4,5.2,4.4,3.1,2.3
,On loans and discounts,...,...,...,...,...,...,14.7,13.0,13.8,14.0,13.7,13.1,15.8,12.2,14.3,17.0,17.4,12.3,14.1
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCEr   beginning 21 March | ending 20 December (AF million),,,,,,,,,,,,,,,,,,,
,General Government,,,,,,,,,,,,,,,,,,,
,Revenues,...,...,...,...,...,"42,669","80,742","92,299","92,035","132,165","169,994","194,429 |","206,575","321,824","286,570","296,065","336,369","340,877","389,681"
,     Taxest,...,...,...,...,...,"9,446","23,881","25,369","31,285","51,691","66,321","75,530 |","80,231","89,573","79,909","89,397","94,070","111,617","106,089"
,"          Taxes on income, profits, and capital gains",...,...,...,...,...,...,"3,459","2,505","4,672","7,464","10,294","12,599 |","18,114","21,606","18,633","21,956","23,311","26,512","27,816"
,               Payable by individuals,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,               Payable by corporations and other enterprises,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,"               Other taxes on income, profits, and capital gains",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Taxes on payroll and workforce,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,          Taxes on property,...,...,...,...,...,...,75,113,124,207,245,390 |,298,356,340,801,390,450,506
,          Taxes on goods and services,...,...,...,...,...,...,"5,261","5,841","6,803","12,357","16,303","18,630 |","19,873","22,575","9,761","21,030","26,555","33,351","30,706"
,          Taxes on international trade and transaction,...,...,...,...,...,"9,446","11,563","13,194","14,330","21,797","27,623","30,546 |","28,536","30,248","33,382","30,174","28,637","35,722","33,330"
,          Other taxes,...,...,...,...,...,...,"2,916",644,"1,110","1,233","2,152","2,709 |","1,943","2,317","5,552","5,114","5,272",– ,– 
,     Social contributions,...,...,...,...,...,– ,– ,– ,– ,– ,"1,808","2,985 |","2,510","3,747","4,370","4,359","4,065","5,088","5,149"
,     Grants (revenue),...,...,...,...,...,"33,223","50,392","59,431","51,874","70,422","92,044","98,623 |","101,830","212,156","180,252","178,204","203,665","179,585","207,351"
,     Other revenue,...,...,...,...,...,...,...,...,...,...,...,...,...,744,"3,178","1,746","5,134","9,431","35,134"
,Expense,...,...,...,...,...,"32,016","42,976","50,585","69,100","87,313","86,997","152,083 |","192,711","205,431","226,707","235,167","257,301","252,587","260,219"
,     Compensation of employees,...,...,...,...,...,"20,626","26,518","33,564","47,831","64,256","64,762","111,717 |","131,176","139,499","150,174","152,255","164,508","174,569","184,180"
,     Use of goods and services,...,...,...,...,...,"7,088","12,353","12,670","15,967","16,859","14,350","25,865 |","33,545","38,189","48,226","55,624","65,239","47,957","37,807"
,     Consumption of fixed capital,...,...,...,...,...,"2,385","1,576","1,415","1,765","1,333","1,087",... |,"5,088","8,353","9,431","7,784","3,737","5,175","6,170"
,     Interest,...,...,...,...,...,362,169,107,155,174,– ,"8,890 |",150,514,– ,628,581,451,"2,002"
,     Subsidies,...,...,...,...,...,60,406,461,549,"1,259","5,152",223 |,"12,071","8,576",147,"1,282","1,807","2,334","2,714"
,     Grants (expense),...,...,...,...,...,– ,– ,– ,– ,– ,– ,– | ,– ,– ,– ,– ,– ,– ,– 
,     Social benefits,...,...,...,...,...,"1,495","1,954","2,368","2,833","3,432",– ,"2,692 |","6,805","10,299","18,728","17,594","21,430","22,103","27,345"
,     Other expense,...,...,...,...,...,– ,– ,– ,– ,– ,"1,646","2,698 |","3,875",– ,– ,– ,– ,– ,– 
,Net operating balance,...,...,...,...,...,"-2,942","2,224","-10,654","-20,089","-10,803","6,560","-5,618 |","1,882","-7,047","-20,334","-16,899","1,556","-8,653","12,325"
,Gross operating balance,...,...,...,...,...,"-2,942","2,224","-10,654","-20,089","-10,803","23,593",-320 |,"22,901","-6,935","-36,535","-22,705","7,920","-3,419","12,325"
,Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,Net/gross investment in nonfinancial assetsu,...,...,...,...,...,...,...,...,...,...,"29,179","34,391 |","35,431","49,090","45,536","52,388","58,569","67,843",...
,     Fixed assets,...,...,...,...,...,...,...,...,...,...,...,... |,"23,736","37,456","23,738","37,629","39,158","42,031",...
,     Inventories,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Valuables,...,...,...,...,...,...,...,...,...,4,1,1 |,12,1,0,9,4,1,...
,     Nonproduced assets,...,...,...,...,...,...,...,...,...,...,...,... |,"6,019","3,514","6,379","11,666","14,300","15,417",...
,Expenditurev,...,...,...,...,...,"54,259","78,146","98,757","114,436","131,304","211,923","220,337 |","268,712","285,528","302,419","314,784","375,562","379,629","387,805"
,Net lending/Net borrowing,...,...,...,...,...,...,...,...,...,786,"6,104","-10,532 |","-6,032","-32,225","-20,837","-16,502","7,127","-5,364",– 
,Primary balancew,...,...,...,...,...,"-11,228","2,765","-6,351","-22,246","1,035","-40,121","-14,032 |","-59,476","40,007","-11,515","-14,384","-36,229","-33,641","8,642"
,Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,Net acquisition of financial assets,...,...,...,...,...,...,...,...,...,...,"-17,033","-5,298 |","-21,019",-112,"16,201","5,806","-6,364","-5,234",...
,     Domestic,...,...,...,...,...,...,...,...,...,...,...,... |,"-21,019",-112,"16,201","5,806","-6,364","-5,234",...
,     External,...,...,...,...,...,...,...,...,...,...,...,... |,– ,– ,– ,– ,– ,– ,...
,Net incurrence of liabilities,...,...,...,...,...,...,...,...,...,...,"10,926","15,785 |","27,071","-22,532","5,053","9,671",795,"10,245",...
,     Domestic,...,...,...,...,...,...,...,...,...,...,...,... |,"21,823","-23,623","2,535","1,637","2,237","10,907",...
,     External,...,...,...,...,...,...,...,...,...,...,...,... |,"5,248","1,091","2,518","8,034","-1,442",-662,...
,,,,,,,,,,,,,,,,,,,,
,               Government Financex   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,...,...,...,...,...,13.4,22.2,18.3,17.5,21.6,23.6,22.5,19.0,26.9,24.1,23.9,25.2,24.6,26.9
,               Taxes,...,...,...,...,...,3.0,6.6,5.0,5.9,8.5,9.2,8.7,7.4,7.5,6.7,7.2,7.1,8.1,7.3
,               Taxes payable by individuals,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,               Taxes payable by corporations and other enterprises,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,               Expenditure,...,...,...,...,...,17.0,21.5,19.5,21.7,21.5,29.5,25.5,24.7,23.9,25.5,25.4,28.2,27.4,26.8
,               Net lending/Net borrowing,...,...,...,...,...,...,...,...,...,0.1,0.8,-1.2,-0.6,-2.7,-1.8,-1.3,0.5,-0.4,– 
,               Primary balance,...,...,...,...,...,-3.5,0.8,-1.3,-4.2,0.2,-5.6,-1.6,-5.5,3.3,-1.0,-1.2,-2.7,-2.4,0.6
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, General Government",,,,,,,,,,,,,,,,,,,
,Total expenditure,...,...,...,...,...,...,...,...,...,...,"211,923","220,337 |","268,712","285,528","302,419","314,784","375,562","379,629","387,805"
,     General public services,...,...,...,...,...,...,...,...,...,...,"19,637","23,317 |","32,536","31,799","40,110","47,928","60,071","63,890","72,106"
,     Defense,...,...,...,...,...,...,...,...,...,...,"37,407","47,804 |","43,548","67,973","81,462","79,720","88,915","80,485","89,301"
,     Public order and safety,...,...,...,...,...,...,...,...,...,...,"38,033","42,944 |","48,340","58,123","50,036","56,383","68,401","67,538","50,258"
,     Economic affairs,...,...,...,...,...,...,...,...,...,...,"40,989","46,033 |","52,679","56,973","51,085","52,701","53,851","54,095","56,025"
,     Environmental protection,...,...,...,...,...,...,...,...,...,...,"6,667","2,056 |","8,046",897,433,8,"3,104","3,977","3,457"
,     Housing and community amenities,...,...,...,...,...,...,...,...,...,...,"7,578","2,788 |","8,842","2,049","1,378","1,348","5,950","8,086","8,037"
,     Health,...,...,...,...,...,...,...,...,...,...,"12,351","9,019 |","14,401","11,218","13,069","14,394","18,231","21,540","24,467"
,"     Recreation, culture, and religion",...,...,...,...,...,...,...,...,...,...,"7,682","3,869 |","10,163","3,407","1,817","2,211","4,995","6,196","6,247"
,     Education,...,...,...,...,...,...,...,...,...,...,"31,978","32,817 |","36,353","41,005","43,154","42,936","47,266","47,892","46,624"
,     Social protection,...,...,...,...,...,...,...,...,...,...,"9,601","9,688 |","13,804","12,084","19,874","17,155","24,780","25,930","31,284"
,,,,,,,,,,,,,,,,,,,,
,               Expenditure by Function      (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,...,...,...,...,...,...,...,...,...,...,4.4,3.8,3.3,3.4,3.6,3.5,3.5,3.5,3.2
,               Health,...,...,...,...,...,...,...,...,...,...,1.7,1.0,1.3,0.9,1.1,1.2,1.4,1.6,1.7
,               Social protection,...,...,...,...,...,...,...,...,...,...,1.3,1.1,1.3,1.0,1.7,1.4,1.9,1.9,2.2
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, fob",137,68,100,144,305,384,416,454,545,403,388,376,414,515,571,571,596,723,875
,"Imports, cif","1,176","1,696","2,452","2,101","2,177","2,470","2,744","3,022","3,020","3,336","5,154","6,390","8,932","8,724","7,729","7,723","6,534","7,065","7,407"
,     Trade balance,"-1,039","-1,628","-2,352","-1,957","-1,872","-2,086","-2,328","-2,568","-2,475","-2,933","-4,766","-6,014","-8,518","-8,209","-7,158","-7,152","-5,938","-6,342","-6,531"
,,,,,,,,,,,,,,,,,,,,
,               External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,-17.4,-50.5,47.1,44.0,111.8,25.9,8.3,9.1,20.0,-26.1,-3.7,-3.1,10.1,24.4,10.9,– ,4.5,21.2,21.1
,               Imports,16.2,44.2,44.6,-14.3,3.6,13.5,11.1,10.1,-0.1,10.5,54.5,24.0,39.8,-2.3,-11.4,-0.1,-15.4,8.1,4.8
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total",149,102,100,150,147,184,141,206,556,412,396,387,316,385,427,582,615,857,"1,108"
,     1. Pakistan,30,21,25,27,46,63,25,68,264,191,151,181,201,198,188,227,283,381,426
,     2. India,17,8,7,37,19,32,28,45,132,76,65,70,70,103,160,189,230,295,313
,     3. United Arab Emirates,13,12,12,15,13,14,13,14,19,7,6,3,...,...,...,24,9,97,237
,     4. Iran,...,...,...,...,...,...,...,...,18,41,32,20,27,43,33,29,19,24,32
,     5. Iraq,...,...,...,...,...,...,...,...,6,7,9,15,...,...,...,17,11,13,16
,"     6. China, People's Republic of",5,0,0,1,1,1,0,2,2,4,12,6,5,20,15,10,5,3,23
,     7. Turkey,8,8,8,10,14,16,17,20,18,6,35,11,...,...,...,18,12,11,15
,     8. Germany,2,2,1,1,2,1,1,2,1,1,2,2,2,9,17,6,4,4,6
,     9. Russian Federation,31,31,30,33,32,33,32,33,37,26,30,33,...,...,...,19,3,2,2
,     10. Kazakhstan,0,0,0,0,0,0,0,0,0,0,1,1,...,...,...,11,4,3,7
,,,,,,,,,,,,,,,,,,,,
,"Imports, total",498,491,672,920,"1,072","1,599","1,926","2,095","3,050","3,377","5,208","6,566","6,404","8,580","7,707","7,751","6,558","6,626","7,528"
,     1. Iran,...,...,...,...,...,...,...,...,175,177,386,582,499,715,"1,497","1,808","1,265","1,401","1,857"
,"     2. China, People's Republic of",53,46,53,71,154,141,288,518,429,360,704,577,714,136,"1,038","1,044","1,093","1,373","1,744"
,     3. Pakistan,86,101,157,286,322,718,820,669,482,307,598,878,883,889,"1,328","1,346","1,199",814,849
,     4. Kazakhstan,6,5,17,25,41,63,85,104,153,291,208,333,...,...,...,427,622,719,688
,     5. Uzbekistan,7,6,19,28,45,69,94,115,169,876,"1,088",732,...,...,...,336,399,487,436
,     6. Japan,250,243,282,302,265,275,267,288,368,337,494,412,601,26,259,292,249,222,211
,     7. Malaysia,35,35,35,34,36,38,37,37,78,23,53,60,...,...,...,277,265,306,359
,     8. United Arab Emirates,...,...,...,...,...,...,...,...,81,47,106,200,...,...,...,321,200,229,268
,     9. Turkmenistan,...,...,...,...,...,...,...,...,13,76,117,353,...,...,...,632,355,...,...
,     10. India,3,2,8,11,18,28,39,50,105,106,113,104,118,44,108,131,153,200,212
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTSy   beginning 21 March | ending 20 December ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,...,...,-149.8,-456.2,-265.0,-182.0,-379.0,83.0 |,-914.5,"-1,287.5","-1,662.5","-2,790.7 |","-4,322.3","-5,627.3","-3,930.9","-4,647.9","-3,244.8","-4,145.2","-4,055.8"
,     Balance on goods,...,...,"-1,217.6","-2,485.7","-3,443.3","-4,335.0","-4,933.0","-6,002.0 |","-2,528.8","-3,118.3","-4,556.6","-5,623.6 |","-5,959.4","-8,158.4","-6,360.3","-6,993.3","-5,921.9","-6,239.8","-6,024.6"
,          Exports,...,...,"1,290.6","1,893.6","1,643.0","1,795.0","1,811.0","1,835.0 |",563.3,423.1,389.0,429.8 |,367.0,505.8,641.8,577.9,614.2,784.0,875.2
,          Imports,...,...,"-2,508.2","-4,379.3","-5,086.3","-6,130.0","-6,744.0","-7,837.0 |","3,092.1","3,541.4","4,945.6","6,053.4 |","6,326.5","8,664.2","7,002.0","7,571.1","6,536.1","7,023.8","6,899.8"
,     Balance on services,...,...,-154.0,-446.4,-450.7,-545.0,-473.0,-425.0 |,570.1,989.0,"1,006.7","1,103.2 |",-104.3,-686.9,-44.6,-207.4,-424.4,-737.3,-515.5
,          Credit,...,...,,,,,,|,"1,291.2","1,778.4","2,092.4","2,769.5 |","1,243.0",880.6,"1,344.8",835.4,508.9,363.7,684.9
,          Debit,...,...,,,,,,|,721.1,789.4,"1,085.7","1,666.3 |","1,347.3","1,567.5","1,389.4","1,042.9",933.4,"1,101.0","1,200.4"
,     Balance on primary income ,...,...,,,,,,|,-2.1,-37.8,-2.5,-23.6 |,37.3,71.7,-2.4,180.0,169.2,153.5,221.7
,          Credit,...,...,,,,,,|,139.7,102.3,135.7,143.5 |,122.7,201.4,192.1,287.0,239.9,204.5,277.5
,          Debit,...,...,,,,,,|,141.8,140.1,138.2,167.1 |,85.4,129.7,194.5,107.0,70.7,51.1,55.8
,     Balance on secondary income,...,...,"1,221.8","2,475.9","3,629.0","4,698.0","5,027.0","6,510.0 |","1,046.3",879.6,"1,889.8","1,753.3 |","1,704.1","3,146.2","2,476.3","2,372.8","2,932.3","2,678.4","2,262.6"
,          Credit,...,...,...,...,...,...,...,… |,"1,135.2","1,651.7","2,275.8","2,060.1 |","1,863.4","3,498.0","2,821.0","2,502.9","3,052.1","2,773.9","2,431.5"
,          Debit,...,...,...,...,...,...,...,… |,88.9,772.2,385.9,306.8 |,159.4,351.8,344.6,130.0,119.8,95.5,169.0
,Capital account,...,...,,,,,,|,"1,731.7","2,599.6","2,917.9","2,375.2 |","1,772.6","2,883.8","2,559.8","1,709.7","1,778.8","1,790.8","1,404.5"
,     Credit,...,...,,,,,,|,"1,743.1","2,620.8","2,939.3","2,392.6 |","1,795.0","2,893.7","2,593.3","1,736.7","1,786.5","1,790.8","1,407.7"
,     Debit,...,...,,,,,,|,11.4,21.2,21.4,17.4 |,22.4,9.9,33.5,27.0,7.7,– ,3.2
,Financial accountz,...,...,144.0,149.6,470.2,357.0,195.0,25.0 |,943.1,949.2,"1,089.3",797.7 |,998.1,274.3,413.3,-330.9,634.8,453.4,413.9
,     Direct investment,...,...,50.0,57.8,186.9,271.0,238.0,243.0 |,-46.0,-197.5,-54.2,-57.6 |,-40.9,-48.3,-43.0,-170.5,-108.4,-62.3,-139.0
,     Portfolio investment ,...,...,...,...,...,...,...,… |,-1.9,0.3,9.2,79.9 |,17.2,67.0,48.0,81.5,98.7,-29.1,23.5
,     Financial derivatives ,...,...,...,...,...,...,...,… |,– ,– ,– ,0.2 |,-0.2,– ,-0.2,-0.3,0.2,0.1,0.1
,     Other investment,...,...,94.0,91.8,283.3,86.0,-43.0,-218.0 |,-426.3,327.7,232.3,-25.5 |,334.6,-12.8,55.2,37.6,0.8,-31.5,361.7
,Net errors and omissions,...,...,161.1,687.0,237.0,223.0,405.0,372.0 |,125.9,-362.8,-166.1,"1,213.2 |","3,547.8","3,017.9","1,784.4","2,607.2","2,100.8","2,807.9","3,065.1"
,Overall balanceaa,...,...,155.3,380.4,442.2,398.0,220.0,479.0 |,-125.9,362.8,166.1,"-1,213.2 |","-3,547.8","-3,017.9","-1,784.4","-2,607.2","-2,100.8","-2,807.9","-3,065.1"
,Reserves and related items,...,...,...,...,...,...,...,… |,"1,417.4",818.7,902.0,800.6 |,687.3,268.5,353.2,-279.2,643.4,576.3,167.6
,International investment position,...,...,...,...,...,...,...,… |,623.1,"1,580.2","3,052.1","3,963.9 |","5,070.4","4,903.6","5,291.7","4,800.8","5,399.2","6,001.4","6,364.5"
,,,,,,,,,,,,,,,,,,,,
,               Balance of Paymentsab   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Exports,...,...,30.1,38.4,29.4,27.1,24.1,17.7 |,5.6,3.4,2.4,2.4,1.8,2.5,3.1,3.0,3.1,3.9,4.4
,               Imports,...,...,58.5,88.7,91.0,92.6,89.7,75.5 |,30.5,28.5,31.1,34.0,30.9,42.3,33.9,39.3,33.3,35.4,34.7
,               Balance on goods,...,...,-28.4,-50.4,-61.6,-65.5,-65.6,-57.8 |,-25.0,-25.1,-28.7,-31.5,-29.1,-39.9,-30.8,-36.3,-30.2,-31.4,-30.3
,               Current account balance,...,...,-3.5,-9.2,-4.7,-2.7,-5.0,0.8 |,-9.0,-10.3,-10.5,-15.7,-21.1,-27.5,-19.1,-24.1,-16.5,-20.9,-20.4
,               Overall balance,...,...,3.6,7.7,7.9,6.0,2.9,4.6 |,-1.2,2.9,1.0,-6.8,-17.3,-14.7,-8.7,-13.5,-10.7,-14.1,-15.4
,,,,,,,,,,,,,,,,,,,,
,INTERNATIONAL RESERVES   as of end of period ($ million),,,,,,,,,,,,,,,,,,,
,Total,6.4,6.2,6.7,0.6,0.1,0.0,0.1,0.2,"3,018.4","4,278.5","5,146.6","6,398.8","7,142.8","7,282.2","7,521.2","6,990.1","7,267.7","8,074.8","8,191.3"
,"     Gold, national valuation",...,...,...,...,...,...,...,...,587.5,777.2,972.3,"1,130.4","1,160.3",840.3,840.4,758.4,791.4,889.0,885.6
,     Foreign exchange,...,...,...,...,...,...,...,...,"2,430.8","3,300.0","3,976.6","5,071.4","5,788.5","6,260.3","6,528.5","6,106.0","6,374.7","7,100.1","7,239.3"
,     Reserve position in the IMF,6.4,6.2,6.7,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,0.3,0.3,0.3,0.3
,     SDRs,– ,– ,– ,0.6,0.1,0.0,0.1,0.2,0.0,201.4,197.7,196.9,194.0,181.6,152.3,125.5,101.4,85.5,66.1
,,,,,,,,,,,,,,,,,,,,
,EXCHANGE RATES   calendar year (AF–$),,,,,,,,,,,,,,,,,,,
,End of period,47.50,47.26,47.26,48.87,48.22,50.41,49.85,49.72,52.14,48.74,45.27,49.04,52.14,56.64,57.82,68.05,66.84,69.49,74.96
,Average of period,47.36,47.50,47.26,48.76,47.85,49.49,49.93,49.96,50.25,50.33,46.45,46.75,50.92,55.38,57.25,61.14,67.87,68.03,72.08
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL INDEBTEDNESS   as of end of year ($ million),,,,,,,,,,,,,,,,,,,
,Total debt outstanding and disbursed,– ,– ,– ,– ,– ,– ,979.3,"2,023.0","2,144.0","2,480.2","2,435.6","2,627.7","2,729.2","2,587.0","2,613.0","2,520.3","2,432.9","2,551.8",...
,     Long-term debt,– ,– ,– ,– ,– ,– ,920.0,"1,902.6","1,994.5","2,106.1","1,975.5","2,032.5","2,079.8","2,106.2","2,021.0","1,990.0","1,949.5","1,981.6",...
,          Public and publicly guaranteed,– ,– ,– ,– ,– ,– ,920.0,"1,902.6","1,994.5","2,106.1","1,975.5","2,032.5","2,079.8","2,106.2","2,021.0","1,990.0","1,949.5","1,981.6",...
,          Private nonguaranteed,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,...
,     Short-term debt,– ,– ,– ,– ,– ,– ,19.1,21.7,18.4,21.4,104.8,222.7,261.7,105.1,257.2,230.2,206.4,285.4,...
,     Use of IMF credit,– ,– ,– ,– ,– ,– ,40.2,98.8,131.1,352.8,355.2,372.6,387.6,375.6,334.8,300.2,277.0,284.9,...
,,,,,,,,,,,,,,,,,,,,
,               External debt   (% of GNI),...,...,...,...,...,...,13.8,20.5,21.0,19.8,15.2,14.5,13.1,12.6,12.6,13.0,12.4,12.1,...
,               Total long-term debt   (% of total debt),...,...,...,...,...,...,93.9,94.0,93.0,84.9,81.1,77.3,76.2,81.4,77.3,79.0,80.1,77.7,...
,               Short-term debt   (% of total debt),...,...,...,...,...,...,2.0,1.1,0.9,0.9,4.3,8.5,9.6,4.1,9.8,9.1,8.5,11.2,...
,               Debt service   (% of exports of goods and services),...,...,...,...,...,3.8,0.2,0.1,0.5,0.5,0.4,0.3,0.6,1.6,1.9,2.9,4.0,4.0,...
,,,,,,,,,,,,,,,,,,,,
,Debt service transactions during the year ($ million),,,,,,,,,,,,,,,,,,,
,     Principal repayments on long-term debt,– ,– ,– ,– ,– ,– ,3.5,1.3,1.3,3.1,1.0,0.9,1.6,4.2,12.1,18.7,22.7,22.5,100.1*
,     Interest on long-term debt,...,...,...,...,...,...,5.8,3.2,6.0,6.5,7.0,8.9,...,...,...,...,...,...,...
,     Interest on short-term debt,– ,– ,– ,– ,– ,– ,– ,– ,– ,– ,1.0,0.3,1.1,0.5,1.4,1.1,0.4,2.6,...
,,,,,,,,,,,,,,,,,,,,
,Average terms of new commitments,,,,,,,,,,,,,,,,,,,
,     Interest   (% per annum),…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Maturity   (years),…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,     Grace period   (years),– ,– ,– ,– ,– ,– ,10.3,8.1,10.0,– ,7.8,– ,– ,– ,29.8,– ,– ,19.8,…
,     Grant element   (%),…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…,…
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"... = data not available; | = marks break in series; – = magnitude equals zero; 0 or 0.0 = magnitude is less than half of unit employed; * = provisional, preliminary, estimate; $ = United States dollars; AF = afghanis; cif = cost, insurance, and freight; fob = free on board; GDP = gross domestic product; GNI = gross national income; IMF = International Monetary Fund; km2 = square kilometer; kWh = kilowatt-hour; m3 = cubic meter; NPISHs = nonprofit institutions serving households; SDRs = special drawing rights; t = metric ton.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"Note: In 2012, Afghanistan changed its fiscal year to begin on 21 December and end on 20 December, replacing the former period of 21 March to 20 March.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
a,"The last full census in Afghanistan was conducted in 1979. The population in subsequent years, except for 2004, which came from the Population and Housing Census, Phase 1 (Count), was estimated using population growth rates. Total population refers to resident population and excludes the nomadic population.",,,,,,,,,,,,,,,,,,,
b,"Refers to share of urban population to total resident population, that is, excluding the nomadic population.",,,,,,,,,,,,,,,,,,,
c,"For 2001–2004, data refer to the population aged 10–59 years. For 2011, 2013, and 2016, data refer to the economically active population (encompassing the underemployed and unemployed) in the working group aged 14 years and older. Data for employed are for the productive and nonproductive sectors of the economy. The productive sector includes agriculture and industry (manufacturing, mining, small–scale industries and handicrafts, construction and geology, and transport and communications); the nonproductive sector refers to other employed, which includes education and health, government departments, and public services. Data for 2016 refer to the period April–September only.",,,,,,,,,,,,,,,,,,,
d,"For 2016, includes community, social, and personal services.",,,,,,,,,,,,,,,,,,,
e,"Refers to persons working insufficient hours (in Afghanistan, less than 40 hours) in relation to an alternative employment situation in which the person is willing and available to engage (time–related underemployment).",,,,,,,,,,,,,,,,,,,
f,"Refers to all persons aged 14 and older who, during the reference period of 1 week, were without any work, or working less than 8 hours, and were seeking work. The unemployed include persons not working and who were not seeking work because of being discouraged in finding any.",,,,,,,,,,,,,,,,,,,
g,Refers to government services.,,,,,,,,,,,,,,,,,,,
h,"Includes ownership of dwellings; and community, social, and personal services.",,,,,,,,,,,,,,,,,,,
i,Includes statistical discrepancy. ,,,,,,,,,,,,,,,,,,,
j,Refers to gross fixed capital formation.,,,,,,,,,,,,,,,,,,,
k,Estimated as the difference between GDP by industrial origin at current market prices and final consumption expenditure. ,,,,,,,,,,,,,,,,,,,
l,Refers to tobacco.,,,,,,,,,,,,,,,,,,,
m,"For 2002–2004 and 2007–2017, data are based on the former fiscal year (21 March to 20 March). For 2005–2006, data based on the former fiscal year cannot be officially confirmed, hence, data presented are based on the new fiscal year (21 December to 20 December). For 2018, data are based on the new fiscal year (21 December to 20 December).",,,,,,,,,,,,,,,,,,,
n,Broad money liabilities (M2) is calculated as the sum of foreign assets (net) and domestic credit minus liabilities excluded from M2 (Other items).,,,,,,,,,,,,,,,,,,,
o,"For 2005–2006, percentage of GDP is calculated based on monetary financial statistics with reference to the new fiscal year (21 December to 20 December) and national accounts data with reference to the former fiscal year (21 March to 20 March).",,,,,,,,,,,,,,,,,,,
p,"In 2002, only three state–owned banks were in operation. Also, data on deposits could partially be as of the new fiscal year (21 December to 20 December) for banks following the solar calendar, or as of 31 December for banks following the Gregorian calendar.",,,,,,,,,,,,,,,,,,,
q,Referenced to the former fiscal year (21 March to 20 March).,,,,,,,,,,,,,,,,,,,
r,"For 2005–2011, government finance statistics are estimated based on the former fiscal year (21 March to 20 March). For 2012, government finance covers 9 months only (21 March to 20 December) due to the change of Afghanistan’s fiscal year. For 2013 onward, government finance statistics are estimated based on the new fiscal year (21 December to 20 December).",,,,,,,,,,,,,,,,,,,
s,"Component figures may not add up to totals due to partial information provided. The main components of total revenue based on the Afghanistan Ministry of Finance (MOF) template are tax revenue, nontax revenue, grants, and sales of land and buildings.",,,,,,,,,,,,,,,,,,,
t,"Component figures may not add up to totals due to partial information provided. The main components of tax revenue based on the MOF template are fixed taxes, income taxes, property taxes, sales taxes, excise taxes, other taxes, tax penalties and fines, custom duty, and import tax.",,,,,,,,,,,,,,,,,,,
u,"Component figures may not add up to totals due to partial information provided. The main components of nonfinancial assets based on the MOF template are land and buildings, sale of state–owned enterprises, machinery and equipment, valuables, and other acquisitions.",,,,,,,,,,,,,,,,,,,
