BANGLADESH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Asian Development Bank (ADB) ,,,,,,,,,,,,,,,,,,,,
Key Indicators for Asia and the Pacific 2019,,,,,,,,,,,,,,,,,,,,
www.adb.org/statistics,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,     Exports ,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Imports ,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Consumption ,"8,780.0","9,876.0","10,326.0","11,350.0","12,111.0","12,918.0","14,021.0","15,185.0","16,551.0","18,342.0","20,111.0","20,306.0","20,569.0","22,601.0","23,450.4","24,843.3","27,380.6","27,037.0",...
,,,,,,,,,,,,,,,,,,,,
,Electricityk  (kWh million),,,,,,,,,,,,,,,,,,,
,     Production,"14,739.0","16,254.0","17,445.0","18,458.0","20,062.0","21,162.0","22,742.0","22,783.0","24,305.0","25,504.0","27,470.0","29,348.0","33,365.0","36,482.0","38,031.1","40,357.9","48,371.0","52,620.0",...
,     Exports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Imports,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Consumption,"12,461.0","14,003.0","15,238.0","16,132.0","18,024.0","19,196.0","20,962.0","21,181.0","22,622.0","23,937.0","25,744.0","28,627.0","32,443.0","35,465.0","39,256.1","42,616.0","45,299.0","50,264.0",...
,,,,,,,,,,,,,,,,,,,,
,PRICE INDEXES period averages ,,,,,,,,,,,,,,,,,,,
,Consumer (national);   1995/1996 | 2005/2006 = 100,124.3,126.7,130.3,136.0,143.9,153.2 |,100.0,109.4,122.8,132.2,141.2,156.6,170.2,181.7,195.1,207.6,219.9,231.8,245.2
,          Food and nonalcoholic beverages,…,…,…,…,…,…,…,…,…,…,…,170.5,183.7,193.2,209.8,223.8,234.8,248.9,266.6
,"          Alcoholic beverages, tobacco, and narcotics",,,,,,,,,,,,,,,,,,,
,          Clothing and footwear,…,…,…,…,…,…,…,…,…,…,…,140.1,160.8,179.7,194.8,208.5,233.4,243.6,255.2
,"          Housing, water, electricity, gas, and other fuelsl",…,…,…,…,…,…,…,…,…,…,…,132.3,143.4,155.6,163.5,171.8,182.7,194.0,200.3
,"          Furnishings, household equipment, and routine household maintenance",…,…,…,…,…,…,…,…,…,…,…,158.1,175.6,195.3,206.1,214.5,227.4,235.9,249.7
,          Health,…,…,…,…,…,…,…,…,…,…,…,144.6,152.6,159.7,164.1,180.8,199.9,206.7,209.3
,          Transport,…,…,…,…,…,…,…,…,…,…,…,127.4,148.6,159.3,167.2,181.8,201.3,210.8,218.8
,          Communication,,,,,,,,,,,,,,,,,,,
,          Recreation and culture,…,…,…,…,…,…,…,…,…,…,…,139.5,144.5,157.2,164.4,168.0,171.0,177.6,183.7
,          Education,,,,,,,,,,,,,,,,,,,
,          Restaurants and hotels,,,,,,,,,,,,,,,,,,,
,          Miscellaneous goods and services,…,…,…,…,…,…,…,…,…,…,…,148.7,164.6,182.5,193.8,204.2,211.6,217.5,223.8
,Wholesale (national)m;  1969/1970 = 100,"1,753.0","1,726.0","1,730.0","1,822.0","1,889.0","1,954.0","2,128.0",…,…,…,…,…,…,…,…,…,…,…,…
,Implicit GDP deflator;   1995/1996 | 2005/2006=100,115.7,117.5,121.3,126.8,132.1,138.8 |,100.0,106.5,114.8,122.6,131.4,141.7,153.3,164.3,173.6,183.8,196.1,208.4,220.1
,,,,,,,,,,,,,,,,,,,,
,               Price Indexes   (% annual change),,,,,,,,,,,,,,,,,,,
,               Consumer price index (national),2.8,1.9,2.8,4.4,5.8,6.5,7.2,9.4,12.3,7.6,6.8,10.9,8.7,6.8,7.3,6.4,5.9,5.4,5.8
,               Food and nonalcoholic beverages price indexn,…,…,…,…,…,…,…,…,…,…,…,…,7.7,5.2,8.6,6.7,4.9,6.0,7.1
,               Wholesale price indexm (national)  ,-0.4,-1.5,0.2,5.3,3.7,3.4,8.9,…,…,…,…,…,…,…,…,…,…,…,…
,               Implicit GDP deflator,1.9,1.6,3.2,4.5,4.2,5.1,5.2,6.5,7.9,6.8,7.1,7.9,8.2,7.2,5.7,5.9,6.7,6.3,5.6
,,,,,,,   ,,,,,,,,,,,,,
,MONEY AND BANKING   as of end of period (Tk billion),,,,,,,,,,,,,,,,,,,
,Money supply (M1)  ,198.8,223.5,241.6,267.4,304.5,354.0,422.2,496.8,593.1,664.3,879.9,"1,031.1","1,097.2","1,236.0","1,416.5","1,608.1","2,124.3","2,400.8","2,548.9"
,     Currency in circulation,101.8,114.8,125.3,139.0,158.1,185.1,228.6,266.4,326.9,360.5,461.6,548.0,584.2,675.5,769.1,879.4,"1,220.7","1,375.3","1,409.2"
,     Demand depositso,97.1,108.7,116.3,128.4,146.4,168.9,193.6,230.4,266.2,303.8,418.3,483.1,513.0,560.5,647.4,728.7,903.6,"1,025.5","1,139.8"
,Quasi-money,548.8,648.3,744.5,872.5,992.7,"1,160.4","1,384.6","1,618.2","1,894.8","2,300.7","2,750.4","3,374.2","4,073.9","4,799.0","5,589.8","6,268.0","7,039.5","7,760.0","8,550.9"
,Money supply (M2),747.6,871.7,986.2,"1,139.9","1,297.2","1,514.4","1,806.7","2,115.0","2,488.0","2,965.0","3,630.3","4,405.2","5,171.1","6,035.0","7,006.2","7,876.1","9,163.8","10,160.8","11,099.8"
,     Foreign assets (net),82.7,71.5,92.3,135.9,159.1,182.2,215.1,323.8,373.0,474.4,670.5,705.7,788.2,"1,132.5","1,600.6","1,892.3","2,331.2","2,667.0","2,646.7"
,     Domestic credit ,778.2,910.5,"1,024.0","1,106.5","1,267.9","1,488.4","1,784.1","2,041.6","2,470.5","2,868.5","3,378.3","4,308.9","5,149.7","5,717.4","6,379.1","7,015.3","8,012.8","8,906.7","10,216.3"
,          Claims on government sector (net),147.9,176.9,202.6,190.3,219.0,255.8,315.3,359.4,467.5,580.1,542.5,732.3,917.3,"1,101.2","1,175.3","1,102.6","1,142.2",973.3,949.0
,          Claims on private sector,565.2,656.6,745.5,814.2,917.7,"1,082.4","1,284.4","1,470.5","1,839.4","2,097.2","2,612.9","3,310.3","3,967.4","4,379.3","5,076.4","5,746.0","6,710.1","7,760.6","9,075.3"
,          Claims on other financial institutions,...,...,...,46.3,61.3,62.6,56.5,71.1,78.2,102.4,112.4,118.4,137.2,177.4,52.8,53.7,69.2,81.6,86.4
,          Claims on state and local governmentp,65.1,76.9,75.8,0.8,0.7,0.5,0.4,0.2,0.2,0.2,0.1,0.1,0.1,0.0,–,–,–,–,–
,          Claims on public nonfinancial corporations,...,...,...,54.9,69.1,87.0,127.6,140.3,85.2,88.8,110.4,147.8,127.8,59.4,74.6,113.0,91.3,91.2,105.6
,     Other items,-113.3,-110.3,-130.1,-102.5,-129.8,-156.2,-192.5,-250.4,-355.5,-378.0,-418.5,-609.5,-766.8,-814.8,-973.4,"-1,031.4","-1,180.2","-1,412.9","-1,763.2"
,,,,,,,,,,,,,,,,,,,,
,          Money Supply  (M2)   (% annual change),18.6,16.6,13.1,15.6,13.8,16.7,19.3,17.1,17.6,19.2,22.4,21.3,17.4,16.7,16.1,12.4,16.3,10.9,9.2
,          M2   (% of GDP at current market prices),31.5,34.4,36.1,37.9,39.0,40.9,37.5,38.5,39.6,42.1,45.5,48.1,49.0,50.3,52.1,52.0,52.9,51.4,49.3
,,,,,,,,,,,,,,,,,,,,
,Deposit Money Banks,,,,,,,,,,,,,,,,,,,
,Demand deposits,97.1,108.7,116.2,128.3,146.1,168.5,197.4,234.6,265.2,302.4,416.2,481.1,510.6,557.4,643.4,723.8,897.6,"1,018.9","1,132.2"
,Time deposits,548.8,648.3,744.5,872.5,992.7,"1,160.4","1,384.6","1,618.2","1,894.8","2,300.7","2,750.4","3,374.2","4,073.9","4,799.0","5,589.8","6,268.0","7,039.5","7,760.0","8,550.9"
,Loans and advances,579.2,670.9,759.5,845.7,950.0,"1,114.7","1,296.5","1,484.3","1,831.1","2,142.2","2,641.8","3,266.3","3,878.0","4,283.2","4,854.6","5,529.5","6,429.0","7,436.5","8,776.7"
,Domestic credits outstandingq,675.0,786.5,872.8,982.3,"1,128.6","1,321.1","1,516.2","1,771.8","2,200.4","2,567.2","3,302.0","4,165.8","4,723.4","5,391.3","6,701.7","7,435.7","8,405.7","9,406.7","10,754.3"
,,,,,,,,,,,,,,,,,,,,
,Interest rates   as of end of period (% per annum) ,,,,,,,,,,,,,,,,,,,
,     On deposits,,,,,,,,,,,,,,,,,,,
,          Savingsr,5.8,5.2,4.6,4.1,4.2,4.2,5.2,5.2,5.2,5.1,4.9,5.0,5.3,5.2,4.9,4.5,3.6,3.2,3.3
,          Time:   6 months,8.7,8.7,8.4,8.3,7.5,8.1,9.8,10.3,10.3,10.2,8.4,11.2,11.8,12.0,10.3,8.8,6.4,6.1,7.5
,                     12 months,9.0,8.9,8.5,8.8,8.2,8.3,10.3,10.7,10.9,10.9,9.0,10.3,11.7,12.1,11.3,9.0,7.3,6.4,7.4
,,,,,,,,,,,,,,,,,,,,
,GOVERNMENT FINANCE    fiscal year ending 30 June (Tk billion),,,,,,,,,,,,,,,,,,,
,Central Government,,,,,,,,,,,,,,,,,,,
,Revenue,281.1,315.2,355.7,365.5,419.2,460.1,522.0,653.1,728.1,836.4,"1,016.7","1,249.9","1,423.2","1,538.2","1,538.4","1,815.3","2,015.2","2,354.9","2,110.5"
,     Taxes,190.4,209.4,241.5,269.5,304.0,338.8,379.1,479.7,527.4,623.0,793.5,949.9,"1,072.0","1,156.7","1,285.3","1,518.6","1,734.8","2,035.8","1,881.6"
,"          Taxes on income, profits, and capital gains",30.9,35.2,38.6,43.8,51.1,64.0,86.2,116.7,134.3,162.4,219.6,281.6,344.0,378.3,407.2,450.8,520.3,599.3,527.6
,               Payable by individuals,13.2,16.7,22.7,25.0,28.7,31.9,51.8,73.9,64.0,86.6,93.9,94.9,103.9,108.4,130.2,147.6,191.9,209.6,196.2
,               Payable by corporations and other enterprises,17.7,18.5,15.9,18.8,22.4,32.2,34.5,42.8,70.4,75.7,125.7,186.7,240.2,269.9,277.0,303.2,328.4,389.7,331.4
,"          Other taxes on income, profits, and capital gains",–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,          Taxes on payroll and workforce,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,          Taxes on property,2.4,1.6,1.6,1.6,1.7,1.7,1.9,2.1,2.3,2.5,2.6,3.0,3.1,3.8,4.1,5.6,8.5,13.8,5.8
,          Taxes on goods and services,102.8,113.9,130.5,147.0,166.5,189.0,203.8,259.1,289.8,352.5,442.1,520.6,571.1,614.2,694.3,849.9,972.3,"1,149.3","1,086.5"
,          Taxes on international trade and transaction,47.8,51.6,64.7,69.7,75.9,75.3,76.2,87.9,84.9,89.3,107.9,120.8,126.6,131.6,149.2,178.5,194.6,230.6,218.1
,          Other taxes,6.6,7.0,6.1,7.4,8.8,8.8,11.0,13.9,16.1,16.4,21.2,24.0,27.2,28.8,30.4,33.8,39.0,42.8,43.6
,     Social contributions,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,     Grants,18.6,19.7,32.9,15.4,17.2,14.2,10.9,25.0,21.3,32.3,24.5,35.9,68.8,58.7,24.8,21.7,13.0,14.3,3.0
,     Other revenue,72.1,86.1,81.3,80.5,98.0,107.1,132.0,148.4,179.5,181.1,198.7,264.2,282.5,322.7,228.3,275.1,267.4,304.8,226.0
,Expense,236.7,249.4,290.0,292.3,342.2,388.7,461.8,558.9,669.7,723.0,845.1,982.7,"1,087.2","1,246.7","1,320.2","1,586.8","1,774.4","1,950.8","1,860.1"
,     Compensation of employees,67.8,70.7,74.7,79.9,87.0,103.0,126.8,132.2,142.9,165.7,206.9,217.4,225.5,274.4,300.7,418.3,514.7,490.0,518.6
,     Use of goods and services,40.9,44.5,62.4,55.6,60.1,65.7,69.3,82.7,94.2,106.6,124.6,158.5,163.0,191.0,200.1,225.1,245.7,285.3,244.3
,     Consumption of fixed capital,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–,–
,     Interest,41.9,49.6,56.8,57.8,68.5,85.2,105.1,137.4,153.6,148.7,156.4,203.5,241.6,280.0,309.7,331.2,353.4,430.9,385.2
,     Subsidies,5.2,6.8,13.5,11.9,19.7,17.2,31.6,59.4,73.9,75.1,92.7,115.1,155.9,137.7,125.8,119.0,58.6,109.8,172.7
,     Grants,41.2,42.0,40.1,48.9,62.0,62.9,64.8,76.0,98.8,124.7,145.6,164.8,167.2,186.2,203.4,263.2,311.3,289.6,287.0
,     Social benefits,23.4,22.2,25.2,27.0,31.4,40.3,44.8,56.8,79.0,75.1,85.2,99.2,102.0,104.8,121.0,173.2,222.2,275.8,207.3
,     Other expense,16.3,13.7,17.4,11.2,13.4,14.4,19.5,14.3,27.4,27.0,33.7,24.2,32.0,72.5,59.4,56.9,68.5,69.5,45.1
,Net operating balances,44.4,65.7,65.7,73.2,77.1,71.3,60.2,94.2,58.4,113.4,171.6,267.2,336.0,291.5,218.2,228.5,240.8,404.1,250.4
,Gross operating balancet,44.4,65.7,65.7,73.2,77.1,71.3,60.2,94.2,58.4,113.4,171.6,267.2,336.0,291.5,218.2,228.5,240.8,404.1,250.4
,Transactions in Nonfinancial Assets,,,,,,,,,,,,,,,,,,,
,Net/gross investment in nonfinancial assets,135.7,128.4,128.0,142.9,188.9,183.6,168.5,186.9,223.6,242.5,305.8,351.2,390.7,443.6,520.7,598.6,780.7,"1,067.6",720.2
,     Fixed assets,121.7,110.7,114.3,126.1,166.6,161.7,143.4,140.2,154.2,205.1,219.3,268.8,326.5,362.4,447.5,503.7,682.0,920.3,606.8
,     Inventories,13.2,16.9,13.2,15.9,21.3,20.4,23.9,43.8,57.8,31.0,79.5,74.3,54.1,63.1,60.2,48.5,54.3,103.7,79.4
,     Valuables,–,0.0,–,–,–,0.0,–,–,–,–,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.0,–
,     Nonproduced assets,0.8,0.8,0.5,0.9,1.1,1.5,1.2,2.9,11.6,6.5,7.1,8.2,10.1,18.0,12.9,46.3,44.4,43.6,34.0
,Expenditure,372.4,377.8,418.0,435.2,531.1,572.3,630.2,745.8,893.3,965.5,"1,150.9","1,333.9","1,477.9","1,690.3","1,840.9","2,185.4","2,555.1","3,018.4","2,580.4"
,Net lending/Net borrowing,-91.2,-62.6,-62.3,-69.7,-111.9,-112.3,-108.3,-92.7,-165.2,-129.1,-134.2,-84.0,-54.7,-152.1,-302.5,-370.1,-539.9,-663.5,-469.8
,Primary balance,-49.3,-13.0,-5.5,-11.9,-43.3,-27.0,-3.2,44.7,-11.6,19.6,22.2,119.5,187.0,127.9,7.3,-39.0,-186.5,-232.7,-84.6
,Transactions in Financial Assets and Liabilities (Financing),,,,,,,,,,,,,,,,,,,
,Net acquisition of financial assets,"4,601.0","7,264.8","13,601.7","17,788.2","21,805.4","23,964.6","38,093.5","42,984.7","46,330.7","44,105.6","53,470.4","4,928.3","6,197.2","6,753.4","6,547.1","7,608.1","8,008.5","9,600.5","8,855.0"
,     Domestic,"4,601.0","7,264.8","13,601.7","17,788.2","21,805.4","23,964.6","38,093.4","42,984.7","46,330.7","44,105.6","53,470.4","4,928.3","6,197.2","6,753.4","6,547.1","7,608.1","8,008.5","9,600.5","8,855.0"
,     External,–,–,0.0,0.0,0.0,–,0.0,0.0,–,–,–,–,–,–,–,–,–,–,–
,Net incurrence of liabilities,"2,967.2","3,408.0","3,544.6","3,623.7","5,040.8","5,262.8","4,659.3","5,137.7","5,464.8","5,986.1","6,378.7","5,218.6","6,280.2","6,691.5","6,705.0","7,982.4","8,416.8","10,355.5","13,861.5"
,     Domestic ,"2,888.2","3,324.0","3,456.7","3,541.0","4,943.2","5,146.8","4,553.2","4,980.2","5,345.4","5,821.1","6,243.9","5,064.5","6,072.3","6,483.5","6,476.3","7,608.9","8,136.9","10,081.6","13,660.0"
,     External,79.0,84.0,87.9,82.8,97.6,116.0,106.1,157.5,119.3,165.0,134.9,154.0,207.9,208.0,228.7,373.5,279.9,273.9,201.5
,,,,,,,,,,,,,,,,,,,,
,               Government Finance   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Revenue,9.7,10.0,11.8,11.1,11.3,11.0,11.2,12.3,11.9,12.2,13.0,13.9,13.7,12.9,11.5,10.6,10.2,10.5,8.3
,               Taxes,6.5,6.7,8.0,8.2,8.2,8.1,8.2,9.1,8.6,9.1,10.2,10.6,10.3,9.7,9.6,8.9,8.8,9.1,7.4
,               Taxes payable by individuals,0.5,0.5,0.8,0.8,0.8,0.8,1.1,1.4,1.0,1.3,1.2,1.1,1.0,0.9,1.0,0.9,1.0,0.9,0.8
,               Taxes payable by corporations and other enterprises,0.6,0.6,0.5,0.6,0.6,0.8,0.7,0.8,1.2,1.1,1.6,2.1,2.3,2.3,2.1,1.8,1.7,1.7,1.3
,               Expenditure,12.8,12.0,13.9,13.2,14.4,13.7,13.5,14.1,14.6,14.1,14.8,14.8,14.2,14.2,13.7,12.7,12.9,13.4,10.2
,               Net lending/Net borrowing,-3.1,-2.0,-2.1,-2.1,-3.0,-2.7,-2.3,-1.8,-2.7,-1.9,-1.7,-0.9,-0.5,-1.3,-2.3,-2.2,-2.7,-3.0,-1.9
,               Primary balance,-1.7,-0.4,-0.2,-0.4,-1.2,-0.7,-0.1,0.8,-0.2,0.3,0.3,1.3,1.8,1.1,0.1,-0.2,-0.9,-1.0,-0.3
,,,,,,,,,,,,,,,,,,,,
,"Expenditure by Function, Central Government",,,,,,,,,,,,,,,,,,,
,Total,245.5,309.2,318.0,362.9,367.1,421.1,447.3,501.6,629.1,893.2,"1,015.2","1,282.8","1,524.5","1,756.4","1,891.0","2,088.7","2,400.5","2,693.8*",...
,     General public services,35.2,45.1,45.3,42.8,50.2,50.5,51.6,43.4,52.0,68.8,82.5,80.8,110.7,79.5,144.3,123.4,151.3,292.5*,...
,     Defense,31.1,33.9,37.3,39.3,37.8,40.8,42.5,65.5,70.1,71.6,87.6,111.3,122.3,134.1,152.5,175.9,204.4,233.4*,...
,     Economic affairs,43.2,64.6,72.3,88.7,45.8,56.8,56.8,64.8,100.2,173.8,221.2,281.8,336.8,450.3,441.8,473.0,603.3,566.1*,...
,          Agriculture,12.4,13.4,12.5,13.1,14.1,23.2,20.6,30.3,43.5,95.6,111.5,129.6,146.7,196.7,172.8,159.7,178.6,168.9*,...
,          Industry,12.4,20.9,16.9,18.8,...,...,...,...,...,8.9,8.8,9.4,15.8,26.0,24.3,25.7,19.6,22.0*,...
,"          Electricity, gas, and water",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,25.5,34.7,72.3,79.7,102.8,102.3,93.6,169.8,146.2*,...
,          Transport and communications,16.7,28.4,41.1,36.0,28.9,30.3,33.3,27.9,45.2,43.8,66.2,70.5,94.6,124.8,142.4,194.1,235.2,229.0*,...
,          Other economic services,1.7,1.8,1.8,20.7,2.8,3.3,2.8,6.4,11.3,...,...,...,...,...,...,...,...,...,...
,     Environmental protection,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
,     Housing and community amenities,6.7,17.6,9.9,10.4,9.6,10.0,13.2,10.0,16.6,13.7,12.5,13.3,13.4,13.7,17.0,19.6,38.6,50.1*,...
,     Health,23.2,22.8,23.9,24.8,28.9,31.3,34.6,39.5,41.8,51.0,62.7,72.9,76.7,85.5,93.9,104.2,126.1,66.2*,...
,     Education,48.4,57.4,56.4,61.8,65.5,70.8,83.1,96.9,104.1,121.0,159.0,188.0,191.1,212.8,267.0,303.1,399.2,490.0*,...
,     Social protection,3.3,4.2,4.2,5.8,7.6,12.0,14.1,15.7,18.5,78.9,69.6,77.3,89.9,100.5,112.3,111.5,153.2,162.1*,...
,     Othersu,54.3,63.6,68.6,89.4,121.7,149.0,151.5,165.8,225.8,314.4,320.1,457.6,583.8,680.1,662.3,778.0,724.4,833.5*,...
,,,,,,,,,,,,,,,,,,,,
,Expenditure by Function   (% of GDP at current market prices),,,,,,,,,,,,,,,,,,,
,               Education,2.0,2.3,2.1,2.1,2.0,1.9,1.7,1.8,1.7,1.7,2.0,2.1,1.8,2.1,2.3,2.0,2.3,2.5*,...
,               Health,1.0,0.9,0.9,0.8,0.9,0.8,0.7,0.7,0.7,0.7,0.8,0.8,0.7,0.8,0.8,0.7,0.7,0.3*,...
,               Social Protection,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,1.1,0.9,0.8,0.9,1.0,1.0,0.7,0.9,0.8*,...
,,,,,,,,,,,,,,,,,,,,
,EXTERNAL TRADE   fiscal year ending 30 June (Tk billion),,,,,,,,,,,,,,,,,,,
,"Exports, fob",249.2,324.2,309.3,375.9,441.6,531.3,707.5,841.0,968.0,"1,071.9","1,121.3","1,635.9","1,924.4","2,157.1","2,314.3","2,384.2","2,617.1","2,691.6","2,972.4"
,"Imports, fob",380.7,454.9,442.1,504.1,579.9,728.7,892.2,"1,070.8","1,336.4","1,396.0","1,479.7","2,315.0","2,634.6","2,683.8","2,842.3","2,925.2","3,122.7","3,441.0","4,471.4"
,     Trade balance,-131.4,-130.7,-132.7,-128.2,-138.3,-197.4,-184.7,-229.8,-368.4,-324.1,-358.4,-679.1,-710.2,-526.7,-528.0,-541.0,-505.6,-749.4,"-1,499.0"
,,,,,,,,,,,,,,,,,,,,
,              External Trade   (% annual change),,,,,,,,,,,,,,,,,,,
,               Exports,19.5,30.1,-4.6,21.5,17.5,20.3,33.2,18.9,15.1,10.7,4.6,45.9,17.6,12.1,7.3,3.0,9.8,2.8,10.4
,               Imports,9.7,19.5,-2.8,14.0,15.0,25.7,22.4,20.0,24.8,4.5,6.0,56.4,13.8,1.9,5.9,2.9,6.7,10.2,29.9
,,,,,,,,,,,,,,,,,,,,
,Direction of Trade   calendar year ($ million),,,,,,,,,,,,,,,,,,,
,"Exports, total","5,589.6","5,735.6","5,443.3","6,229.4","7,585.6","8,494.4","10,834.9","12,220.2","13,627.6","14,377.5","16,497.0","23,099.9","22,250.8","25,913.0","28,433.8","29,924.6","30,195.3","31,392.8","31,686.6"
,     1. United States,"1,779.5","1,696.6","1,504.4","1,488.6","1,697.5","2,003.5","2,552.3","2,766.8","2,822.6","2,910.4","3,247.5","3,824.2","3,702.4","3,948.0","4,052.6","4,164.9","3,962.3","3,839.8","3,912.1"
,     2. Germany,607.8,588.2,566.2,849.6,"1,101.5","1,143.7","1,605.3","1,757.8","1,803.5","1,832.6","2,074.9","3,251.3","2,970.6","3,440.7","3,878.0","3,857.4","3,837.9","4,042.5","4,162.6"
,     3. United Kingdom,439.5,486.5,531.7,604.1,849.2,794.8,891.8,971.6,"1,169.4","1,241.6","1,243.9","1,982.0","1,908.1","2,193.3","2,238.8","2,656.7","2,588.7","2,731.0","2,653.8"
,     4. France,288.6,308.4,311.5,367.5,526.4,544.5,630.9,705.4,864.4,931.2,997.7,"1,450.9","1,164.5","1,354.3","1,466.4","1,504.0","1,549.9","1,588.6","1,642.1"
,     5. Spain,71.8,88.4,103.5,158.9,239.8,298.8,380.5,419.3,488.6,494.5,507.4,836.4,845.7,"1,010.3","1,229.9","1,412.3","1,495.5","1,670.4","1,785.2"
,     6. Italy,227.9,263.0,216.0,240.8,305.1,326.2,428.1,477.1,528.1,530.6,561.2,869.7,758.6,920.3,"1,161.7","1,170.9","1,159.3","1,280.8","1,335.7"
,     7. Canada,96.6,95.6,82.6,165.5,247.4,275.4,361.4,365.3,435.0,502.3,552.8,783.3,778.2,853.3,778.3,780.1,770.0,789.1,781.7
,     8. Netherlands,234.1,251.5,207.9,227.4,254.0,241.4,318.3,411.7,647.0,847.6,890.2,831.9,536.8,612.8,654.0,620.1,608.1,833.5,763.7
,     9. Belgium,174.9,179.8,187.9,225.9,252.8,268.8,333.4,441.4,385.6,310.7,352.7,595.6,510.0,600.6,759.2,690.2,698.6,611.0,603.6
,"     10. China, People's Republic of",9.6,5.5,12.2,13.2,30.7,46.3,66.2,73.3,94.1,100.3,191.0,299.6,314.4,401.9,691.7,675.1,716.1,693.4,500.4
,,,,,,,,,,,,,,,,,,,,
,"Imports, total","8,861.1","8,997.3","7,839.9","9,816.5","11,572.5","13,836.4","16,080.3","18,466.4","23,832.9","21,819.3","27,771.2","36,148.1","34,159.4","37,477.4","41,635.1","39,413.0","41,248.2","47,751.5","55,318.9"
,"     1. China, People's Republic of",667.5,772.4,910.3,"1,090.8","1,445.7","1,870.3","2,332.2","2,771.6","3,511.4","3,524.2","4,681.4","6,575.2","6,092.1","6,972.5","7,846.1","8,848.8","10,028.8","10,433.7","13,144.0"
,     2. India,945.4,"1,195.5","1,145.8","1,494.2","1,745.1","1,951.2","2,061.7","2,646.6","3,498.2","2,748.6","3,859.8","4,870.3","4,704.2","5,246.1","6,174.4","5,575.2","5,530.2","7,281.7","8,641.6"
,     3. Singapore,760.9,827.1,905.6,"1,040.7",873.1,852.3,965.2,"1,137.5","1,682.0","1,646.4","1,492.8","1,431.4","1,560.1","1,970.1","2,408.4","2,038.0","2,101.5","2,739.9","2,879.7"
,     4. Japan,849.7,720.7,594.9,566.7,614.0,571.0,749.8,653.8,974.7,"1,009.8","1,162.7","1,430.7","1,346.0","1,183.4","1,431.3","1,533.5","1,835.9","1,671.9","1,886.1"
,     5. Indonesia,193.2,179.5,171.5,209.2,261.1,269.5,312.8,378.7,495.7,584.0,753.2,"1,051.3","1,124.8","1,079.7","1,281.3","1,295.8","1,088.9","1,357.8","1,963.2"
,     6. Malaysia,128.4,146.5,147.8,215.2,274.8,299.7,347.8,327.1,621.2,973.4,"1,316.0","1,766.3","1,711.4","1,975.5","1,762.7","1,000.7",957.2,"1,195.9","1,507.7"
,"     7. Korea, Republic of",347.8,403.7,340.8,367.0,418.6,446.2,514.6,550.6,796.3,804.7,965.5,"1,333.7","1,487.8","1,237.7","1,237.3","1,134.7","1,206.0","1,232.2","1,285.5"
,     8. United States,213.9,264.9,234.2,231.1,268.2,326.5,376.7,470.4,428.6,468.1,534.1,787.7,573.1,650.6,876.5,940.2,861.3,"1,435.3","1,727.5"
,     9. Brazil,31.3,36.9,24.4,43.3,120.4,94.1,106.0,211.7,150.0,393.0,419.0,883.8,"1,098.7",939.3,984.5,909.2,"1,081.0","1,506.6","1,194.2"
,     10. Thailand,188.4,179.7,163.3,176.6,291.2,316.3,381.0,442.0,508.4,584.8,754.6,"1,139.5",712.9,722.5,698.9,641.6,731.7,979.1,"1,088.8"
,,,,,,,,,,,,,,,,,,,,
,BALANCE OF PAYMENTS   fiscal year ending 30 June ($ million),,,,,,,,,,,,,,,,,,,
,Current account balance,-418.0,"-1,098.0",157.0,176.0,176.0,-557.0,824.0,936.0,702.0,"2,416.0","3,724.0","-1,686.0",-447.0,"2,388.0","1,409.0","3,492.0","4,262.0","-1,331.0","-9,780.0"
,     Balance on goods,"-1,865.0","-2,011.0","-1,768.0","-2,215.0","-2,319.0","-3,297.0","-2,889.0","-3,458.0","-5,330.0","-4,710.0","-5,155.0","-9,935.0","-9,320.0","-7,009.0","-6,794.0","-6,965.0","-6,460.0","-9,472.0","-18,258.0"
,          Exports,"5,701.0","6,419.0","5,929.0","6,492.0","7,521.0","8,573.0","10,412.0","12,053.0","14,151.0","15,581.0","16,233.0","22,592.0","23,989.0","26,567.0","29,777.0","30,697.0","33,441.0","34,019.0","36,205.0"
