

CO-94,India
" "," "," ",Attributes,Source,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Footnotes
" ",MILLENNIUM DEVELOPMENT GOAL INDICATORS
" ",Target 7.A: Reverse the loss of environmental resources
SU-1193," ",7.2.b Carbon Dioxide emissions (per capita metric tons) ,Per capita metric tons; ; Ending 1231,"1990-2003,2004: Carbon Dioxide Information Analysis Center",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,.7994 ,.8407 ,.8776 ,.8975 ,.9383 ,.9716 ,1.0541 ,1.0589 ,1.0797 ,1.1011 ,1.137 ,1.1246 ,1.1684 ,1.1913 ,... ,... ,... ,... ,... ,... 
SU-1199," ",7.2.c Ozone-Depleting CFCs Consumption (ODP Tons) ,ODP Metric Tons; ; Ending 1231,"1990-2005,2006: UNEP-Ozone Secretariat",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,0 ,0 ,4500.96 ,5276.8 ,6387 ,6402.4 ,6937.4 ,6703.35 ,5264.65 ,4142.91 ,5614.34 ,4514.33 ,3917.73 ,2631.51 ,2241.6 ,1957.83 ,... ,... ,... ,... 
" ",SOCIAL AND ENVIRONMENT INDICATORS
" ",Demographic
SU-971," ","Birth rate, crude per 1000 persons ",; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,30.2 ,29.5 ,29.2 ,28.7 ,28.7 ,28.3 ,27.5 ,27.2 ,26.5 ,26.1 ,25.8 ,25.4 ,25 ,24.8 ,24.1 ,23.8 ,23.5 ,... ,... ,... 
SU-972," ","Death rate, crude per 1000 persons ",; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,9.7 ,9.8 ,10.1 ,9.3 ,9.3 ,9 ,8.9 ,8.9 ,9 ,8.7 ,8.5 ,8.4 ,8.1 ,8 ,7.5 ,7.6 ,7.5 ,... ,... ,... 
SU-973," ","Fertility rate, total, births per woman ",; ; Ending 1231,"1985: World Bank
1986-1989: Central Statistical Organization
1990,1991,1992,1993,1994-1995,1996,1997,1998,2000,2001,2002-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,4.5 ,4.2 ,4.1 ,4 ,3.9 ,3.804 ,... ,3.54 ,... ,3.3 ,3.396 |,... ,3.3 ,... ,... ,3.072 ,... ,2.92 ,2.92 ,2.88 ,2.83933 ,2.53807 ,... ,... ,... 
SU-970," ",Age dependency ratio ,Ratio; ; Beginning 0401|Ending 1231,"1990,1991: Office of the Registrar General
2000,2001: United Nations
2003,2004: Economic and Social Commission for Asia and the Pacific",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,78.6 |,... ,... ,... ,... ,... ,... ,... ,... ,... ,64.03941 ,... ,... ,62.33766 ,... ,... ,... ,... ,... ,... 
" ",Health and Nutrition
SU-1044," ",Child malnutrition ,percent; ; Ending 1231|Beginning 0401,"1993,1994: World Bank
1998,1999: National Institute of Population Sciences",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,63 |,... ,... ,... ,... ,74.3 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1049," ",Daily per capita protein supply ,gram; ; Ending 1231|Beginning 0401,"1990: Food and Agricultural Organization
1991,1992,1993-1994,1995,1996,1997: National Nutrition Monitoring Bureau
2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,55.6 |,54.1 ,... ,55.8 ,55.8 ,... ,54 |,... ,... ,... ,... ,58.4 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1050," ",Daily per capita calorie supply ,Calorie; ; Ending 1231|Beginning 0401,"1990: Food and Agricultural Organization
1991,1992,1993-1994,1995,1996,1997: National Nutrition Monitoring Bureau
2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2294.3 |,2139 ,... ,2187 ,2172 ,... ,2114 |,... ,... ,... ,... ,2487.2 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1053," ","Life expectancy at birth, total (years) ",year; ; Ending 1231,"1983,1984,1990,1991,1992-1993,1994,1995,1996,1997,1998,1999-2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,55 ,... ,... ,... ,... ,... ,... ,59.1278 ,... ,60.14634 ,61 ,... ,61.40341 ,... ,62.24146 ,... ,63 ,62.92488 ,... ,63.38049 ,... ,... ,63.50049 ,64.47278 ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 1231,"1983,1984,1990,1991,1992-1993,1994,1995,1996,1997,1998: World Bank
1999: Economic and Social Commission for Asia and the Pacific
2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,55 ,... ,... ,... ,... ,... ,... ,59.04 ,... ,60 ,61 ,... ,61.14 ,... ,61.9 ,... ,63 ,62.32 ,... ,62.6 ,... ,... ,62.72 ,63.064 ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 1231,"1983,1984,1990,1991,1992-1993,1994,1995,1996,1997,1998: World Bank
1999: Economic and Social Commission for Asia and the Pacific
2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,55 ,... ,... ,... ,... ,... ,... ,59.22 ,... ,60.3 ,61 ,... ,61.68 ,... ,62.6 ,... ,64 ,63.56 ,... ,64.2 ,... ,... ,64.32 ,65.952 ,... ,... ,... 
SU-1063," ",Persons per hospital bed ,; ; Beginning 0401,"1996,1997: Ministry of Health and Family Welfare",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1075 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1064," ",Persons per physician ,; ; Beginning 0401,"1997,1998: Ministry of Health and Family Welfare",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1923 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1066," ",Public health expenditure as % of GDP ,percent; ; Ending 1231|Beginning 0401,"1990,1991,1997,1998: United Nations Development Programme
1999,2000: Central Statistical Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1.3 ,... ,... ,... ,... ,... ,... ,.6 |,... ,.25 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
" ",Education
SU-1075," ",Public education expenditure as % of GNP ,percent; ; Ending 1231|Beginning 0401,"1985,1986,1990,1991,1992,1993,1994,1995: United Nations Educational, Scientific And Cultural Organization
1998,1999: Central Statistical Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,3.4 ,... ,... ,... ,... ,4 ,... ,3.7 ,... ,3.8 |,... ,... ,... ,.5 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1080," ","School completion rate, primary, male ",percent; ; Beginning 0401,"1999,2000: Ministry of Human Resources and Development",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,61.3 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1081," ","School completion rate, primary, female ",percent; ; Beginning 0401,"1999,2000: Ministry of Human Resources and Development",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,57.7 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1082," ","School enrollment, gross primary, total (% schl age pop) ",percent; ; Ending 1231|Beginning 0401,"1985,1986: United Nations Educational, Scientific And Cultural Organization
1990-1991,1992: Department of Education
1993: United Nations Educational, Scientific And Cultural Organization
1994-1999,2000: Department of Education",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,96 |,... ,... ,... ,... ,100.1 |,100.2 |,... ,102 |,104 ,104.3 ,90.6 ,89.7 ,92.1 ,94.9 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1083," ","School enrollment, gross primary, female (% schl age pop) ",percent; ; Ending 1231|Beginning 0401,"1985,1986,1991,1992,1993: United Nations Educational, Scientific And Cultural Organization
1994-1995,1996: Department of Education
1997: Economic and Social Commission for Asia and the Pacific
1998: Central Statistical Organization
1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,80 ,... ,... ,... ,... ,... ,84.18665 |,... ,91 |,92.6 ,93.3 |,... ,82 ,81 ,87.48179 ,88.9095 ,88.80394 ,90.20804 ,103.72449 ,112.14457 ,115.72731 ,... ,... ,... ,... 
SU-1084," ","School enrollment, gross primary, male (% schl age pop) ",percent; ; Ending 1231|Beginning 0401,"1985,1986,1991,1992,1993: United Nations Educational, Scientific And Cultural Organization
1994-1995,1996: Department of Education
1997: Economic and Social Commission for Asia and the Pacific
1998: Central Statistical Organization
1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,110 ,... ,... ,... ,... ,... ,111.08552 |,... ,113 |,115 ,115 |,... ,99 ,98 ,106.60419 ,108.09688 ,107.23205 ,107.16715 ,110.91703 ,120.02143 ,122.56347 ,... ,... ,... ,... 
SU-1085," ","School enrollment, gross secondary, total (% schl age pop) ",percent; ; Ending 1231|Beginning 0401,"1985,1986,1990: United Nations Educational, Scientific And Cultural Organization
1991,1992: Department of Education
1993: United Nations Educational, Scientific And Cultural Organization
1994-1998,1999: Department of Education",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,37 ,... ,... ,... ,... ,44 |,62.8 |,... ,49 |,67.2 ,67.6 ,62.4 ,58.5 ,57.6 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1086," ","School enrollment, gross secondary, female (% schl age pop) ",percent; ; Ending 1231|Beginning 0401,"1985,1986: United Nations Educational, Scientific And Cultural Organization
1991,1992,1993-1997,1998: Department of Education
1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,26 |,... ,... ,... ,... ,... ,49.6 |,... ,55.2 |,55 ,55 ,52.8 ,49.5 |,... ,37.61631 ,39.28351 ,39.53571 ,41.87719 ,46.00722 ,47.33963 ,50.12248 ,... ,... ,... ,... 
SU-1087," ","School enrollment, gross secondary, male (% schl age pop) ",percent; ; Ending 1231|Beginning 0401,"1985,1986,1991,1992,1993: United Nations Educational, Scientific And Cultural Organization
1994-1997,1998: Department of Education
1999-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,48 ,... ,... ,... ,... ,... ,54.80191 |,... ,59 |,79 ,79.5 ,70.9 ,66.5 |,... ,54.15725 ,56.02353 ,55.94482 ,57.21283 ,58.16622 ,59.30277 ,62.60068 ,... ,... ,... ,... 
SU-1171," ","Deforestation, annual average ",percent; ; Ending 1231,"1985,1986: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,.6 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 


CO-95,Indonesia
" "," "," ",Attributes,Source,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Footnotes
" ",MILLENNIUM DEVELOPMENT GOAL INDICATORS
" ",Target 7.A: Reverse the loss of environmental resources
SU-1193," ",7.2.b Carbon Dioxide emissions (per capita metric tons) ,Per capita metric tons; ; Ending 1231,"1990-2003,2004: Carbon Dioxide Information Analysis Center",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,.8243 ,.9689 ,1.0776 ,1.1534 ,1.1592 ,1.1544 ,1.371 ,1.3918 ,1.021 ,1.2035 ,1.3196 ,1.3622 ,1.5214 ,1.36 ,... ,... ,... ,... ,... ,... 
SU-1199," ",7.2.c Ozone-Depleting CFCs Consumption (ODP Tons) ,ODP Metric Tons; ; Ending 1231,"1992-2005,2006: UNEP-Ozone Secretariat",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,5249 ,4363.4 ,6910 ,8351.2 ,9012 ,7634.8 ,6182.8 ,5865.8 ,5411.14 ,5003.32 ,5506.26 ,4829.33 ,3925.47 ,2385.31 ,... ,... ,... ,... 
" ",SOCIAL AND ENVIRONMENT INDICATORS
" ",Demographic
SU-971," ","Birth rate, crude per 1000 persons ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,25.3952 ,... ,24.156 ,... ,... ,22.7988 ,... ,21.894 ,... ,... ,21.3462 ,... ,20.981 ,... ,... ,19.904 ,19.63505 ,... ,... ,... 
SU-972," ","Death rate, crude per 1000 persons ",; ; Ending 1231,"1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,8.6714 ,... ,8.285 ,... ,... ,7.8986 ,... ,7.641 ,... ,... ,7.5288 ,... ,7.454 ,... ,... ,7.2668 ,7.21622 ,... ,... ,... 
SU-973," ","Fertility rate, total, births per woman ",; ; Ending 1231,"1983,1984,1988,1989: Central Bureau of Statistics (BPS-Statistics Indonesia)
1990,1991,1992: World Bank
1993-1994: Central Bureau of Statistics (BPS-Statistics Indonesia)
1995,1996,1997,1998,2000,2001,2002-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,4.1 ,... ,... ,... ,... ,3.3 ,... ,3.1 ,... ,2.9 ,2.9 ,2.9 ,2.66 ,... ,2.5 ,... ,... ,2.4202 ,... ,2.367 ,2.367 ,2.33 ,2.2662 ,2.2326 ,... ,... ,... 
SU-970," ",Age dependency ratio ,Ratio; ; Ending 1231,"1990,1991,2000,2001: United Nations
2003,2004: Economic and Social Commission for Asia and the Pacific",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,65.78073 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,55.521 ,... ,... ,53.38462 ,... ,... ,... ,... ,... ,... 
" ",Health and Nutrition
SU-1044," ",Child malnutrition ,percent; ; Ending 1231,"1986,1987,1989,1990,1992,1993,1995,1996: Central Bureau of Statistics (BPS-Statistics Indonesia)",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,14 ,... ,... ,12 ,... ,... ,9.8 ,... ,... ,14.6 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1049," ",Daily per capita protein supply ,gram; ; Ending 1231,"1990,1991,2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,58.5 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,63.4 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1050," ",Daily per capita calorie supply ,Calorie; ; Ending 1231,"1990,1991,2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2624.1 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2903.6 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1053," ","Life expectancy at birth, total (years) ",year; ; Ending 1231,"1980,1981,1983,1984: Central Bureau of Statistics (BPS-Statistics Indonesia)
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,52.2 ,... ,... ,61 ,... ,... ,... ,... ,... ,... ,61.70732 ,... ,62.70732 ,... ,... ,63.99512 ,... ,64.85366 ,... ,... ,65.8422 ,... ,66.50122 ,... ,... ,67.79488 ,68.16022 ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 1231,"1980,1981: Central Bureau of Statistics (BPS-Statistics Indonesia)
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,50.6 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,60 ,... ,61 ,... ,... ,62.2 ,... ,63 ,... ,... ,63.93 ,... ,64.55 ,... ,... ,65.99 ,66.37166 ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 1231,"1980,1981: Central Bureau of Statistics (BPS-Statistics Indonesia)
1990,1991,1992,1993,1995,1996,1997,1998,2000,2001,2002,2003,2005-2006,2007: World Bank",... ,... ,... ,... ,... ,53.7 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,63.5 ,... ,64.5 ,... ,... ,65.88 ,... ,66.8 ,... ,... ,67.85 ,... ,68.55 ,... ,... ,69.69 ,70.0382 ,... ,... ,... 
SU-1066," ",Public health expenditure as % of GDP ,percent; ; Ending 1231,"1990,1991,1994,1995: Central Bureau of Statistics (BPS-Statistics Indonesia)",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,.6 ,... ,... ,... ,.8 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
" ",Education
SU-1075," ",Public education expenditure as % of GNP ,percent; ; Ending 1231,"1985,1986,1990,1991,1995,1996: Central Bureau of Statistics (BPS-Statistics Indonesia)",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1.5 ,... ,... ,... ,... ,1 ,... ,... ,... ,... ,.8 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1082," ","School enrollment, gross primary, total (% schl age pop) ",percent; ; Ending 1231,"2000-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,110.94792 ,113.55697 ,115.11769 ,116.15954 ,116.95857 ,... ,... ,... ,... ,... 
SU-1083," ","School enrollment, gross primary, female (% schl age pop) ",percent; ; Ending 1231,"1990: World Bank
1991,1992,2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,113.6 ,112.78681 ,... ,... ,... ,... ,... ,... ,... ,... ,109.00289 ,112.28576 ,113.85133 ,115.02763 ,115.92278 ,115.13211 ,... ,... ,... ,... 
SU-1084," ","School enrollment, gross primary, male (% schl age pop) ",percent; ; Ending 1231,"1990: World Bank
1991,1992,2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,116.7 ,115.55171 ,... ,... ,... ,... ,... ,... ,... ,... ,112.83092 ,114.78678 ,116.3423 ,117.25395 ,117.96004 ,119.3534 ,... ,... ,... ,... 
SU-1085," ","School enrollment, gross secondary, total (% schl age pop) ",percent; ; Ending 1231,"2000-2004,2005: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,54.94497 ,57.21622 ,58.64012 ,61.81612 ,64.11743 ,... ,... ,... ,... ,... 
SU-1086," ","School enrollment, gross secondary, female (% schl age pop) ",percent; ; Ending 1231,"1990: World Bank
1991,1992,2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,39.7 ,41.12121 ,... ,... ,... ,... ,... ,... ,... ,... ,53.52103 ,56.56892 ,58.23134 ,61.39814 ,63.84761 ,62.76253 ,... ,... ,... ,... 
SU-1087," ","School enrollment, gross secondary, male (% schl age pop) ",percent; ; Ending 1231,"1990: World Bank
1991,1992,2000-2005,2006: United Nations Educational, Scientific And Cultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,48.2 ,49.75647 ,... ,... ,... ,... ,... ,... ,... ,... ,56.33237 ,57.84672 ,59.03802 ,62.22263 ,64.37958 ,63.4975 ,... ,... ,... ,... 
SU-1171," ","Deforestation, annual average ",percent; ; Ending 1231,"1986,1987,1993,1994: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1.1 ,... ,... ,... ,... ,... ,... ,1 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 


CO-105,Kazakhstan
" "," "," ",Attributes,Source,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,Footnotes
" ",MILLENNIUM DEVELOPMENT GOAL INDICATORS
" ",Target 7.A: Reverse the loss of environmental resources
SU-1193," ",7.2.b Carbon Dioxide emissions (per capita metric tons) ,Per capita metric tons; ; Ending 1231,"1992-2003,2004: Carbon Dioxide Information Analysis Center",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,15.4582 ,13.2154 ,12.284 ,10.4466 ,8.8522 ,8.2653 ,7.9948 ,7.4029 ,8.0697 ,8.3677 ,10.5737 ,10.7364 ,... ,... ,... ,... ,... ,... 
SU-1199," ",7.2.c Ozone-Depleting CFCs Consumption (ODP Tons) ,ODP Metric Tons; ; Ending 1231,"1990-1991,1992,1993,1994,1996-2005,2006: UNEP-Ozone Secretariat",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,1214.3 ,1205.64 ,... ,2218.24 ,... ,... ,825.64 ,668.84 ,1025.48 ,730 ,523.89 ,290 ,112 ,30.4 ,11.2 ,0 ,... ,... ,... ,... 
" ",SOCIAL AND ENVIRONMENT INDICATORS
" ",Demographic
SU-971," ","Birth rate, crude per 1000 persons ",; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,21.7 ,21 ,19.9 ,18.6 ,18.2 ,16.7 ,15.9 ,14.7 ,14.3 ,14.2 ,14.7 ,14.9 ,14.6 ,15.3 ,18.2 ,18.19094 ,19.7 ,... ,... ,... 
SU-972," ","Death rate, crude per 1000 persons ",; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,7.7 ,8 ,8.1 ,9.2 ,9.6 ,10.2 ,10.4 ,10.2 ,10.2 ,9.8 ,10.1 ,10 ,11.8 ,10 ,10.1 ,10.10205 ,10.3 ,... ,... ,... 
SU-973," ","Fertility rate, total, births per woman ",; ; Ending 1231,"1985,1986: Agency on Statistics of the Republic of Kazakhstan
1990,1991,1992-1993,1994,1995,1996,1997,1998,2000,2001,2002-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,3 ,... ,... ,... ,... ,2.72 ,... ,2.5 ,2.3 ,... ,2.26 ,... ,2 ,... ,... ,1.88 ,... ,1.8 ,1.78283 ,1.76566 ,1.74849 ,2.12 ,... ,... ,... 
SU-970," ",Age dependency ratio ,Ratio; ; Ending 1231,"1990,1991,2000,2001: United Nations
2003,2004: Economic and Social Commission for Asia and the Pacific",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,58.73016 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,52.9052 ,... ,... ,49.25373 ,... ,... ,... ,... ,... ,... 
" ",Health and Nutrition
SU-1049," ",Daily per capita protein supply ,gram; ; Ending 1231,"1990,1991,2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,93 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,79.6 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1050," ",Daily per capita calorie supply ,Calorie; ; Ending 1231,"1990,1991,2001,2002: Food and Agricultural Organization",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,3030 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,2477.4 ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1053," ","Life expectancy at birth, total (years) ",year; ; Ending 1231,"1985,1986,1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,67.1 ,... ,... ,... ,... ,68.33659 ,67.98293 ,67.73171 ,66.72683 ,65.67317 ,64.91951 ,64.10976 ,64.46341 ,64.56098 ,65.51951 ,65.51707 ,65.76829 ,65.96829 ,65.86585 ,66.05594 ,66.24603 ,66.16098 ,... ,... ,... 
SU-1054," ","Life expectancy at birth, male (years) ",year; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,63.8 ,63.3 ,63 ,61.8 ,60.6 ,59.7 ,58.5 ,59 ,59 ,60.3 ,60.2 ,60.5 ,60.7 ,60.5 ,60.7032 ,60.90641 ,60.6 ,... ,... ,... 
SU-1055," ","Life expectancy at birth, female (years) ",year; ; Ending 1231,"1990-2006,2007: World Bank",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,73.1 ,72.9 ,72.7 ,71.9 ,71 ,70.4 ,70 ,70.2 ,70.4 ,71 ,71.1 ,71.3 ,71.5 ,71.5 ,71.67631 ,71.85263 ,72 ,... ,... ,... 
SU-1066," ",Public health expenditure as % of GDP ,percent; ; Ending 1231,"1991,1992: United Nations Development Programme",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,4.4 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
" ",Education
SU-1075," ",Public education expenditure as % of GNP ,percent; ; Ending 1231,"1992,1993,1994,1995: United Nations Development Programme",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,7.7 ,... ,5.4 ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... 
SU-1082," ","School enrollment, gross primary, total (% schl age pop) ",percent; ; Ending 1231,"1991,1992: Economic and Social Commission for Asia and the Pacific
1998-2001,2002: Agency on Statistics of the Republic of Kazakhstan",... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,... ,157.10001 ,... ,... ,... ,... ,... ,... ,99.5 ,99.6 ,99.9 ,... ,... ,... ,... ,... ,... ,... ,... ,... 
